Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Morofolu Street Off Sholanke Akoka Yaba Lagos,"750,000/year","  Updated 14 Jan 2023, Added 26 Sep 2022 "," FOR RENT: A newly built executive room self contain with a pop ceiling, tiles screeded wal.. Read more ",ServicedNewly Built,0 beds0 baths0 Toilets
Maryland Lagos,"1,000,000/year","  Updated 14 Jan 2023, Added 23 Nov 2022 ", FOR RENT: *Hot rent! *Maryland Mende Axis. *Fastest fingers! *Newly built attractiv.. Read more ,FurnishedServicedNewly Built,0 beds0 baths0 Toilets
Bailey Street Abule Ijesha Yaba Lagos,"500,000/year","  Updated 14 Jan 2023, Added 26 Sep 2022 "," FOR RENT: Built executive room self contain with pop ceiling, tiles screeded wall, fitted .. Read more ",Newly Built,0 beds0 baths1 Toilets
Adebayo Mukolu Street Anthony Village Maryland Lagos,"30,000,000/year",  Added 14 Jan 2023 , FOR RENT: For Lease Warehouse 4 units of 4 bedrooms terrace duplexes @ Adebayo Mukolu .. Read more ,,0 beds0 baths0 Toilets
Allen Avenue Ikeja Lagos,"1,100,000/year",  Added 13 Jan 2023 , FOR RENT: TO LET: A VERY VERY NICE & SPACIOUS GROUND FLOOR OPEN SPACE FOR YOU AT OFF ALLEN.. Read more ,,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"3,900,000/year",  Added 13 Jan 2023 ," FOR RENT: Very Serene and conducive environment, private space, 24hrs security, light and .. Read more ",FurnishedServicedNewly Built,4 beds4 baths5 Toilets
Ilaje Ajah Lagos,"1,600,000/year",  Added 13 Jan 2023 , FOR RENT: Tastefully finished apartment in a gated and secured estate.. Read more ,Newly Built,3 beds3 baths4 Toilets
Ikoyi Lagos,"25,000,000/year",  Added 12 Jan 2023 , FOR RENT: NOW VACANT FOR RENT/LEASE IN OLD IKOYI : (NEWLY BUILT TERRACE APARTMENTS) DESCR.. Read more ,Serviced,5 beds5 baths6 Toilets
Adebayo Osho Ejigbo Lagos,"700,000/year",  Added 12 Jan 2023 , FOR RENT: 3 bedroom Flat / Apartment for rent Adebayo Osho Ejigbo Ejigbo Lagos.. Read more ,Furnished,3 beds3 baths3 Toilets
Off Awolowo Road Ikoyi Lagos,"25,000,000/year",  Added 12 Jan 2023 ," FOR RENT: 5 bedroom semi-detached house for lease Off Awolowo Road, Southwest Ikoyi Fo.. Read more ",,5 beds0 baths0 Toilets
Off Wole Ariyo Lekki Lagos,"5,000,000/year",  Added 12 Jan 2023 , FOR RENT: For rent: Multi-room office space in a good location Office comes with ai.. Read more ,,0 beds0 baths0 Toilets
Monastery Road Sangotedo Lagos,"3,000,000/year",  Added 12 Jan 2023 , FOR RENT: We have 4 bedroom semidetached duplex at songotedo ShopRite bus stop Diamond est.. Read more ,Furnished,4 beds4 baths4 Toilets
Chevron Lekki Lagos,"7,500,000/year",  Added 12 Jan 2023 ," FOR RENT: For rent: Fully furnished 4 bedroom duplex with BQ at Empire Homes, Chevron... Read more ",Furnished,4 beds0 baths0 Toilets
Awolowo Way Ikeja Lagos,"50,000/sqm",  Added 12 Jan 2023 ," FOR RENT: *For letting/ leasing 255sqm of open plan space on ground floor, directly on .. Read more ",,0 beds0 baths0 Toilets
Odobo Estate Oke Ira Ogba Lagos,"900,000/year","  Updated 12 Jan 2023, Added 01 Dec 2022 ", FOR RENT: Spacious & nice 2 bedrooms flat at Odobo estate upstairs with personal prepaid m.. Read more ,,0 beds0 baths0 Toilets
Obawole Iju Lagos,"1,200,000/year","  Updated 12 Jan 2023, Added 09 Jan 2023 ", FOR RENT: Very lovely and sweet executive 3 bedroom flat in Obawole. just 4 occupants in t.. Read more ,,3 beds2 baths2 Toilets
Abule Ijesha Shomolu Lagos,"10,000/month",  Added 11 Jan 2023 ," FOR RENT: 8 months remaining, the person is going for nysc so wants to lease it out...util.. Read more ",Furnished,0 beds0 baths0 Toilets
Allen Avenue Ikeja Lagos,"16,500,000/year",  Added 11 Jan 2023 , FOR RENT: To let : An executive standard 5th floor open office space for you with lift on .. Read more ,,0 beds0 baths0 Toilets
Opebi Ikeja Lagos,"800,000/year",  Added 11 Jan 2023 ," FOR RENT: To Let : A very nice shop for you at Opebi Ikeja. It has its own prepaid meter, .. Read more ",,0 beds0 baths Toilets
Off Oregun Estate Ikeja Lagos,"3,500,000/year",  Added 11 Jan 2023 , FOR RENT: To let : an executive very standard and spacious serviced 3 bedroom flat for you.. Read more ,,3 beds4 baths4 Toilets
Ikeja Gra Ikeja Lagos,"6,000,000/year",  Added 11 Jan 2023 ," FOR RENT: 3 bed room with a BQ at Alhj. Mesinga close off Oba Dosumu str, GRA, IKJ. 1. Re.. Read more ",,3 beds0 baths0 Toilets
At Isaac John Ikeja Gra Ikeja Lagos,"12,000,000/year",  Added 11 Jan 2023 ," FOR RENT: A brand new 4 bedroom terrace duplex with a room bq, swimming pool and a worldcl.. Read more ",,4 beds baths Toilets
Doren Hospital Thomas Estate Ajah Lagos,"1,500,000/year",  Added 11 Jan 2023 ," FOR RENT: Renovated sharp 2bedroom in a secured Estate in Thomas Estate Ajah,Lagos. .. Read more ",Newly Built,2 beds2 baths3 Toilets
Sangotedo Ajah Lagos,"4,000,000/year",  Added 11 Jan 2023 , FOR RENT: Brand new spacious shop with pop to let Rent 4M A A C & service charge 10% E.. Read more ,Newly Built,0 beds0 baths0 Toilets
Sangotedo Ajah Lagos,"3,500,000/year",  Added 11 Jan 2023 , FOR RENT: Brand new shop to let @ sangotedo Rent 3.5M A A C & Service charge 10% Each.. Read more ,,0 beds0 baths0 Toilets
Sangotedo Ajah Lagos,"2,000,000/year",  Added 11 Jan 2023 , FOR RENT: Shop to let @ sangotedo Price 2M A & A 10% Each.. Read more ,, beds0 baths0 Toilets
Adelabu Surulere Lagos,"2,500,000/year",  Added 10 Jan 2023 , FOR RENT: Newly renovated 3 bedroom apartment with 2 toilets and bathroom in a very good a.. Read more ,,3 beds2 baths2 Toilets
Badore Ajah Lagos,"2,500,000/year","  Updated 10 Jan 2023, Added 11 Nov 2022 ", FOR RENT: TO LET BRAND NEW 4 BEDROOM SEMI DUPLEX WITHIN A MINI SERENE AND SECURED ESTATE .. Read more ,,4 beds4 baths5 Toilets
Ejigbo Ejigbo Lagos,"600,000/year",  Added 10 Jan 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Ejigbo Ejigbo Lagos.. Read more ,FurnishedNewly Built,2 beds2 baths2 Toilets
"Falomo Close, Off Macpherson Street, Old Ikoyi Ikoyi Lagos","25,000,000/year",  Added 10 Jan 2023 ," FOR RENT: 5-bedroom bungalow comprises two room boys quater, courtyard, swimming pool, gym.. Read more ",,5 beds4 baths3 Toilets
Ojodu Lagos,"2,000,000/year",  Added 10 Jan 2023 , FOR RENT: JUST OUT STANDARD AND DECENT 3BEDROOM BEDROOM FLAT IN A SERENE ENVIRONMENT O.. Read more ,,0 beds0 baths0 Toilets
Gated Community Ifako Gbagada Gbagada Lagos,"4,000,000/year",  Added 10 Jan 2023 , FOR RENT: 5 bedroom terrace duplex with penthouse. Own entrance parking for 3 - 4 cars.. Read more ,Newly Built,5 beds6 baths7 Toilets
Chevron Lekki Lagos,"70,000,000","  Updated 20 Feb 2023, Added 20 Sep 2022 ", FOR SALE: 4 BEDROOM SEMI-DETACHED DUPLEX FOR SALE Amenities: - [ ] 4 BEDROOM - [ ] Fitt.. Read more,ServicedNewly Built,4 beds4 baths5 Toilets
Olayemi Street Off Domino Pizza Surulere Lagos,"1,300,000/year",  Added 10 Jan 2023 , FOR RENT: JUST OUT RELATIVELY NEWLY BUILT 2-BEDROOM APARTMENT AT OLAYEMI STREET OFF .. Read more ,,0 beds0 baths0 Toilets
Magodo Kosofe Ikosi Lagos,"4,500,000/year",  Added 10 Jan 2023 , FOR RENT: 4 BEDROOM SEMI DETACHED TERRACE HOUSE WITH BQ BEAUTIFULLY FINISHED IN MAGODO PHA.. Read more ,,0 beds0 baths0 Toilets
Ikotun Igando Lagos,"4,000,000/year",  Added 10 Jan 2023 , FOR RENT: BRAND NEW 4 BEDROOM FULLY DETACHED HOUSE WITH A BQ IN A SHARED MINI ESTATE AT IS.. Read more ,,4 beds0 baths0 Toilets
Omole Phase 2 Ojodu Lagos,"4,500,000/year",  Added 10 Jan 2023 , FOR RENT: TO LET : 3 BEDROOM DUPLEX TO LET AT OMOLE PHASE 2 NEW BRAND HOUSE TWO PEOPLE IN .. Read more ,,3 beds0 baths0 Toilets
Magodo Kosofe Ikosi Lagos,"1,600,000/year",  Added 10 Jan 2023 , FOR RENT: TO LET. 2BED ROOM FLAT IN WESTERN AREA MOGODO GRA PHASE1 2TOILET&BATH WORKIN.. Read more ,,2 beds2 baths2 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"4,500,000/year",  Added 10 Jan 2023 ," FOR RENT: JUST OUT Lovely and standard 4 bedroom semi-detached duplex, pop screeding wa.. Read more ",,4 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"2,500,000/year",  Added 10 Jan 2023 ," FOR RENT: Decent and standard 2 bedroom flat with pop screeding wall, ceramic floors tile,.. Read more ",,2 beds0 baths0 Toilets
Bishop Oluwole Street Ahmadu Bello Way Victoria Island Lagos,"600,000/year",  Added 10 Jan 2023 , FOR RENT: Commercial Property for rent Bishop Oluwole Street Ahmadu Bello Way Victoria Isl.. Read more ,FurnishedServiced,0 beds0 baths0 Toilets
Doren Hospital Thomas Estate Ajah Lagos,"1,500,000/year",  Added 10 Jan 2023 ," FOR RENT: Well renovated 2bedroom bungalow,just 5 in a compound in a well secured Estate i.. Read more ",,2 beds2 baths3 Toilets
Ikate Lekki Lagos,"3,500,000/year",  Added 10 Jan 2023 , FOR RENT: Magnificent finished 2 bedroom flat with a room bq to let in a serene and well s.. Read more ,Newly Built,2 beds2 baths3 Toilets
Oyin Jolayemi Ademola Adetokunbo Victoria Island Lagos,"20,000,000/year",  Added 10 Jan 2023 , FOR RENT: For Lease: A standard 2 nos of 10 bedroom semi detached duplex plus 2rooms bq e.. Read more ,, beds baths Toilets
Wole Olateju Crescent Lekki Phase 1 Lekki Lagos,"28,000,000/year",  Added 10 Jan 2023 , FOR RENT: For Lease: Waterfront 1300sqm of Land in a fantastic location. Wole Olat.. Read more ,,0 beds0 baths0 Toilets
Old Ikoyi Ikoyi Lagos,"15,000,000/year",  Added 09 Jan 2023 , FOR RENT: Now Renting In Old Ikoyi : (Three Bed Luxury Apartments) Description - Three 3.. Read more ,Serviced,3 beds3 baths4 Toilets
Urban Prime Estate Abraham Adesanya Estate Ajah Lagos,"3,000,000/year",  Added 09 Jan 2023 ," FOR RENT: Very Big, Massive, Super Tastefully Standard and Well Finished NEWLY BUILT 2 BED.. Read more ",Newly Built,2 beds3 baths3 Toilets
Old Ikoyi Ikoyi Lagos,"200,000,000/year",  Added 09 Jan 2023 , FOR RENT: Now Renting In Old Ikoyi : (Three Bed Luxury Apartments) Description - Three 3.. Read more ,FurnishedServiced,3 beds3 baths4 Toilets
42 Saka Tinubu Street Off Adeola Odeku Saka Tinubu Victoria Island Lagos,"800,000/month",  Added 09 Jan 2023 , FOR RENT: Commercial Property for rent 42 Saka Tinubu Street Off Adeola Odeku Saka Tinubu .. Read more ,FurnishedServiced,0 beds0 baths0 Toilets
"Olu Odo Estate, Ikorodu Ebute Ikorodu Lagos","800,000/year",  Added 09 Jan 2023 , FOR RENT: Newly built 2bedroom flat pop available @Valley view estate olu-odo Ebute axis i.. Read more ,Newly Built,2 beds2 baths3 Toilets
Off Toyin Estate Toyin Street Ikeja Lagos,"1,500,000/year",  Added 09 Jan 2023 , FOR RENT: TO LET : A VERY SPACIOUS AND CLEAN 2 BEDROOM FLAT FOR YOU IN AN ESTATE AT OFF TO.. Read more ,,2 beds3 baths3 Toilets
Plot 14 Esther Adeleke Street Lekki Phase 1 Lekki Lagos,"8,000,000/year",  Added 08 Jan 2023 , FOR RENT: For Rent Service 4 Bedroom Terrace Duplex With BQ For Rent. Rent: 8M per An.. Read more ,,4 beds4 baths5 Toilets
"Off Gbangbala Road, Ikate, Lekki, Lagos (close To Primewater, Freedom Way) Ikate Lekki Lagos","70,000,000","  Updated 19 Feb 2023, Added 18 Nov 2022 "," FOR SALE: THE CELLO Luxury 2 Bedroom Apartments with a Room BQ, Rooftop Lounge and Gymnas.. Read more",Serviced,2 beds2 baths3 Toilets
"Balogun Street, Off Taiwo Close Alausa Ikeja Lagos","3,400,000/year",  Added 08 Jan 2023 ," FOR RENT: 3 bedroom en suite apartment in Alausa with dedicated with Air conditioners, Was.. Read more ",Furnished,3 beds4 baths4 Toilets
Oniru Victoria Island Lagos,"10,000,000/year","  Updated 08 Jan 2023, Added 17 Dec 2022 ", FOR RENT: Description: 4 Bedroom Terrace Duplex With a bq Price: 10 Million Naira Servi.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Lekki Phase 1 Lekki Lagos,"12,000,000/year","  Updated 08 Jan 2023, Added 18 Dec 2022 ", FOR RENT: Description: 4 Bedroom Semi Detached Duplex With a bq Price: 12 Million Nair.. Read more ,Newly Built,4 beds4 baths5 Toilets
Ikota Lekki Lagos,"4,000,000/year","  Updated 08 Jan 2023, Added 13 Dec 2022 ", FOR RENT: Description: 4 Bedroom Terrace Duplex With a bq Price: 4 Million Naira Servic.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Idado Lekki Lagos,"5,500,000/year","  Updated 08 Jan 2023, Added 27 Dec 2022 ", FOR RENT: Description: 5 Bedroom Terrace Duplex With a bq Price: 5.5 Million Naira S.. Read more ,ServicedNewly Built,5 beds5 baths6 Toilets
Ikate Lekki Lagos,"6,000,000/year","  Updated 08 Jan 2023, Added 27 Dec 2022 ", FOR RENT: Description: 4 Bedroom Terrace Duplex With a bq Price: 6 Million Naira (x2 yea.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Ilupeju Lagos,"400,000/year","  Updated 08 Jan 2023, Added 30 Nov 2022 ", FOR RENT: DIRECT FROM THE MANDATE IN CHARGE JUST OUT NOW Newly Built Unique fence r.. Read more ,,0 beds0 baths0 Toilets
Magodo Kosofe Ikosi Lagos,"350,000/day","  Updated 08 Jan 2023, Added 23 Dec 2022 ", FOR RENT: Short let 8 bedrooms Duplex self compound With security gatehouses Em.. Read more ,FurnishedServiced,8 beds8 baths9 Toilets
Behind Piccadilly Hotel Lekki Lagos,"4,500,000/year","  Updated 08 Jan 2023, Added 07 Jan 2023 ", FOR RENT: Exquisitely finished newly developed luxurious residences situated in Serene and.. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
Spg Ologolo Ologolo Lekki Lagos,"2,000,000/year","  Updated 08 Jan 2023, Added 07 Jan 2023 ", FOR RENT: Spacious 3 bedroom flat Rent=2m Agency =10% Legal =10% Caution ??100k Serv.. Read more ,,3 beds3 baths4 Toilets
Pedro Gbagada Lagos,"600,000/year","  Updated 08 Jan 2023, Added 17 Jul 2022 ", FOR RENT: Just out Direct brief Newly built portable mini flat with POP upstairs fen.. Read more ,Serviced,0 beds0 baths0 Toilets
Ayobo Ipaja Lagos,"180,000/year","  Updated 08 Jan 2023, Added 05 Jan 2023 "," FOR RENT: 4 bedroom apartment at upstairs is up for rent at a filling station in Ayobo, th.. Read more ",,0 beds0 baths0 Toilets
Greenland Estate Mende Mende Maryland Lagos,"250,000,000","  Updated 08 Jan 2023, Added 12 Nov 2022 ", FOR RENT: FRESH JV IN MARYLAND…*Dealing with the Mandate Directly _ Joint Venture in Gr.. Read more ,,0 beds0 baths0 Toilets
Value County Estate Opposite Uba Ogidan Ajah Lagos,"500,000/year","  Updated 08 Jan 2023, Added 25 Nov 2022 ", FOR RENT: Self-contain in lBS Price: N500k Legal 10% Agency 10% Caution 10%.. Read more ,, beds baths Toilets
Spg Ologolo Lekki Lagos,"900,000/year","  Updated 08 Jan 2023, Added 06 Jan 2023 ", FOR RENT: Spacious self-contain for rent Rent= N900k Agency =10% Legal =10% Caution .. Read more ,,0 beds1 baths1 Toilets
Spg Road Igbo Efon Lekki Lagos,"1,500,000/year","  Updated 08 Jan 2023, Added 12 Dec 2022 ", FOR RENT: Rent N1.5m Caution 100k Legal 10% Agency 10% With a personal prepai.. Read more ,,0 beds0 baths0 Toilets
"Oluwaga, Ayobo Ayobo Ipaja Lagos","600,000/year","  Updated 08 Jan 2023, Added 22 Dec 2022 ", FOR RENT: Church hall at oluwaga...Oluwaga is in Ipaja/Ayobo axes. Ref: Din.. Read more ,,0 beds0 baths0 Toilets
Osapa Extension After Pinnock Osapa London Lekki Lagos,"4,500,000/year","  Updated 08 Jan 2023, Added 22 Dec 2022 "," FOR RENT: MY DIRECT……..5 BEDROOM STAND ALONE TERRACE, TO LET @(CLOSE 2 ESTATE) RENT: N .. Read more ",,5 beds5 baths6 Toilets
Broadny Estate Epe Lagos,"1,500,000/year","  Updated 08 Jan 2023, Added 09 Nov 2022 "," FOR RENT: *BRODNY RESIDENCE EXTENSION The estate is a residential estate, located in .. Read more ",Serviced,0 beds0 baths0 Toilets
Okunaanya Street Off Admiralty Road Lekki Phase 1 Lekki Lagos,"7,000,000/year","  Updated 08 Jan 2023, Added 21 Dec 2022 ", FOR RENT: TO LET .. Read more ,,4 beds4 baths4 Toilets
Facing Epe Express Lekki Lagos,"75,000/sqm","  Updated 08 Jan 2023, Added 26 May 2022 ", FOR RENT: Grade A World-Class 300sqm Office space Directly on Lekki Epe Express Rent 75.. Read more ,,0 beds0 baths0 Toilets
Alfred Rewane Old Ikoyi Ikoyi Lagos,"151,900/year","  Updated 08 Jan 2023, Added 12 May 2022 ", FOR RENT: WORKSTATIONS available for EXPATRIATES : Office Space Coworking Meeting Rooms Vi.. Read more ,FurnishedServiced,0 beds0 baths0 Toilets
Fadeyi Shomolu Lagos,"400,000/year","  Updated 08 Jan 2023, Added 23 Nov 2022 ", FOR RENT: TO-LET NOW A neat Mini flat with parking space *@ ISAAC JOHN MOROCCO FADEYI L.. Read more ,Serviced,0 beds0 baths0 Toilets
Clara Street Oniki Sabo Yaba Lagos,"3,500,000/year","  Updated 08 Jan 2023, Added 11 Jul 2022 ", FOR RENT: Newly Built 4-bedroom Semi-detached Duplex all rooms ensuite @ ALARA STREET .. Read more ,Serviced,0 beds0 baths0 Toilets
"Lekki Peninsula Ii, Before Chevron Hq Lekki Lagos","4,000,000/year","  Updated 08 Jan 2023, Added 07 Jan 2023 ", FOR RENT: A seamless blend of urban living and modern luxury- Heirs Park is where class me.. Read more ,Serviced,3 beds3 baths4 Toilets
"57,idia Street Akowonjo Alimosho Lagos","50,000/year",  Added 08 Jan 2023 , FOR RENT: A really nice property .. Read more ,Furnished,2 beds2 baths2 Toilets
Olokonla Junction Ajah Lagos,"1,400,000/year",  Added 07 Jan 2023 , FOR RENT: Newly built 2 bedroom flat for rent in olokonla Ajah Lagos Units: 6 units P.. Read more ,Newly Built,2 beds3 baths3 Toilets
Ilaje Ajah Lagos,"2,500,000/year",  Added 07 Jan 2023 , FOR RENT: Brand new 4 bedroom detached duplex to let @ lekki scheme 2 walkable distance to.. Read more ,Newly Built,4 beds4 baths5 Toilets
Ilasan Lekki Lagos,"3,500,000/year","  Updated 07 Jan 2023, Added 23 Dec 2022 ", FOR RENT: FURNISHED 4 BEDROOM TERRACE DUPLEX FOR RENT. RENT; 3.5million LOCATION; At .. Read more ,Serviced,4 beds4 baths4 Toilets
Boet Estate Adeniyi Jones Adeniyi Jones Ikeja Lagos,"8,000,000/year",  Added 07 Jan 2023 , FOR RENT: 4 bedroom Terrace with a room bq inside a secure estate in adeniyi jones lkeja .. Read more ,,4 beds4 baths5 Toilets
Adeola Avenue Ogba Gra Ogba Lagos,"1,500,000/year",  Added 06 Jan 2023 , FOR RENT: 3 bedroom House for rent Adeola Avenue OGBA GRA Ogba Lagos.. Read more ,,3 beds3 baths3 Toilets
P And T Estate Egbeda Alimosho Lagos,"1,000,000/year",  Added 06 Jan 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent P And T Estate Egbeda Alimosho Lagos.. Read more ,,2 beds2 baths2 Toilets
Punch Estate Mangoro Ikeja Lagos,"10,000,000/year",  Added 06 Jan 2023 ," FOR RENT: For Lease... Vacant Land Measuring 7,476 sqm With 1 Bay Warehouse. Located.. Read more ",,0 beds0 baths0 Toilets
Pedro Gbagada Gbagada Lagos,"1,000,000/year",  Added 06 Jan 2023 , FOR RENT: 1 bedroom Flat / Apartment for rent Pedro Gbagada Gbagada Lagos.. Read more ,FurnishedServicedNewly Built,1 beds2 baths2 Toilets
Oniru Victoria Island Lagos,"9,000,000/year",  Added 06 Jan 2023 , FOR RENT: Fully Serviced Luxury 3BEDROOM apartment with Swimming Pool & BQ For Rent Loc.. Read more ,,0 beds0 baths0 Toilets
Chevron Alternative Lekki Lagos,"10,000,000/year",  Added 06 Jan 2023 , FOR RENT: For rent.... Fully Furnished Four (4) Bedroom Semi-Detached House with One (1).. Read more ,,4 beds0 baths0 Toilets
Opebi Ikeja Lagos,"5,400,000/year","  Updated 06 Jan 2023, Added 29 Oct 2022 ", FOR RENT: To let : A very standard spacious 94sqm open space for you which can be use as s.. Read more ,,0 beds baths Toilets
Lekki Phase 1 Lekki Lagos,"2,000,000/year","  Updated 06 Jan 2023, Added 10 Aug 2022 ", FOR RENT: Commercial Property for rent Lekki Phase 1 Lekki Lagos.. Read more ,Newly Built,0 beds0 baths0 Toilets
On The Road At Awolowo Way Awolowo Way Ikeja Lagos,"6,000,000/year","  Updated 06 Jan 2023, Added 21 Dec 2022 ", FOR RENT: TO LET : A VERY SPACIOUS 200SQM OPEN SPACE ON THE GROUND FLOOR FACING THE MAJO.. Read more ,,0 beds2 baths2 Toilets
Adeola Odeku Victoria Island Lagos,"5,000,000/year","  Updated 06 Jan 2023, Added 20 May 2022 "," FOR RENT: 3 rooms en-suite office space to let at Adeola Odeku, VI. Rent:5m SC: 2.7m Di.. Read more ",Serviced,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"6,000,000/year","  Updated 06 Jan 2023, Added 25 Nov 2022 ", FOR RENT: A Brandnew luxurious 3 bedroom fully finished apartment located in a premium loc.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"1,400,000/year","  Updated 06 Jan 2023, Added 31 Jul 2022 "," FOR RENT: One room ensuite shared apartment furnished with A/C, bed, and DSTV decoder. Jus.. Read more ",,0 beds0 baths0 Toilets
Chevron Lekki Lagos,"2,000,000/year","  Updated 06 Jan 2023, Added 23 Dec 2022 ", FOR RENT: SPACIOUS 2 BEDROOM APARTMENT FOR RENT. RENT; 2M LOCATION; CHEVRON ESTATE .. Read more ,Serviced,0 beds2 baths2 Toilets
Abule Ijesha Yaba Lagos,"500,000/year","  Updated 06 Jan 2023, Added 06 Oct 2022 ", FOR RENT: Flat / Apartment for rent Abule-Ijesha Yaba Lagos.. Read more ,FurnishedServicedNewly Built,0 beds0 baths1 Toilets
Sangotedo Ajah Lagos,"720,000/year","  Updated 06 Jan 2023, Added 22 Oct 2022 ", FOR RENT: Single shop facing the road to let Rent 720k Agency 10% Agreement 10% Caut.. Read more ,,0 beds0 baths0 Toilets
Opebi Ikeja Lagos,"30,000,000/year","  Updated 06 Jan 2023, Added 29 Oct 2022 ", FOR RENT: TO LET : AN 8 BEDROOM SPACIOUS SEMI DETACHED DUPLEX FOR YOU ON THE MAJOR ROAD AT.. Read more ,,0 beds baths Toilets
Off Oregun Ikeja Oregun Ikeja Lagos,"500,000/year","  Updated 06 Jan 2023, Added 18 May 2022 ", FOR RENT: TO LET : VERY LOVELY SPACIOUS ROOM SELF CON FOR YOU IN AN ESTATE AT OREGUN IKEJA.. Read more ,,0 beds1 baths1 Toilets
Town Planning Way Ilupeju Lagos,"500,000/year","  Updated 06 Jan 2023, Added 08 Oct 2022 ", FOR RENT: Flat / Apartment for rent Town planning way Ilupeju Lagos.. Read more ,FurnishedServicedNewly Built, beds1 baths Toilets
Pedro Gbagada Lagos,"500,000/year","  Updated 06 Jan 2023, Added 05 Aug 2022 ", FOR RENT: Flat / Apartment for rent Pedro Gbagada Lagos.. Read more ,FurnishedServicedNewly Built, beds baths Toilets
Palmgroove Shomolu Lagos,"650,000/year","  Updated 06 Jan 2023, Added 21 Dec 2022 ", FOR RENT: Flat / Apartment for rent Palmgroove Shomolu Lagos.. Read more ,FurnishedServicedNewly Built, beds baths Toilets
Gtb Gbagada Lagos,"1,000,000/year","  Updated 06 Jan 2023, Added 13 May 2022 ", FOR RENT: Flat / Apartment for rent Gtb Gbagada Lagos.. Read more ,FurnishedServicedNewly Built,0 beds2 baths2 Toilets
Oregun Estate Ikeja Oregun Ikeja Lagos,"500,000/year","  Updated 06 Jan 2023, Added 24 Oct 2022 ", FOR RENT: TO LET : A ROOM SELF CONTAIN FOR YOU IN GOOD AND SECURED ESTATE AT OREGUN IKEJA... Read more ,,0 beds1 baths1 Toilets
Lekki Lagos,"8,000,000/year","  Updated 06 Jan 2023, Added 26 Dec 2022 ", FOR RENT: 4 bedroom House for rent Lekki Lagos.. Read more ,,4 beds5 baths5 Toilets
Pedro Phase 1 Gbagada Lagos,"600,000/year","  Updated 06 Jan 2023, Added 20 Dec 2022 ", FOR RENT: Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos.. Read more ,FurnishedServicedNewly Built, beds baths Toilets
Lekki Phase 1 Lekki Lagos,"2,700,000/year","  Updated 06 Jan 2023, Added 13 May 2022 ", FOR RENT: serviced 1bedroom flat with guest toilet rent 2.7m sc 1.95k agency 10% legal 5%.. Read more ,Serviced,0 beds0 baths0 Toilets
Palmgroove Shomolu Lagos,"500,000/year","  Updated 06 Jan 2023, Added 24 Oct 2022 ", FOR RENT: Flat / Apartment for rent Off Apata Palmgroove Shomolu Lagos.. Read more ,FurnishedServicedNewly Built,0 beds0 baths1 Toilets
Olokonla Ajah Lagos,"1,500,000/year","  Updated 06 Jan 2023, Added 10 Aug 2022 ", FOR RENT: House for rent Olokonla Ajah Lagos.. Read more ,ServicedNewly Built,0 beds0 baths0 Toilets
Phase 1 Gbagada Lagos,"400,000/year","  Updated 06 Jan 2023, Added 05 May 2022 ", FOR RENT: Flat / Apartment for rent Phase 1 Gbagada Lagos.. Read more ,FurnishedNewly Built,0 beds0 baths0 Toilets
Soluyi Gbagada Lagos,"1,500,000/year","  Updated 06 Jan 2023, Added 21 Dec 2022 ", FOR RENT: 2 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos.. Read more ,FurnishedServicedNewly Built,2 beds2 baths3 Toilets
Ikoyi Lagos,"900,000,000","  Updated 20 Feb 2023, Added 18 Sep 2022 "," FOR SALE: FULLY AUTOMATED 5 BEDROOM FULLY DETACHED HOUSE WITH ELEVATOR, CINEMA, GYM AND SW.. Read more",Newly Built,5 beds5 baths6 Toilets
Orchid Lekki Lagos,"3,000,000/year","  Updated 06 Jan 2023, Added 05 Jan 2023 ", FOR RENT: 4 bedroom House for rent Orchid Lekki Lagos.. Read more ,,4 beds4 baths5 Toilets
Aguda Surulere Lagos,"2,500,000/year","  Updated 06 Jan 2023, Added 17 Dec 2022 ", FOR RENT: *TO LET A SPECTACULAR NEWLY RENOVATED LUVLY 2BEDROOM FLAT UPSTAIRS ALL ROOMS .. Read more ,FurnishedServicedNewly Built,2 beds2 baths3 Toilets
Ikota Villa Estate Ikota Lekki Lagos,"5,000,000/year","  Updated 06 Jan 2023, Added 24 Nov 2022 ", FOR RENT: 4 bedroom House for rent Ikota Villa Estate Ikota Lekki Lagos.. Read more ,Newly Built,4 beds4 baths5 Toilets
