Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Banana Island Ikoyi Lagos,"13,000,000/year","  Updated 03 Feb 2023, Added 19 Jul 2022 ", FOR RENT: Luxury furnished 2 bedroom apartments in banana island Facilities include: .. Read more ,,0 beds0 baths0 Toilets
Mojisola Onikoyi Estate Ikoyi Lagos,"18,000,000/year","  Updated 03 Feb 2023, Added 22 Dec 2022 ", FOR RENT: Lovely 5bed terrace duplex in ikoyi N18m.. Read more ,Newly Built,5 beds0 baths0 Toilets
Off Admiralty Road Lekki Lagos,"3,000,000/year","  Updated 03 Feb 2023, Added 27 Jan 2023 ", FOR RENT: *LOVELY 2 BEDROOM APT AVAILABLE TO LET GROUND FLOOR (serviced) LOCATION: in L.. Read more ,,2 beds3 baths3 Toilets
Alagomeji Yaba Lagos,"2,780,000/year","  Updated 03 Feb 2023, Added 07 Jan 2023 "," FOR RENT: An office space around alagomeji 135sqmt open space, serviced.. Rent: .. Read more ",,0 beds0 baths0 Toilets
Ever Care Hospital Lekki Phase 1 Lekki Lagos,"110,000/sqm","  Updated 03 Feb 2023, Added 22 Aug 2022 ", FOR RENT: Sweet and very beautiful shop and office space available close to Ever Care hosp.. Read more ,Serviced,0 beds2 baths2 Toilets
Ado Road Ado Ajah Lagos,"800,000/year","  Updated 03 Feb 2023, Added 11 Dec 2022 ", FOR RENT: Lovely mini flat in a beautiful compound in a secured Estate with constant light.. Read more ,Serviced,0 beds0 baths0 Toilets
Shomolu Lagos,"1,100,000/year","  Updated 03 Feb 2023, Added 17 Jan 2023 ", FOR RENT: *LETTING MINI 2-BEDROOM FLAT AT SOJI OSHODI STR. FAMOUS BUS STOP PEDRO. AL.. Read more ,,2 beds0 baths0 Toilets
Pako Axis Akoka Yaba Lagos,"1,500,000/year","  Updated 03 Feb 2023, Added 23 Jan 2023 "," FOR RENT: STANDARD TWO BEDROOM AT AKOKA OLAREWAJU STREET,OFF PAKO BUS STOP,WITH ALL ROOMS .. Read more ",,2 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"9,000,000/year","  Updated 03 Feb 2023, Added 11 Jan 2023 ", FOR RENT: TO LET!!! Furnished 3-bedroom all en-suite flat on 3floors. An attached ante-.. Read more ,FurnishedServiced,3 beds0 baths0 Toilets
Abule Ijesha Yaba Lagos,"500,000/year","  Updated 03 Feb 2023, Added 18 Jan 2023 "," FOR RENT: STANDARD ROOM SELF CONTAIN AT YABA LAGOS STATE WITH POP, SCREEDED WALL, CAR PARK.. Read more ",,0 beds0 baths0 Toilets
Western Avenue Surulere Lagos,"3,500,000/year","  Updated 03 Feb 2023, Added 13 Jan 2023 "," FOR RENT: To let: 5 bedrooms Terrace on 2 floors within Collindale Estate, Iyun Street .. Read more ",,5 beds0 baths0 Toilets
Omole Phase 1 Ojodu Lagos,"1,700,000/year","  Updated 03 Feb 2023, Added 26 Jul 2022 "," FOR RENT: Lovely spacious renovated 3bedroom flat, All room ensulte Upstairs Price:1.7.. Read more ",,0 beds0 baths0 Toilets
Ago Palace Okota Lagos,"1,900,000/year","  Updated 03 Feb 2023, Added 30 Jun 2022 ", FOR RENT: LETTING Machine 3bedroom at greenfield estate. Just 4 tenants Upstairs POP.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"20,000,000/year","  Updated 03 Feb 2023, Added 27 Dec 2022 ", FOR RENT: TO LET AT LEKKI PHASE 1 Newly built 5-bedroom semi Detached Duplex with fitte.. Read more ,Newly Built,5 beds0 baths0 Toilets
Ado Ajah Lagos,"700,000/year","  Updated 03 Feb 2023, Added 12 Jan 2023 "," FOR RENT: Clean, sharp, interlocked, and fenced compound. The apartment features lovely fr.. Read more ",,2 beds2 baths2 Toilets
Phase 2 Gbagada Lagos,"3,000,000/year","  Updated 03 Feb 2023, Added 02 Feb 2023 ", FOR RENT: * Currently Still available* Most go this week.. *Inspections 10am today Tue.. Read more ,,3 beds0 baths0 Toilets
Victoria Island Lagos,"10,000,000/year","  Updated 03 Feb 2023, Added 26 Sep 2022 ", FOR RENT: TO LET/LEASE AVAILABLE 2-bedroom fully furnished and serviced flat off Adeol.. Read more ,FurnishedServiced,0 beds0 baths0 Toilets
Directly On Opebi Rd Opebi Ikeja Lagos,"4,000,000/year","  Updated 03 Feb 2023, Added 29 Sep 2022 ", FOR RENT: TO LET: Open Space for Office & (others kind of Commerical use. *(128SQM)* .. Read more ,, beds1 baths1 Toilets
Ikate Lekki Lagos,"3,500,000/year","  Updated 03 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Description: Newly built luxury 2 bedrooms apartment with a very large living.. Read more ,ServicedNewly Built,2 beds0 baths0 Toilets
Mende Maryland Lagos,"5,000,000/year","  Updated 03 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Newly built and lovely 4 bedroom terrace with a room bq in green land estate Men.. Read more ,,4 beds0 baths0 Toilets
Victoria Island Lagos,"7,000,000/year","  Updated 03 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Victoria Island Furnished 3 bedroom Rent - 7M Sc - 3.5M Diesel & power - 5.5.. Read more ,FurnishedServicedNewly Built,3 beds0 baths0 Toilets
"Facing Directly On Bank Anthony Way, I Mobolaji Bank Anthony Way Ikeja Lagos","7,000,000/year","  Updated 03 Feb 2023, Added 20 Nov 2022 ", FOR RENT: AVAILABLE FOR LEASE A PLOT OF LAND ABOUT 700M² FENCED DIRECTLY ON BANK ANTHO.. Read more ,,0 beds0 baths0 Toilets
Off Admiralty Way Lekki Phase 1 Lekki Lagos,"13,000,000/year","  Updated 03 Feb 2023, Added 17 May 2022 ", FOR RENT: 5 bedroom semi-detached duplex with 2 room bq Location good for both Residentia.. Read more ,,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"13,000,000/year","  Updated 03 Feb 2023, Added 26 Jan 2023 ", FOR RENT: *2 Bedroom Furnished Apartments with a waterfront Pool and Gym Amenities:- Fu.. Read more ,FurnishedServicedNewly Built,2 beds0 baths0 Toilets
Okota Lagos,"1,000,000/year","  Updated 03 Feb 2023, Added 20 Jun 2022 ", FOR RENT: Renovated 2 Bedroom Apartment upstairs All Rooms En Suit Cannal Estate 1m.. Read more ,,0 beds0 baths0 Toilets
Adeola Odeku Victoria Island Lagos,"20,000,000/year","  Updated 03 Feb 2023, Added 29 Jan 2023 ", FOR RENT: *FOR RENT* *VICTORIA ISLAND* *SUPER LUXURY TWO(2)BEDROOM & THREE(3)bedroom A.. Read more ,ServicedNewly Built,3 beds0 baths0 Toilets
Allen Avenue Ikeja Lagos,"3,000,000/year","  Updated 03 Feb 2023, Added 18 Jan 2023 "," FOR RENT: To let A newly built 3 Bedroom flat (Ground floor), all-room ensuite with visit.. Read more ",Newly Built,3 beds0 baths0 Toilets
Oral Estate Lekki Lagos,"7,500,000/year","  Updated 03 Feb 2023, Added 18 Dec 2022 "," FOR RENT: 4bedroom Semi Detached Duplex (Fully Furnished) Location: Angel's Curt, Oral .. Read more ",FurnishedServicedNewly Built,4 beds0 baths0 Toilets
Chevron Lekki Lagos,"7,000,000/year","  Updated 03 Feb 2023, Added 18 Jan 2023 ", FOR RENT: *FOR RENT *Brand new spacious (5) bedroom fully detached duplex with (2) room.. Read more ,Newly Built,5 beds0 baths0 Toilets
Onipede Lawanson Surulere Lagos,"1,500,000/year","  Updated 03 Feb 2023, Added 29 Dec 2022 ", FOR RENT: FOR LETTING!! We have 3 Bedroom in a well fenced and gated compound in a We.. Read more ,Serviced,3 beds3 baths4 Toilets
Aguda Surulere Lagos,"1,800,000/year","  Updated 03 Feb 2023, Added 26 Jan 2023 ", FOR RENT: TOLET. BACK TO D MARKET CLIENT RELOCATING OUT OF D COUNTRY. FOR YOUR DIREC.. Read more ,,2 beds0 baths0 Toilets
Off Pedro Road Shomolu Lagos,"1,000,000/year","  Updated 03 Feb 2023, Added 25 Jan 2023 ", FOR RENT: AS EDEY HOT LETTING Executive Mini flat upstairs with two toilets and a fitt.. Read more ,Newly Built,1 beds2 baths0 Toilets
Oshodi Apapa Expressway Oshodi Lagos,"30,000,000/year","  Updated 03 Feb 2023, Added 19 May 2022 "," FOR RENT: To let/ lease 6000m2 land, concreted with a block of offices, security gate, fen.. Read more ",,0 beds0 baths0 Toilets
Amuwo Odofin Lagos,"1,500,000/year","  Updated 03 Feb 2023, Added 19 Jul 2022 ", FOR RENT: 2bedroom flat at Lakeview estate amwuo odofin 1.5m.. Read more ,,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"22,000,000/year","  Updated 03 Feb 2023, Added 14 Jan 2023 ", FOR RENT: *AVAILABLE FOR LEASE IN BANANA ISLAND 8 Units of 4 Bedroom Terrace. Rent: .. Read more ,ServicedNewly Built,4 beds0 baths0 Toilets
Off Durosinmi Etti Lekki Lagos,"10,000,000/year","  Updated 03 Feb 2023, Added 13 Jan 2023 "," FOR RENT: Modern, lovely, beautiful, 5 bedroom fully detached house with 2 rooms bq in Lek.. Read more ",Newly Built,5 beds6 baths6 Toilets
Banana Island Ikoyi Lagos,"17,000,000/year","  Updated 03 Feb 2023, Added 11 Jan 2023 ", FOR RENT: *LETTING IN BANANA ISLAND 3 bedroom duplex with BQ. Comes with furniture. .. Read more ,,3 beds0 baths0 Toilets
Old Ikoyi Ikoyi Lagos,"35,000,000/year","  Updated 03 Feb 2023, Added 25 Jan 2023 ", FOR RENT: For lease in Ikoyi along Falomo close off Queen's Drive. Purpose-built bungalo.. Read more ,,4 beds0 baths0 Toilets
Nicon Town Ikate Lekki Lagos,"20,000,000/year","  Updated 03 Feb 2023, Added 21 Dec 2022 ", FOR RENT: 5bed fully detached duplex inside Nicon town estate rent 20m 2 years SC 600k .. Read more ,,5 beds0 baths0 Toilets
Alagomeji Yaba Lagos,"4,500,000/year","  Updated 03 Feb 2023, Added 29 Jan 2023 ", FOR RENT: *To Let* In Alagomeji Yaba Fully Detached 5bedroom Duplex With Massive Compoun.. Read more ,,5 beds0 baths0 Toilets
Badore Road Ado Ajah Lagos,"400,000/year","  Updated 03 Feb 2023, Added 11 Dec 2022 ", FOR RENT: Newly refurbished roomself contained in a very clean and sharp and secured locat.. Read more ,ServicedNewly Built, beds baths Toilets
Jakande Lekki Lagos,"6,500,000/year","  Updated 03 Feb 2023, Added 18 Dec 2022 ", FOR RENT: Size of unit - *3BEDROOM FULLY FURNISHED APARTMENT* Location: Block 2 House K.. Read more ,FurnishedServiced,0 beds0 baths0 Toilets
Shomolu Lagos,"900,000/year","  Updated 03 Feb 2023, Added 30 Jan 2023 "," FOR RENT: A Lovely, and Clean Mini flat, Upstairs, 2 toilets and 2 baths, Prepaid Meter,.. Read more ",,1 beds0 baths0 Toilets
Ikorodu Road(ilupeju) Ilupeju Lagos,"2,800,000/year","  Updated 03 Feb 2023, Added 17 Jan 2023 ", FOR RENT: *TO LET A unique and standard 4 bedroom terrace duplex all rooms ensuite with e.. Read more ,,4 beds0 baths0 Toilets
Iwaya Yaba Lagos,"4,000,000/year","  Updated 03 Feb 2023, Added 17 Dec 2022 "," FOR RENT: An Executive 4bd Fully Detached! Duplex + Rm Bq @ Onike-Iwaya, Yaba, Lagos, very.. Read more ",,4 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"10,000,000/year","  Updated 03 Feb 2023, Added 14 Jan 2023 ", FOR RENT: Letting Newly built 4 bedroom terrace duplex with boys quarters for lease Off.. Read more ,ServicedNewly Built,4 beds0 baths0 Toilets
Iponri Surulere Lagos,"3,000,000/year","  Updated 03 Feb 2023, Added 10 Jan 2023 "," FOR RENT: Just Out 3-bedroom Duplex with a room bq. Location: OLALEYE NEW TOWN, off.. Read more ",,3 beds0 baths0 Toilets
Ikeja Gra Ikeja Lagos,"3,000,000/year","  Updated 03 Feb 2023, Added 29 Jan 2023 ", FOR RENT: Luxury mini flat in ikeja GRA annual rent 3m.. Read more ,Newly Built,1 beds0 baths0 Toilets
Ifako Gbagada Gbagada Lagos,"900,000/year","  Updated 03 Feb 2023, Added 27 Jan 2023 ", FOR RENT: GBAGADA LETTING Very nice and spacious Newly built mini flat at ifako gbaga.. Read more ,,1 beds0 baths0 Toilets
Lekki Lagos,"370,000,000/year","  Updated 03 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Tastefully built 5 bedroom detached house with 3 rooms BQ and swimming pool on 5.. Read more ,,5 beds0 baths0 Toilets
Bode Thomas Surulere Lagos,"2,000,000/year","  Updated 03 Feb 2023, Added 24 Jan 2023 ", FOR RENT: TOLET. AN EXCELLENT AND SUPERB NEWLY BUILT 3UNITS OF 2BEDROOM FLAT UP AND DOW.. Read more ,,1 beds0 baths0 Toilets
Bourdillon Ikoyi Lagos,"180,000,000/year","  Updated 03 Feb 2023, Added 11 Jan 2023 "," FOR RENT: *_4 - FLOOR OFFICE COMPLEX_ *_Along Bourdiillon Road, Ikoyi_ *_ONLY F.. Read more ",,0 beds0 baths0 Toilets
"@ Fola Osibo, Lekki Phase 1 Lekki Lagos","30,000,000/year","  Updated 03 Feb 2023, Added 24 Jul 2022 "," FOR RENT: For Lease: 5 Units of 3 Bedroom Flat @ Lekki PH1, Lagos 5 units of 3 bedroom.. Read more ",,0 beds0 baths0 Toilets
Osapa London Lekki Lagos,"6,000,000/year","  Updated 03 Feb 2023, Added 29 Jan 2023 ", FOR RENT: Fully Detached 4 bedroom duplex for rent at osapa london off lekki epe express r.. Read more ,Serviced,4 beds0 baths0 Toilets
Off Allen Avenue Allen Avenue Ikeja Lagos,"20,000,000/year","  Updated 03 Feb 2023, Added 27 Jun 2022 "," FOR RENT: HOTEL FOR SALE OR LEASE OFF ALLEN AVENUE, IKEJA A Nicely built fully air-cond.. Read more ",,0 beds0 baths0 Toilets
Chevron Lekki Lagos,"6,000,000/year","  Updated 03 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Luxury 4 bedroom terrace duplex in chevy view 6m.. Read more ,Newly Built,4 beds0 baths0 Toilets
Millenuim Ups Gbagada Lagos,"3,500,000/year","  Updated 03 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Newly built 3 bed room flat on two floors in millennium estate Gbagada 3.5m.. Read more ,,3 beds0 baths0 Toilets
"Directly On Opebi Road, Ikeja, Lagos Opebi Ikeja Lagos","30,000,000/year","  Updated 03 Feb 2023, Added 26 May 2022 ", FOR RENT: *FOR LEASE:* *Semi-Direct Brief:* A very massive structure comprising: .. Read more ,, beds baths Toilets
Close To Ado Round About Badore Ajah Lagos,"1,000,000/year","  Updated 03 Feb 2023, Added 07 Jan 2023 "," FOR RENT: A lovely, beautiful and lovely 2 bedroom flat In a clean and nice compound. F.. Read more ",Serviced,2 beds3 baths3 Toilets
Old Ikoyi Ikoyi Lagos,"15,000,000/year","  Updated 03 Feb 2023, Added 19 Jul 2022 ", FOR RENT: 3bedroom luxury apartment available for lease off Lateef Jakande road IKoyi. .. Read more ,Newly Built,0 beds0 baths0 Toilets
Ago Palace Okota Lagos,"1,300,000/year","  Updated 03 Feb 2023, Added 03 Jun 2022 "," FOR RENT: Extravagantly finished 2 bedroom apartment at hossanah estate, upstairs, ensuit.. Read more ",,0 beds0 baths0 Toilets
Akoka Yaba Lagos,"800,000/year","  Updated 03 Feb 2023, Added 10 Jun 2022 "," FOR RENT: Inverter A/C, 3 different lightings, the standard wooden kitchen cabinet, bed.. Read more ",ServicedNewly Built,0 beds0 baths0 Toilets
Ago Palace Okota Lagos,"850,000/year","  Updated 03 Feb 2023, Added 14 Jun 2022 ", FOR RENT: Mini flat at Greenfield estate off ago palace way okota good road network 850k.. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"3,000,000/year","  Updated 03 Feb 2023, Added 15 Jan 2023 ", FOR RENT: *FLATS TO LET IN MAGODO ESTATE PHASE TWO • *Newly Built 3-bedroom flat at Mag.. Read more ,Newly Built,2 beds0 baths0 Toilets
Off Ago Palace Okota Lagos,"900,000","  Updated 03 Feb 2023, Added 04 May 2022 "," FOR RENT: TO LET IN AGO PALACE WAY Brand new 3 bedroom flat & mini flats, comes with pr.. Read more ",,0 beds0 baths0 Toilets
Privodus Estate Vgc Lekki Lagos,"4,000,000/year","  Updated 03 Feb 2023, Added 13 Dec 2022 "," FOR RENT: I have at Providus estate, just behind North West filling station, close to VGC... Read more ",Newly Built,4 beds0 baths0 Toilets
Ago Palace Okota Lagos,"800,000/year","  Updated 03 Feb 2023, Added 30 Jun 2022 ", FOR RENT: Mini flat at Greenfield off ago palace way okota 800k.. Read more ,,0 beds0 baths0 Toilets
Ikoyi S.w Ikoyi Lagos,"25,000,000/year","  Updated 03 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Description: 5 bedroom semi-detached house for lease at off Awolowo Road Southwe.. Read more ,,5 beds0 baths0 Toilets
Oworonshoki Gbagada Lagos,"1,200,000/year","  Updated 03 Feb 2023, Added 13 Jan 2023 ", FOR RENT: 2 bedroom flat at Oworoshoki Newly completed all room ensuite. N1.2m Arowol.. Read more ,,2 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"14,000,000/year","  Updated 03 Feb 2023, Added 21 Jan 2023 ", FOR RENT: ***Direct Brief*** FOR LEASE: Description: 4 bedroom terrace for with one .. Read more ,,4 beds0 baths0 Toilets
Badore Ajah Lagos,"1,100,000/year","  Updated 03 Feb 2023, Added 27 Jan 2023 "," FOR RENT: Room and Parlor duplex Features: Terrace, Pop, wardrobe, open kitchen plan, gue.. Read more ",,1 beds2 baths2 Toilets
Off Ago Palace Okota Lagos,"850,000/year","  Updated 03 Feb 2023, Added 20 Jun 2022 ", FOR RENT: 2 bedroom apartment Upstairs Cannal Estate 850 off ago palace way okota.. Read more ,,0 beds0 baths0 Toilets
Old Ikoyi Ikoyi Lagos,"25,000,000/year","  Updated 03 Feb 2023, Added 27 Jan 2023 ", FOR RENT: Newly Built Spacious 5 Bedroom Semi Detached House+ BQ at Shoreline Estate Ikoyi.. Read more ,Newly Built,4 beds0 baths0 Toilets
Ikoyi S.w Ikoyi Lagos,"15,000,000/year","  Updated 03 Feb 2023, Added 16 Jan 2023 ", FOR RENT: 5 bedroom fully detached duplex with 3 bq in Ademola street ikoyi south west 15m.. Read more ,,5 beds0 baths0 Toilets
Millenuim Ups Gbagada Lagos,"5,000,000/year","  Updated 03 Feb 2023, Added 07 Jan 2023 ", FOR RENT: Just out Spacious newly built 4 bedroom detached duplex with a room bq 5m in m.. Read more ,,4 beds0 baths0 Toilets
Old Ikoyi Ikoyi Lagos,"18,000,000/year","  Updated 03 Feb 2023, Added 28 Jan 2023 ", FOR RENT: *OLD IKOYI* *NEW FOUR (4)BEDROOM FULLY DETACHED DUPLEX + a room boys quarte.. Read more ,ServicedNewly Built,4 beds0 baths0 Toilets
Iwaya Yaba Lagos,"3,500,000/year","  Updated 03 Feb 2023, Added 19 Dec 2022 ", FOR RENT: Beautiful 4bedroom in yaba onike 3.5m.. Read more ,,4 beds0 baths0 Toilets
Ikate Lekki Lagos,"3,000,000/year","  Updated 03 Feb 2023, Added 18 Jan 2023 "," FOR RENT: To let 2 units of 2 bedroom flat at Ikate Elegushi, lekki Rent N3.2m uppe.. Read more ",Newly Built,2 beds0 baths0 Toilets
Ikeja Gra Ikeja Lagos,"15,000,000/year","  Updated 03 Feb 2023, Added 11 Jan 2023 ", FOR RENT: To let in Ikeja GRA. 5 bedroom fully detached duplex on 500sqm in a serene close.. Read more ,,5 beds0 baths0 Toilets
Ilasan Lekki Lagos,"3,500,000/year","  Updated 03 Feb 2023, Added 15 Jan 2023 ", FOR RENT: Beautiful 2 bedroom flat with bq self service in Ilasan 3.5m.. Read more ,Newly Built,2 beds0 baths0 Toilets
Osapa London Lekki Lagos,"3,500,000/year","  Updated 03 Feb 2023, Added 29 Jan 2023 "," FOR RENT: Newly built 3bedroom flat and maisonette in Osapa London,Lekki . Features: New.. Read more ",FurnishedServicedNewly Built,3 beds4 baths4 Toilets
Ikeja Gra Ikeja Lagos,"20,000,000/year","  Updated 03 Feb 2023, Added 02 Jan 2023 ", FOR RENT: Luxury 5bed fully detached in ikeja GRA 20m.. Read more ,,5 beds0 baths0 Toilets
Jakande Lekki Lagos,"5,000,000/year","  Updated 03 Feb 2023, Added 13 Jan 2023 ", FOR RENT: *Direct* Size of unit - 3 BEDROOM FULLY FURNISHED APARTMENT Location: Block.. Read more ,FurnishedServicedNewly Built,3 beds0 baths0 Toilets
Ago Palace Okota Lagos,"360,000/year","  Updated 03 Feb 2023, Added 02 Jun 2022 "," FOR RENT: Shops in a plaza along the road in Ago palace way First floor-360 per year, sec.. Read more ",,0 beds0 baths0 Toilets
Badore Ajah Lagos,"2,300,000/year","  Updated 03 Feb 2023, Added 27 Jan 2023 "," FOR RENT: Fully detached 4 bedroom house with bq, pop, wardrobe spacious kitchen, store, f.. Read more ",,4 beds5 baths5 Toilets
Ago Palace Okota Lagos,"1,000,000","  Updated 03 Feb 2023, Added 05 May 2022 ", FOR RENT: Newly built mini flat at green filed estate 1m off ago palace way okota way.. Read more ,,0 beds0 baths0 Toilets
Close To Ajah Badore Ajah Lagos,"13,000,000/year","  Updated 03 Feb 2023, Added 23 Aug 2022 "," FOR RENT: On the main road to Ajah,can be used for supermarket,event center,hall,school, h.. Read more ",Furnished,0 beds0 baths0 Toilets
Ago Palace Okota Lagos,"1,500,000","  Updated 03 Feb 2023, Added 04 May 2022 "," FOR RENT: TO LET IN AGO PALACE WAY Brand new 3 bedroom flat & mini flats, comes with pr.. Read more ",,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"5,500,000/year","  Updated 03 Feb 2023, Added 29 Dec 2022 "," FOR RENT: DUPLEX TO LET IN IKATE Executive 4 bedroom duplex, in a mini court, to let. .. Read more ",ServicedNewly Built,4 beds0 baths0 Toilets
"By Freedom Way, Lekki Phase 1 Lekki Phase 1 Lekki Lagos","100,000,000","  Updated 19 Feb 2023, Added 21 Oct 2022 "," FOR SALE: THE CELLO Luxury 3 Bedroom Apartments, Rooftop Lounge and Gymnasium, Elevator, .. Read more",Serviced,3 beds3 baths4 Toilets
Ado Ajah Lagos,"900,000/year","  Updated 03 Feb 2023, Added 12 Jan 2023 "," FOR RENT: Newly renovated, modern, pop-all finishing, wardrobe, spacious kitchen and lovel.. Read more ",Newly Built,2 beds3 baths3 Toilets
Ikeja Gra Ikeja Lagos,"25,000,000/year","  Updated 03 Feb 2023, Added 12 Dec 2022 ", FOR RENT: *PROPERTY FOR LEASE AT IKEJA GRA: Supermassive 5 bedroom detached house with .. Read more ,,5 beds6 baths6 Toilets
Ogudu Gra Ogudu Lagos,"6,000,000/year","  Updated 03 Feb 2023, Added 23 Dec 2022 ", FOR RENT: FOR RENT 4 BEDROOM FULLY DETACHED DUPLEX WITH ONE BQ in a very secure and ser.. Read more ,Newly Built,4 beds0 baths0 Toilets
Osborne Foreshore Estate Ikoyi Lagos,"2,500,000/year","  Updated 03 Feb 2023, Added 01 Jun 2022 "," FOR RENT: Vacant Mini-Flat in Osborne Foreshore 2 - Full Serviced - A serene, secured.. Read more ",,0 beds0 baths0 Toilets
Ifako Gbagada Gbagada Lagos,"2,000,000/year","  Updated 03 Feb 2023, Added 23 Jan 2023 ", FOR RENT: Majestic Serviced Mini Duplex With 2toilet/1bath in A Well Secured Estate 24hr.. Read more ,,1 beds0 baths0 Toilets
Ebute Metta Yaba Lagos,"2,200,000/year","  Updated 03 Feb 2023, Added 21 Jan 2023 "," FOR RENT: A Well Maintained, Decent & Spacious 4bd Flat @ Ebute Metta East, Yaba, Lagos, i.. Read more ",,4 beds0 baths0 Toilets
Soluyi Gbagada Lagos,"1,700,000/year","  Updated 03 Feb 2023, Added 28 Jan 2023 "," FOR RENT: Newly built 2 Bedroom Flat in a very serene environment, Gated and Interlocked c.. Read more ",,2 beds0 baths0 Toilets
Soluyi Gbagada Lagos,"4,500,000/year","  Updated 03 Feb 2023, Added 26 Jan 2023 "," FOR RENT: Just out Lovely clean semi-detached 4 bedroom duplex, with fitted kitchen ca.. Read more ",,4 beds0 baths0 Toilets
Ago Palace Okota Lagos,"1,500,000/year","  Updated 03 Feb 2023, Added 01 Jun 2022 "," FOR RENT: Three bedroom apartment at Greenfield estate, Ago palace, downstairs, 1.5m, nego.. Read more ",,0 beds0 baths0 Toilets
Osapa London Lekki Lagos,"3,000,000/year","  Updated 03 Feb 2023, Added 29 Jan 2023 "," FOR RENT: 3bedroom flat in a secured Estate in Osapa London, Lekki,Lagos. Features: Reno.. Read more ",Serviced,3 beds0 baths0 Toilets
Parkview Estate Ikoyi Lagos,"12,000,000/year","  Updated 03 Feb 2023, Added 25 Jan 2023 ", FOR RENT: *Property: Newly built 4 bedroom maisonette duplex with a room bq *Location: .. Read more ,,0 beds0 baths0 Toilets
Folagoro Shomolu Lagos,"1,000,000/year","  Updated 03 Feb 2023, Added 21 Dec 2022 ", FOR RENT: Lovely mini flat off folagoro with pop gated street with security car park rent .. Read more ,Newly Built,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"9,000,000/year","  Updated 03 Feb 2023, Added 11 Jan 2023 "," FOR RENT: For rent Furnished 3 bedroom Apartment. Location- Banana Island , Ikoyi. .. Read more ",,3 beds0 baths0 Toilets
"Facing Directly College Rd, Ogba Ikeja, Lagos Ifako Ogba Ogba Lagos","30,000,000/year","  Updated 03 Feb 2023, Added 26 Jul 2022 "," FOR RENT: *FOR SALE / LEASE: Newly Built Open Space, with POP & others suitable fitting.. Read more ",Newly Built, beds baths8 Toilets
"Directly On Opebi Road, Opebi Ikeja Lagos","3,000,000/year","  Updated 03 Feb 2023, Added 18 Oct 2022 "," FOR RENT: TO LET: A Very Big Shop / Showroom Directly on Opebi Road, Ikeja, Lagos. R.. Read more ",,0 beds1 baths1 Toilets
Alagomeji Yaba Lagos,"2,300,000/year","  Updated 03 Feb 2023, Added 25 Jan 2023 ", FOR RENT: To Let In Alagomeji Yaba Very Spacious 3 bedroom Flat First Floor With Ample Pa.. Read more ,,3 beds0 baths0 Toilets
Ikeja Gra Ikeja Lagos,"5,000,000/year","  Updated 03 Feb 2023, Added 29 Jan 2023 ", FOR RENT: Service 2 bedroom flat in ikeja GRA annual rent 5m service charge 1.5m.. Read more ,Newly Built,2 beds0 baths0 Toilets
Ikeja Gra Ikeja Lagos,"25,000,000/year","  Updated 03 Feb 2023, Added 07 Sep 2022 ", FOR RENT: To let in Ikeja Gra Just out a well maintained 10bedroom fully detached duple.. Read more ,, beds0 baths0 Toilets
Lekki Express Way Lekki Phase 1 Lekki Lagos,"35,000,000/year","  Updated 03 Feb 2023, Added 15 Oct 2022 ", FOR RENT: PRICE UPDATE *for sale/Lease* DESCRIPTION: A strategic land measuring appr.. Read more ,,0 beds0 baths0 Toilets
Millenuim Ups Gbagada Lagos,"3,500,000/year","  Updated 03 Feb 2023, Added 07 Jan 2023 ", FOR RENT: Just out 3 bedroom flat all rooms ensuit plus guest toilet 3.5m negotiable .. Read more ,,3 beds0 baths0 Toilets
Ago Palace Okota Lagos,"1,100,000/year","  Updated 03 Feb 2023, Added 14 Jun 2022 "," FOR RENT: Newly built 2 bedroom apartment, ensuite with visitors, upstairs 1.1m, downstair.. Read more ",,0 beds0 baths0 Toilets
Greenville Estate Badore Ajah Lagos,"800,000/year","  Updated 03 Feb 2023, Added 05 Jan 2023 "," FOR RENT: Newly built, tastefully, and beautifully finished Mini Flats in Greenville Estat.. Read more ",Newly Built,0 beds2 baths2 Toilets
Ikate Lekki Lagos,"4,000,000/year","  Updated 03 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Luxury 2 bedroom flat in ikate 4m.. Read more ,ServicedNewly Built,2 beds0 baths0 Toilets
