Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Mende Maryland Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 27 Jan 2023 ", FOR RENT: JUST OUT FOR RENT AT GREEN LAND ESTATE MENDE MARYLAND NEWLY BUILT SEMI-DETACH.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Lekki Phase 1 Lekki Lagos,"13,000,000/year","  Updated 07 Feb 2023, Added 24 Nov 2022 ", FOR RENT: 4 bedroom House for rent Lekki Lekki Phase 1 Lekki Lagos.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Osapa London Lekki Lagos,"700,000","  Updated 07 Feb 2023, Added 28 Jan 2023 ", FOR RENT: Very spacious one room self contain shared apartment.. Read more ,,1 beds1 baths1 Toilets
Mobile Road Ilaje Ajah Lagos,"1,100,000/year","  Updated 07 Feb 2023, Added 04 Jul 2022 ", FOR RENT: House for rent Mobile Road Ilaje Ajah Lagos.. Read more ,,0 beds0 baths0 Toilets
Startime Estate Apple Junction Amuwo Odofin Lagos,"900,000/year","  Updated 07 Feb 2023, Added 29 Jan 2023 ", FOR RENT: Rent a Fantastic Mini Flat in Startime Estate Amuwo Odofin with all the faciliti.. Read more ,,1 beds1 baths2 Toilets
Sangotedo Ajah Lagos,"3,300,000/year","  Updated 07 Feb 2023, Added 30 Jan 2023 ", FOR RENT: The rent for the two middle duplex 3.3m on the left and right edges on the four.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Alatise Ibeju Lekki Lagos,"1,500,000/year","  Updated 07 Feb 2023, Added 16 Jan 2023 "," FOR RENT: 3 bedroom bungalow @ vantage court inside Richland Gardens, shapati… Rent 1.5m .. Read more ",Newly Built,3 beds4 baths4 Toilets
Abijo Ajah Lagos,"3,000,000/year","  Updated 07 Feb 2023, Added 12 Jan 2023 ", FOR RENT: in a secured estate rent 3m (slightly negotiable) Agency 10% agreement 10% .. Read more ,Newly Built,4 beds5 baths5 Toilets
Ogudu /alapere Ogudu Lagos,"900,000/year","  Updated 07 Feb 2023, Added 16 Jan 2023 "," FOR RENT: To let 2bedroom flat at ogudu/Alapere 900k,, all rooms ensuites.. Read more ",,2 beds2 baths2 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 03 Feb 2023 ", FOR RENT: 6 Bedroom duplex with BQ inside magodo phase1 Inna nice environment .. Read more ,,6 beds5 baths5 Toilets
Sangotedo Ajah Lagos,"900,000/year","  Updated 07 Feb 2023, Added 26 Jan 2023 "," FOR RENT: Newly Built 2 bedroom Flat Available at Balogun town majek, Sangotedo Rent 900.. Read more ",ServicedNewly Built,2 beds3 baths3 Toilets
Ago Palace Okota Lagos,"350,000/year","  Updated 07 Feb 2023, Added 29 Dec 2022 ", FOR RENT: Rent an Executive Room self contain in Ago Palace Okota very decent house with p.. Read more ,,0 beds1 baths1 Toilets
Agungi Lekki Lagos,"700,000/year","  Updated 07 Feb 2023, Added 05 Oct 2022 "," FOR RENT: Nice and Standard Mini Flat with Kitchen available in a Serene, Cozy and Secured.. Read more ",,0 beds0 baths0 Toilets
Sangotedo Ajah Lagos,"3,000,000/year","  Updated 07 Feb 2023, Added 22 Dec 2022 ", FOR RENT: 5BEDROOM BUNGALOW AT UNITED ESTATE RENT 3M NEGOTIABLE CLEAN COMPOUND.. Read more ,Newly Built,5 beds6 baths6 Toilets
Sangotedo Ajah Lagos,"750,000/year","  Updated 07 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Rent 750k Agency 75k Agreement 75k Caution 100k Service charge 200k.. Read more ,,2 beds2 baths3 Toilets
Parkview Estate Ikoyi Lagos,"4,000,000/year","  Updated 07 Feb 2023, Added 05 Dec 2022 ", FOR RENT: To Let 1 bedroom flat in Parkview estate IKOYI for rent at 4m asking in.. Read more ,,0 beds0 baths0 Toilets
Ologolo Lekki Lagos,"2,700,000/year","  Updated 07 Feb 2023, Added 13 Dec 2022 ", FOR RENT: 2 bedroom House for rent Ologolo Ologolo Lekki Lagos.. Read more ,Serviced,2 beds2 baths3 Toilets
Agungi Lekki Lagos,"1,600,000/year","  Updated 07 Feb 2023, Added 27 Jan 2023 ", FOR RENT: One room and palour miniflat.. Read more ,,1 beds1 baths2 Toilets
Governor's Road Ikotun Igando Lagos,"600,000/year","  Updated 07 Feb 2023, Added 14 Aug 2022 ", FOR RENT: Newly renovated 2bedrooms flat is available for letting. Good location and motor.. Read more ,,0 beds0 baths0 Toilets
Abule Ijesha Yaba Lagos,"700,000/year","  Updated 07 Feb 2023, Added 10 Oct 2022 ", FOR RENT: Excutive Newly built standard big room self contain with big kitchen and kitchen.. Read more ,Newly Built, beds baths Toilets
Ago Palace Okota Lagos,"1,000,000/year","  Updated 07 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Rent an Executive 3 Bedroom Flat in Ago Palace Okota very decent house with prep.. Read more ,,3 beds3 baths3 Toilets
Ikate Lekki Lagos,"4,000,000/year","  Updated 07 Feb 2023, Added 18 Oct 2022 ", FOR RENT: PENTHOUSE Service 2 bedroom flat + Bq Rent: 4m Service charge: 800k Dies.. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"3,400,000/year","  Updated 07 Feb 2023, Added 17 Jun 2022 ", FOR RENT: To let 4 bedroom semi-detached duplex all rooms en-suite with a bq in a shared c.. Read more ,Newly Built,0 beds0 baths0 Toilets
Eputu Ibeju Lekki Lagos,"1,300,000/year","  Updated 07 Feb 2023, Added 17 Jan 2023 "," FOR RENT: A newly built 9 unit of 2 bedroom flat @ Road 3 kajola phase 2, Ibeju Lekki, L.. Read more ",Newly Built,2 beds2 baths3 Toilets
Apple Junction Amuwo Odofin Lagos,"1,700,000/year","  Updated 07 Feb 2023, Added 30 Jan 2023 ", FOR RENT: Rent an Executive 2 Bedroom Flat in Startime Estate Amuwo Odofin with all the fa.. Read more ,,2 beds0 baths3 Toilets
Chevron Lekki Lagos,"600,000/year","  Updated 07 Feb 2023, Added 02 Feb 2023 "," FOR RENT: Furnished BQ Apartment (No Kitchen) Location: Chevron Drive, Lekki-Lagos R.. Read more ",,1 beds0 baths0 Toilets
Dolphin Estate Ikoyi Lagos,"2,300,000/year","  Updated 07 Feb 2023, Added 03 Feb 2023 "," FOR RENT: Newly built 2 Bedroom Apartment To Let @ Dolphin Estate, Ikoyi Lagos State Niger.. Read more ",,2 beds2 baths2 Toilets
Lekki Phase 1 Lekki Lagos,"3,500,000/year","  Updated 07 Feb 2023, Added 19 Dec 2022 ", FOR RENT: SMART HOUSE Penthouse Miniflat Upstairs With Big Balcony Rent-3.5m SC-500k.. Read more ,,0 beds0 baths0 Toilets
Orchid Road Lekki Lagos,"900,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: spacious room shared apartment.. Read more ,,1 beds1 baths1 Toilets
Oniru Victoria Island Lagos,"12,000,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Furnished 3 bedroom apartment Location - Oniru Rent - 12M in View Sc - 3.5M .. Read more ,,0 beds0 baths0 Toilets
Kosofe Ikosi Lagos,"2,000,000/year","  Updated 07 Feb 2023, Added 27 Jan 2023 "," FOR RENT: Executive newly built 2 bedroom flat @ off cmd road ikosi ketu, with pop finishi.. Read more ",Newly Built,2 beds3 baths3 Toilets
Lekki Phase 1 Lekki Lagos,"850,000/year","  Updated 07 Feb 2023, Added 28 Jan 2023 "," FOR RENT: A Room Self Contain, A Nice, Clean apartment, Well gated and secured compound,.. Read more ",,0 beds1 baths1 Toilets
Kofo Abayomi Victoria Island Lagos,"6,500,000/year","  Updated 07 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Lovely 3 Bedroom Serviced Apartment with well landscaped Garden To Let @ Kofo Ab.. Read more ,,3 beds3 baths4 Toilets
Awoyaya Ajah Lagos,"850,000/year","  Updated 07 Feb 2023, Added 15 Jan 2023 ", FOR RENT: 2 Bedroom Flat for Rent Rent 850k Agency 85k Legal 85k Caution 85k.. Read more ,Newly Built,2 beds2 baths3 Toilets
Thomas Estate Ajah Lagos,"4,500,000/year","  Updated 07 Feb 2023, Added 28 Jan 2023 ", FOR RENT: Tastefully well finished *newly built *4 Bedroom detached duplex with room Bq AV.. Read more ,Newly Built,4 beds5 baths5 Toilets
Surulere Lagos,"1,200,000","  Updated 07 Feb 2023, Added 05 May 2022 ", FOR RENT: Lovely 2bedroom flat with master prepaid meter at off Babs animashaun road surul.. Read more ,,0 beds0 baths0 Toilets
Ogba Lagos,"25,000/year","  Updated 07 Feb 2023, Added 01 Feb 2023 "," FOR RENT: *Warehouse for Lease* 31-1-2023 Ogba ikeja 23,260ft2 .. Read more ",,0 beds0 baths0 Toilets
Ajah Lagos,"300,000,000","  Updated 19 Feb 2023, Added 09 Feb 2023 "," FOR SALE: FOR SALE: Cozy 5 Bedroom Detached Duplex with Swimming Pool, Gym, Laundry Room, .. Read more",Newly Built,5 beds7 baths8 Toilets
Ifako Gbagada Gbagada Lagos,"1,300,000/year","  Updated 07 Feb 2023, Added 02 Oct 2022 ", FOR RENT: **Fresh Letting *Talking to mandate 2 units of executive mini flat(1 fully vac.. Read more ,Newly Built,0 beds0 baths0 Toilets
Agidingbi Ikeja Lagos,"2,500,000/year","  Updated 07 Feb 2023, Added 06 Jan 2023 ", FOR RENT: PROPERTY TO LET IN OFF AGIDINGBI INSIDE A CLOSE IKEJA LAGOS. 3 Bedroom Semi .. Read more ,Newly Built,0 beds0 baths0 Toilets
Idado Lekki Lagos,"900,000","  Updated 07 Feb 2023, Added 22 Jul 2022 "," FOR RENT: A Room Self Contain (A Shared Kitchen) A clean, nice, spacious, standard apa.. Read more ",,0 beds1 baths1 Toilets
Ikeja Lagos,"1,300,000/year","  Updated 07 Feb 2023, Added 22 Dec 2022 ", FOR RENT: Sharp new Miniflat for 1.3m and 2br for 2m at anifowoshe Ikeja close to under br.. Read more ,Newly Built,0 beds0 baths0 Toilets
Chevron Lekki Lagos,"3,000,000/year","  Updated 07 Feb 2023, Added 03 Feb 2023 "," FOR RENT: URGENT LETTING 3 bedroom flat with a room BQ @ Chevy View estate, Off Chevron.. Read more ",,3 beds3 baths4 Toilets
Ikate Lekki Lagos,"5,500,000/year","  Updated 07 Feb 2023, Added 08 Jul 2022 "," FOR RENT: FOR LEASE AT RICHMOND GATE ESTATE, IKATE. 3-BEDROOM AVAILABLE FOR RENT. LO.. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"5,200,000/year","  Updated 07 Feb 2023, Added 09 Jan 2023 ", FOR RENT: To Let: Serviced 2 bedroom Penthouse with bq and Large Balcony. Location: Lek.. Read more ,Serviced,2 beds0 baths3 Toilets
Oniru Victoria Island Lagos,"12,000,000/year","  Updated 07 Feb 2023, Added 06 Dec 2022 ", FOR RENT: To LET 4 bedroom fully furnished Detached Duplex Price - N12M . Agency-10%.. Read more ,,0 beds0 baths0 Toilets
Oyadiran Sabo Yaba Lagos,"1,300,000/year","  Updated 07 Feb 2023, Added 02 Feb 2023 "," FOR RENT: Well Built Spacious Bungalow Flat having just three units in all, with quality f.. Read more ",Newly Built,2 beds2 baths3 Toilets
Banana Island Ikoyi Lagos,"13,000,000/year","  Updated 07 Feb 2023, Added 30 Nov 2022 ", FOR RENT: For rent: Fully Serviced 3 Bedroom apartment with a bq Location: Banana Isl.. Read more ,,0 beds0 baths0 Toilets
Oniru Victoria Island Extension Victoria Island Lagos,"10,000,000/year","  Updated 07 Feb 2023, Added 08 Jan 2023 ", FOR RENT: FOR RENT BRAND NEW FOUR-BEDROOM TERRACE DUPLEX WITH BQ AT ONIRU VICTORIA I.. Read more ,,4 beds4 baths5 Toilets
Sangotedo Ajah Lagos,"1,400,000/year","  Updated 07 Feb 2023, Added 20 Jan 2023 ", FOR RENT: *Rent Alert 2 bedroom apartment with separate stairway and meter ( upfloor) .. Read more ,,2 beds2 baths3 Toilets
Chevron Lekki Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 26 Jan 2023 "," FOR RENT: NEWLY RENOVATED 4 BEDROOM TERRACE AVAILABLE NOW FOR RENT!!! A spacious, 4-bed.. Read more ",,0 beds0 baths0 Toilets
Ikoyi Lagos,"25,000,000/year","  Updated 07 Feb 2023, Added 27 Jul 2022 ", FOR RENT: TO LET OR FOR SALE 5 bedroom detached luxury house in a Serviced residential .. Read more ,,0 beds0 baths0 Toilets
Navy Town Satellite Town Amuwo Odofin Lagos,"1,500,000/year","  Updated 07 Feb 2023, Added 06 Aug 2022 ", FOR RENT: Rent an Executive 5 bedroom bungalow in satellite town Amuwo Odofin with all roo.. Read more ,, beds baths Toilets
Ikate Lekki Lagos,"3,200,000/year","  Updated 07 Feb 2023, Added 20 Oct 2022 "," FOR RENT: Three bedrooms without BQ on the 6th floor in Prime water Gardens, Ikate for ren.. Read more ",,0 beds0 baths0 Toilets
Orchid Road Lekki Lagos,"1,300,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Master's bedroom shared apartment.. Read more ,,1 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 05 Jan 2023 ", FOR RENT: 5k refundable inspection fees .. Read more ,,4 beds0 baths0 Toilets
Sangotedo Ajah Lagos,"1,400,000/year","  Updated 07 Feb 2023, Added 01 Feb 2023 ", FOR RENT: rent 1.4m upstairs Agency 100k Agreement 100k Refundable Deposit 100k Servic.. Read more ,Newly Built,2 beds3 baths3 Toilets
"Oduduwa Crescent, Ikeja Gra Ikeja Lagos","20,000,000/year","  Updated 07 Feb 2023, Added 15 Dec 2022 ", FOR RENT: Newly Built 5 Units 2-Bedroom Flats with a Bq (Cooperate Letting) Rent: N20.. Read more ,Newly Built,2 beds0 baths0 Toilets
Ikota Lekki Lagos,"85,000,000","  Updated 19 Feb 2023, Added 07 Sep 2022 ", FOR SALE: Features: - All Rooms Ensuite - Spacious Compound - Fitted Kitchen - Stampe.. Read more,,4 beds4 baths4 Toilets
Ologolo Lekki Lagos,"2,700,000/year","  Updated 07 Feb 2023, Added 09 Jan 2023 ", FOR RENT: FOR RENT This exquisitely finished block of 2 BEDROOM APARTMENT is located in.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Sangotedo Ajah Lagos,"800,000/year","  Updated 07 Feb 2023, Added 31 Jan 2023 "," FOR RENT: Very Spacious, Clean and Comfortable MINI FLAT UPSTAIRS available TO LET. Loc.. Read more ",Newly Built,1 beds2 baths2 Toilets
Olowora Ojodu Lagos,"900,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Easy to access Motorable road Reserved neighborhood Sizeable apartment .. Read more ,,1 beds1 baths2 Toilets
Ologolo Lekki Lagos,"3,000,000/year","  Updated 07 Feb 2023, Added 17 Jan 2023 ", FOR RENT: Nice and Standard Service 2 Bedroom Flat with Visitors Toilet and Spacious Kitch.. Read more ,,2 beds2 baths3 Toilets
Lekki Lagos,"2,500,000/year","  Updated 07 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Very spacious newly built 2 bedroom Flat.. Read more ,,2 beds3 baths3 Toilets
Shapati Bogije Sangotedo Lagos,"900,000/year","  Updated 07 Feb 2023, Added 02 Feb 2023 "," FOR RENT: *EXQUISITELY FINISHED 3 BEDROOM FLAT TO LET* *Location IGBOJIA SHAPATI, Ibeju.. Read more ",FurnishedNewly Built,3 beds3 baths4 Toilets
Idado Lekki Lagos,"1,400,000/year","  Updated 07 Feb 2023, Added 21 Oct 2022 "," FOR RENT: Spacious and Standard Self Contained available in a Serene, Cozy and Secured Es.. Read more ",Serviced,0 beds0 baths0 Toilets
Agungi Lekki Lagos,"4,000,000/year","  Updated 07 Feb 2023, Added 08 Jul 2022 ", FOR RENT: To Let 19 UNITS of Fully serviced Three Bedroom semi detached duplex for rent.. Read more ,,0 beds0 baths0 Toilets
Orchid Road Beside Orchid Hotel Lekki Lagos,"950,000/year","  Updated 07 Feb 2023, Added 24 Nov 2022 "," FOR RENT: HUGE MADAM'S ROOM ENSUIT WITH MASSIVE WARDROBE UPSTAIRS RENT:950,000 LEGAL:10.. Read more ",,0 beds0 baths0 Toilets
Agunlejika Street Ijesha Suruler Off Jesha Road Suruler Ijesha Surulere Lagos,"600,000/year","  Updated 07 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Standard 2bedroom flat at Agunlejika Street off ijesha Road suruler ijesha very .. Read more ,,2 beds2 baths2 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"700,000/year","  Updated 07 Feb 2023, Added 16 Jan 2023 "," FOR RENT: Standard shop inside Magodo GRA phase 2, Magodo-Shangisha, Lagos... Read more ",,0 beds0 baths0 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"3,500,000/year","  Updated 07 Feb 2023, Added 14 Dec 2022 ", FOR RENT: 5 bedroom duplex in Harmony Estate Magodo Phase 1 Residential Scheme via Isheri.. Read more ,,5 beds0 baths0 Toilets
Surulere Lagos,"400,000/year","  Updated 07 Feb 2023, Added 24 Jan 2023 ", FOR RENT: JUST OUT VERY LOVELY STANDARD ROOM SELF CONTAIN TILES WATER GATED 400X1 ASKING .. Read more ,,1 beds1 baths1 Toilets
Ikate Lekki Lagos,"1,200,000/year","  Updated 07 Feb 2023, Added 24 Nov 2022 "," FOR RENT: A Room Self Contained A Clean, Nice, Standard apartment, A gated and secured c.. Read more ",Serviced,0 beds1 baths1 Toilets
Off Ayo Alabi Ogba Lagos,"900,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 "," FOR RENT: Renovated spacious 3 bedroom flat, upstairs,3 toilets 3 baths, all tiles, fenced.. Read more ",,3 beds3 baths3 Toilets
Ogudu Gra Ogudu Lagos,"350,000/year","  Updated 07 Feb 2023, Added 11 Sep 2022 ", FOR RENT: To let portable room self contain at ogudu gra 350k.. Read more ,,0 beds1 baths1 Toilets
Ikola Road Ipaja Lagos,"500,000/year","  Updated 07 Feb 2023, Added 03 Feb 2023 ", FOR RENT: To Let Decent 2bedroom Flat Fence Gate Water All round tiles Floored Compo.. Read more ,Furnished,2 beds3 baths3 Toilets
Morgan Estate Ojodu Lagos,"1,700,000/year","  Updated 07 Feb 2023, Added 30 Jan 2023 ", FOR RENT: Luxury 2 bedroom all room ensuite inside a nice street behind morgan estate Ojod.. Read more ,Newly Built,2 beds3 baths3 Toilets
Agungi Lekki Lagos,"1,700,000/year","  Updated 07 Feb 2023, Added 17 Jan 2023 "," FOR RENT: A 2 Bedroom Flat, Newly Built, A clean, nice, standard apartment. Block of Fl.. Read more ",,2 beds2 baths3 Toilets
Mijl Residence & Villas Ilasan Lekki Lagos,"90,000/day","  Updated 19 Feb 2023, Added 01 Feb 2023 ", FOR SHORTLET: Brand new luxurious furnished 4 Bedroom Terrace Duplex at Mijl Residence & Villa.. Read more,Newly BuiltFurnishedServiced,4 beds4 baths5 Toilets
Abijo Ajah Lagos,"500,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 "," FOR RENT: 2 bedrooms available for rent 4 in the compound, separate meter, Rent 500 Ag.. Read more ",Serviced,2 beds3 baths3 Toilets
Agungi Lekki Lagos,"1,400,000/year","  Updated 07 Feb 2023, Added 11 Aug 2022 "," FOR RENT: A Room Self Contain, Newly Built (A Shared Kitchen) The Living Room of a Dupl.. Read more ",ServicedNewly Built,0 beds1 baths1 Toilets
Agungi Lekki Lagos,"1,900,000/year","  Updated 07 Feb 2023, Added 19 Dec 2022 ", FOR RENT: Nice and Standard Spacious Self Con with kitchen available in a Serene and Secur.. Read more ,,0 beds0 baths0 Toilets
Liberty Estate Ago Palace Okota Lagos,"550,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Rent a Luxury Mini Flat in Liberty estate Ago Palace in a very big compound prep.. Read more ,,1 beds1 baths1 Toilets
River Valley Estate Ojodu Lagos,"1,500,000/year","  Updated 07 Feb 2023, Added 06 Jan 2023 ", FOR RENT: 2Bedroom Apartment in River Valley Estate Ojodu with 24Hrs Power Supply .. Read more ,,2 beds0 baths0 Toilets
Ologolo Lekki Lagos,"2,700,000/year","  Updated 07 Feb 2023, Added 28 Dec 2022 ", FOR RENT: Very spacious 2 bedroom Flat apartment.. Read more ,,0 beds0 baths0 Toilets
Fola Osibo Lekki Phase 1 Lekki Lagos,"90,000,000","  Updated 07 Feb 2023, Added 26 Sep 2022 "," FOR RENT: FOR LEASE IN LEKKI PHASE 1 A BRAND NEW 4 STOREY, DETACHED COMMERCIAL BUILDING.. Read more ",Newly Built, beds baths Toilets
Lekki Lagos,"3,000,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Furnished Mini flat Rent-3m SC-2m covers 24hrs Power ( NEPA / Diesel) Agenc.. Read more ,,0 beds0 baths0 Toilets
Old Ikoyi Ikoyi Lagos,"10,000,000/year","  Updated 07 Feb 2023, Added 30 Nov 2022 ", FOR RENT: FOR RENT: OLD IKOYI Description: 3 Bedroom Flat with BQ. Location: Off .. Read more ,,0 beds0 baths0 Toilets
Lekki Lagos,"9,500,000/year","  Updated 07 Feb 2023, Added 31 Oct 2022 ", FOR RENT: Furnished 3bedroom Terrace Duplex with Penthouse & Roof Top Rent- 9.5m Serv.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"45,000,000/sqm","  Updated 07 Feb 2023, Added 21 Nov 2022 "," FOR RENT: Office space to lease Lekki phase 1 45,000 per SQM SC: 15,000 Per SQ.. Read more ",Serviced,0 beds0 baths0 Toilets
Glover Road Ikoyi Old Ikoyi Ikoyi Lagos,"35,000,000/year","  Updated 07 Feb 2023, Added 01 Aug 2022 "," FOR RENT: Land for Lease off Glover road ikoyi, Can be split in two-part, 2,000+ Sqm land.. Read more ",, beds baths Toilets
Lekki Phase 1 Lekki Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 21 Nov 2022 ", FOR RENT: Well-finished Shop space for lease Lekki phase 1 5M rent 600K SC A.. Read more ,Serviced,0 beds0 baths0 Toilets
Sangotedo Ajah Lagos,"2,200,000/year","  Updated 07 Feb 2023, Added 12 Jan 2023 ", FOR RENT: 3 bedroom House for rent Sangotedo Ajah Lagos.. Read more ,,3 beds3 baths4 Toilets
Oniru Victoria Island Lagos,"10,000,000/year","  Updated 07 Feb 2023, Added 24 Jan 2023 "," FOR RENT: Four units of Fully Fitted 5 bedroom terrace duplexes for rent in Oniru, Victori.. Read more ",,5 beds5 baths6 Toilets
Sanusi Fafunwa Street Victoria Island Extension Victoria Island Lagos,"12,000,000,000/year","  Updated 07 Feb 2023, Added 21 Jun 2022 ", FOR RENT: JV Talking To Mandate 1600m² off Sanusi Fafunwa St. V.l Proposed Develo.. Read more ,, beds baths Toilets
Chevron Lekki Lagos,"7,000,000/year","  Updated 07 Feb 2023, Added 19 Jan 2023 "," FOR RENT: 4 Bedroom Fully Detached Duplex To Let @ Chevron, Lekki Lagos State Nigeria. All.. Read more ",,4 beds4 baths5 Toilets
Alapere Ketu Lagos,"1,600,000/year","  Updated 07 Feb 2023, Added 09 Nov 2022 "," FOR RENT: SHARP LETTING AT ALAPERE, LAGOS Description: Executive Ensuite 3 Bedroom Apar.. Read more ",,0 beds0 baths0 Toilets
Very Close To Under Bridge Ado Ajah Lagos,"2,300,000/year","  Updated 07 Feb 2023, Added 23 Sep 2022 "," FOR RENT: A very big shop 2 in 1, located along ajah ado road very close to Ajah market, I.. Read more ",Newly Built,0 beds1 baths1 Toilets
Liberty Estate Ago Palace Okota Lagos,"1,200,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Rent a Fantastic 2 Bedroom Flat in Liberty estate Ago Palace Okota very decent n.. Read more ,,2 beds2 baths3 Toilets
Osapa London Lekki Lagos,"160,000,000","  Updated 20 Feb 2023, Added 04 Aug 2022 ", FOR SALE: FOR SALE: NEWLY BUILT 5 BEDROOM SEMI-DETACHED DUPLEX ( SELF-COMPOUND) + BQ IN.. Read more,,5 beds5 baths6 Toilets
"Off Fola Osibo, Lekki Phase 1 Lekki Lagos","5,000,000/year","  Updated 07 Feb 2023, Added 19 May 2022 ", FOR RENT: Newly built 2bedroom flat alone in the compound with fitted kitchen. price -5.. Read more ,,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 06 Dec 2022 ", FOR RENT: 2 bedroom with bq. 4th floor Location - Oniru/V.Island Rent - 5M Sc - 2M A.. Read more ,,0 beds0 baths0 Toilets
Lekki Scheme 2 Ajah Lagos,"2,000,000/year","  Updated 07 Feb 2023, Added 15 Jan 2023 ", FOR RENT: Fully serviced 2 bedroom apartment for rent at Lekki scheme2 rent 2m agency .. Read more ,Newly Built,2 beds3 baths3 Toilets
Alexander Road Old Ikoyi Ikoyi Lagos,"18,500,000/year","  Updated 07 Feb 2023, Added 19 Jan 2023 ", FOR RENT: Tastefully Furnished and Serviced 4 Bedroom Apartment with 24 hours power supply.. Read more ,,4 beds4 baths5 Toilets
Ologolo Lekki Lagos,"3,500,000/year","  Updated 07 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Brand new 2 bedroom flat Upstairs Rent-3.5m negotiable Service Charge-400k.. Read more ,,0 beds0 baths0 Toilets
Ojodu Lagos,"500,000/year","  Updated 07 Feb 2023, Added 05 Jan 2023 ", FOR RENT: Just in to let very big and spacious room self-contain with wardrobe location Go.. Read more ,Newly Built,0 beds0 baths0 Toilets
Fola Oshibo Road Lekki Phase 1 Lekki Lagos,"2,500,000/year","  Updated 07 Feb 2023, Added 01 Nov 2022 ", FOR RENT: Shop Space ground floor on Fola Oshibo road Lekki phase 1 Lekki Lagos .. Read more ,Serviced,0 beds0 baths1 Toilets
Chevron Link Lekki Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 12 Dec 2022 "," FOR RENT: Rent..#5m Agency,.#500k Legal..#500k Service charge ..#650 Caution..#500k.. Read more ",Serviced,4 beds4 baths6 Toilets
Ikeja Gra Ikeja Lagos,"6,000,000/year","  Updated 07 Feb 2023, Added 01 Feb 2023 ", FOR RENT: 3 Bedroom flat with BQ and A/C at Adekunle Fajuyi Way GRA Ikeja. ( Self Serviced.. Read more ,Newly Built,3 beds4 baths4 Toilets
Onike Yaba Lagos,"600,000/year","  Updated 07 Feb 2023, Added 13 Jan 2023 "," FOR RENT: A Beautiful Room self Contain at Onike Yaba. Spacious, well finished Toilet.. Read more ",,0 beds0 baths0 Toilets
Salem Lekki Lagos,"1,200,000/year","  Updated 07 Feb 2023, Added 13 Jan 2023 ", FOR RENT: Big One room self contain with kitchen.. Read more ,,0 beds0 baths0 Toilets
Ikoyi Lagos,"12,000,000/year","  Updated 07 Feb 2023, Added 13 Oct 2022 ", FOR RENT: To Let 2 Bedroom apartment Located in Ikoyi Visitors Reception Area Pool Fa.. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 07 Feb 2023, Added 08 Jul 2022 ", FOR RENT: To LET 2bedroom flat Rent-5m Location- Royal court Apartment Ikate.. Read more ,,0 beds0 baths0 Toilets
Chevron Lekki Lagos,"4,000,000/year","  Updated 07 Feb 2023, Added 07 Nov 2022 "," FOR RENT: Tastefully finished 4-bedroom terraced duplexes for rent at Orchid Road, Chevron.. Read more ",Newly Built,4 beds5 baths5 Toilets
Chevron Lekki Lagos,"800,000/year","  Updated 07 Feb 2023, Added 19 Oct 2022 ", FOR RENT: Nice and Standard Self Contained Share apartment available in a Serene and Secur.. Read more ,,0 beds0 baths0 Toilets
