Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Idimu Isheri Ewenla Str. Idimu Egbe Idimu Lagos,"700,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 "," FOR RENT: Lovely 3 bedroom apartment upstairs, fenced gated, water running, all tiled, pai.. Read more ",Furnished,3 beds3 baths3 Toilets
Elegushi Ikate Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 05 Feb 2023 "," FOR RENT: Spacious 4 bedroom semi detached At Ikate, Elegushi Annual Rent - N6m Agree.. Read more ",Newly Built,4 beds4 baths5 Toilets
Osborne Foreshore Estate Ikoyi Lagos,"190,000,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: 3 bedrooms terrace Penthouse apartment with BQ for sale Located at Osborn fores.. Read more ,Newly Built,3 beds3 baths4 Toilets
General Hospital Axis Alimosho Igando Igando Ikotun Igando Lagos,"350,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 "," FOR RENT: Lovely Mini flat upstairs and downstairs, fenced gated x all tiled, kitchen cabi.. Read more ",Furnished,1 beds1 baths1 Toilets
Isheri North Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Tolet 3 bedroom flat at Wisdom Estate Opic for #1.5.. Read more ,Furnished,3 beds4 baths4 Toilets
Adelabu Surulere Lagos,"2,200,000/year","  Updated 14 Feb 2023, Added 05 Feb 2023 "," FOR RENT: Lovely clean standard 2br duplex at off adelabu surulere, lagos.#2.5m×1yr negoti.. Read more ",,2 beds0 baths0 Toilets
Kingsway Road Ikoyi Lagos,715/sqm,"  Updated 14 Feb 2023, Added 09 Sep 2022 ", FOR RENT: Raised floors Gym Helipad with waiting lounge Central Cooling system Cafeter.. Read more ,Newly Built, beds baths Toilets
Alapere Kosofe Ikosi Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 "," FOR RENT: *Just Out Exquisitely finished, standard 2bedroom at ALAPERE with POP gated s.. Read more ",Newly Built,2 beds3 baths3 Toilets
Ikoyi Lagos,"13,000,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 "," FOR RENT: TO LET FULLY SERVICED 3 BEDROOM WITH BQ Location: Ikoyi Lagos Rent:,N13M.. Read more ",Serviced,3 beds3 baths4 Toilets
Bajuilaye Shomolu Shomolu Lagos,"400,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: Just out for let now Fastest finger Newly build nice room self with p o p i.. Read more ,Newly Built,0 beds0 baths0 Toilets
Broadstreet Marina Lagos Island Lagos,"480,000/year","  Updated 14 Feb 2023, Added 21 Apr 2022 ", FOR RENT: Co working space for rent Broadstreet Marina Lagos Island Lagos.. Read more ,FurnishedServiced,0 beds0 baths0 Toilets
Broadstreet Marina Lagos Island Lagos,"4,200,000/year","  Updated 14 Feb 2023, Added 21 Apr 2022 ", FOR RENT: One private Office • Filling Cabinet • Mail handling • Business Address • Free P.. Read more ,FurnishedServiced, beds baths Toilets
"Elephant House, Broad Street Marina Lagos Island Lagos","30,000/sqm","  Updated 14 Feb 2023, Added 04 Apr 2022 ", FOR RENT: 4 New Passenger lifts Car lifts Ample parking Unrivaled views across the Mari.. Read more ,, beds baths Toilets
Coker Road Ilupeju Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 ", FOR RENT: *Newly Built 2 & 3 Bedrooms Flat @ Ilupeju Lagos with amazing features; **Wel.. Read more ,Newly Built,3 beds4 baths4 Toilets
Sangotedo Ajah Lagos,"600,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 "," FOR RENT: Brand new mini flat in Sangotedo NGN 600,000.00 Brand new mini flat bungalow (.. Read more ",ServicedNewly Built,1 beds1 baths2 Toilets
Osapa London Lekki Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 "," FOR RENT: Master bedroom in a shared duplex with swimming pool in Osapa London, Lekki Ren.. Read more ",ServicedNewly Built,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"2,600,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 "," FOR RENT: Executive mini flat lekki-phase-1 off Freedom Way, Ikate, Lekki Phase 1 *Rent .. Read more ",FurnishedServicedNewly Built,0 beds0 baths0 Toilets
Agungi Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: Luxury 2 bedroom apartment with open plan kitchen in Agungi Lekki Rent N3m S.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Ketu Lagos,"700,000/year","  Updated 14 Feb 2023, Added 10 Oct 2022 ", FOR RENT: Mini flat with modern facilities at BALOGUN ILAWE ESTATE ALAPERE LAGOS Rent: .. Read more ,,0 beds0 baths0 Toilets
Off Fadipe Shomolu Lagos,"400,000/year","  Updated 14 Feb 2023, Added 07 Oct 2022 ", FOR RENT: A modern neatly used self contain apartment *upstairs* in a relatively new house.. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 30 Jan 2023 "," FOR RENT: Studio room apartment at Lekki Gardens, Ikate, Lekki for N1.5m per annum. Servic.. Read more ",Serviced,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 "," FOR RENT: BRAND NEW 2 BEDROOM FLAT + SWIMMING POOL FOR RENT IN IKATE, LEKKI *Price #5mil.. Read more ",ServicedNewly Built,2 beds2 baths0 Toilets
Chevron Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 "," FOR RENT: Serviced 3bedroom flat is available at Chevron Drive, Lekki Rent - N3m Agency.. Read more ",Serviced,3 beds0 baths0 Toilets
Iwaya Onike Yaba Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 18 Dec 2022 "," FOR RENT: *Just Out Neatly used standard 4-bedroom fully detached duplex* at Iwaya, Oni.. Read more ",,4 beds5 baths5 Toilets
Ikoyi Lagos,"15,000,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 "," FOR RENT: TO LET: 3 BEDROOM FLAT AT SARRIE APARTMENTS, IKOYI Exquisitely newly built an.. Read more ",,0 beds0 baths0 Toilets
Model College Badore Ajah Lagos,"800,000/year","  Updated 14 Feb 2023, Added 21 Jan 2023 ", FOR RENT: Newly built spacious mini flat available for rent.. Read more ,Newly Built,1 beds1 baths2 Toilets
Ikate Lekki Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 "," FOR RENT: Serviced 1 bedroom luxury apartment at Salam 1bed 1. Rent. :2,800,000 2.Ag.. Read more ",Newly Built,1 beds1 baths2 Toilets
Owode Lamgbasa Ajah Lagos,"450,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: A spacious self contained in an estate! Olu .. Read more ,, beds baths Toilets
"Glorious Estate, By Chicken Republic Badore Ajah Lagos","1,000,000/year","  Updated 14 Feb 2023, Added 12 Feb 2023 "," FOR RENT: A very clean and well-maintained 2 bedroom flat, ensuite with POP ceilings, a we.. Read more ",,2 beds2 baths3 Toilets
Macaulay Igbogbo Ikorodu Lagos,"300,000/year","  Updated 14 Feb 2023, Added 11 Jan 2023 "," FOR RENT: Rent:-300k A&C:-100k Caution fee:-50k All round pop ceiling,with kitchen cabi.. Read more ",Newly Built,1 beds1 baths1 Toilets
Jibowu Yaba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 06 Sep 2022 "," FOR RENT: Very clean and decent mini flat at JIBOWU, in a very decent environment with goo.. Read more ",,0 beds0 baths0 Toilets
Tokunbo Street Alagomeji Yaba Lagos,"500,000/year","  Updated 14 Feb 2023, Added 01 Sep 2022 ", FOR RENT: Nice a room self contained at ALAGOMEJI TOKUNBO STREET Rent: 500k one year.. Read more ,,0 beds0 baths0 Toilets
Off Bajulaye Shomolu Shomolu Lagos,"800,000/year","  Updated 14 Feb 2023, Added 01 Aug 2022 ", FOR RENT: Mini 2 bedroom flat with POP upstairs and standard kitchen and toilet separate p.. Read more ,,0 beds1 baths1 Toilets
At Off Pedro Palmgroove Shomolu Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 01 Aug 2022 "," FOR RENT: Exquisitely finished 2bedroom flat Groundfloor, kitchen cabinet,water heater, Sp.. Read more ",Newly Built,0 beds0 baths0 Toilets
Lakowe Golf Lakowe Ajah Lagos,"500,000/year","  Updated 14 Feb 2023, Added 06 Dec 2022 "," FOR RENT: A brand new and lovely mini flat at Lakowe Golf, Lekki. Rent N500k Agency .. Read more ",Newly Built,0 beds0 baths0 Toilets
Mews Estate Agungi Lekki Lagos,"900,000/year","  Updated 14 Feb 2023, Added 05 Dec 2022 ", FOR RENT: TO LET Very spacious serviced eoom in a shared apartment Location: Ajira Mews.. Read more ,Serviced,0 beds0 baths0 Toilets
Ibadan Street Ilupeju Lagos,"350,000/year","  Updated 14 Feb 2023, Added 27 Jul 2022 "," FOR RENT: A Room Self Contained in a Gated Compound, Neat Environment and Gated Street at.. Read more ",,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 11 Sep 2022 ", FOR RENT: To Let Serviced & standard Waterview 1-bedroom (mini) flat upstairs having en.. Read more ,Serviced,0 beds0 baths0 Toilets
Adekunle Yaba Adekunle Yaba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 21 Jul 2022 "," FOR RENT: Standard miniflat at ADEKUNLE YABA with 2 toilets and bathrooms Spacious, POP.. Read more ",Newly Built,0 beds2 baths2 Toilets
Ebute Metta Yaba Lagos,"800,000/year","  Updated 14 Feb 2023, Added 19 Jun 2022 "," FOR RENT: Very clean Minifat with POP ceiling,2t at YABA Rent: 700k per annum Service ch.. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 03 Jul 2022 ", FOR RENT: An exquisite finished 2units studio apartment available in Lekki Phase 1 Rent:N.. Read more ,Serviced,0 beds0 baths0 Toilets
Adeniyi Jones Ikeja Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 16 May 2022 ", FOR RENT: TO LET INSIDE AN ESTATE IN OFF ADENIYI JONES AVENUE IKEJA. This is Funished 4Bed.. Read more ,,0 beds0 baths0 Toilets
Sabo Yaba Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 18 Oct 2022 "," FOR RENT: Executive 3 bedroom flat in SABO YABA *down stairs*, wardrobe, cabinet etc. R.. Read more ",,0 beds0 baths0 Toilets
Orchid Road Lekki Lagos,"350,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: A room in a shared duplex in an estate on Orchid Road Lekki Rent 350k Agency 3.. Read more ,Serviced,0 beds0 baths0 Toilets
Elf Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 ", FOR RENT: To Let A portable 2 bedroom flat in a secure and serene estate for rent. .. Read more ,Serviced,2 beds1 baths1 Toilets
Off Bajulaye Shomolu Shomolu Lagos,"400,000/year","  Updated 14 Feb 2023, Added 12 Oct 2022 ", FOR RENT: Very nice and standard room self contain in off BAJULAYE SHOMOLU Rent: 400k o.. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"300,000/month","  Updated 14 Feb 2023, Added 31 Jan 2023 ", FOR RENT: BRAND NEW FULLY FURNISHED AND SERVICED ROOM AVAILABLE IN A 2 BEDROOM SHARED APAR.. Read more ,FurnishedServicedNewly Built,0 beds0 baths0 Toilets
Lekki Lagos,"12,000,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 ", FOR RENT: 4 bedroom detached house with a room BQ and security house at Obafemi Anibaba St.. Read more ,,4 beds5 baths5 Toilets
Osapa London Lekki Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Well maintained 4 bedroom semi detached house at Osapa London Rent is 4m Agen.. Read more ,,4 beds4 baths5 Toilets
Adeniran Ogunsanya Surulere Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 07 Oct 2022 "," FOR RENT: Exquisitely finished, lovely fantastic newly built *mini-flat* with separate sta.. Read more ",Newly Built,0 beds0 baths0 Toilets
Itedo Estate Ikate Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 ", FOR RENT: Brand New Studio Apartment Features *Inverter *19hours electricity *Unifo.. Read more ,FurnishedServicedNewly Built,1 beds0 baths0 Toilets
Odunlade Street Shomolu Lagos,"750,000/year","  Updated 14 Feb 2023, Added 22 Sep 2022 "," FOR RENT: Deduction of price from 850k to 750k Newly built mini flat at ODUNLADE STREET, .. Read more ",Newly Built,0 beds0 baths0 Toilets
Shomolu Fadeyi Lagos Fadeyi Shomolu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 16 Sep 2022 "," FOR RENT: Executive, spacious 4 bedroom flat upstairs fence round and gated with enough pa.. Read more ",,0 beds0 baths0 Toilets
Mayfair Gardens Awoyaya Eputu Ibeju Lekki Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 09 May 2022 ", FOR RENT: This one is 4star salon with all equipment and ready for use located in a seren.. Read more ,,0 beds0 baths0 Toilets
Anuoluwapo Off Market Street Shomolu. Shomolu Shomolu Lagos,"400,000/year","  Updated 14 Feb 2023, Added 03 Aug 2022 ", FOR RENT: A very neat and lovely Room self at ANUOLUWAPO OFF MARKET STREET SHOMOLU. Ren.. Read more ,,0 beds0 baths0 Toilets
"Off Babs Animashuan, Surulere Lagos","1,800,000/year","  Updated 14 Feb 2023, Added 02 Aug 2022 "," FOR RENT: Exquisitely finished spacious 3bedroom flat upstairs with POP, prepaid meter fen.. Read more ",,0 beds0 baths0 Toilets
Oral Estate Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 "," FOR RENT: 1) *For Rent in Oral Estate New, Service & Well Spacious En suite 3 Bed Room Ap.. Read more ",ServicedNewly Built,3 beds3 baths4 Toilets
Ologolo Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 "," FOR RENT: 2 bedroom Apartment for Rent!!! Location: Ologolo axis, Lekki Lagos Rent:.. Read more ",ServicedNewly Built,2 beds2 baths3 Toilets
Orchid Road Lekki Lagos,"850,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: Spacious room self contain in a shared duplex in an estate on Orchid Road Lekki .. Read more ,,0 beds0 baths0 Toilets
Fadeyi Shomolu Lagos,"500,000/year","  Updated 14 Feb 2023, Added 18 Oct 2022 "," FOR RENT: Executive, standard room self con at FADEYI OTHER SIDE with POP screeded wall, .. Read more ",,0 beds0 baths0 Toilets
"Akoka, Yaba Akoka Yaba Lagos","600,000/year","  Updated 14 Feb 2023, Added 27 Sep 2022 "," FOR RENT: Exquisitely finished, standard Service studio Apartment, Fitted Aircondition, Ki.. Read more ",,0 beds0 baths0 Toilets
Aguda Surulere Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 16 May 2022 "," FOR RENT: TO LET A DECENT 2BEDROOM FLAT AND 3BEDROOM FLAT WITH 3TOILET 3BATH, P.O.P FIN.. Read more ",,0 beds0 baths0 Toilets
Oko Oba Agege Lagos,"600,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: TO LET... OKO OBA Brand new executive mini flat apartment with P.O.P Tiles At.. Read more ,,1 beds1 baths1 Toilets
Oral Estate Ikota Lekki Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 11 Dec 2022 ", FOR RENT: 3 bedroom Flat / Apartment for rent Oral Estate Ikota Lekki Lagos.. Read more ,,3 beds3 baths4 Toilets
St Finbanrs Road Akoka Yaba Lagos,"400,000/year","  Updated 14 Feb 2023, Added 12 Aug 2022 ", FOR RENT: Room Self Con At ST FINBANRS ROAD AKOKA with well painted nd more Rent: 400k.. Read more ,,0 beds0 baths0 Toilets
Greenland Residential Estate Ikota Gra Lekki Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 19 Jan 2023 ", FOR RENT: Standard Rooms 1.2m-Rent 120k-agency 120k-agreement Service charge (depo.. Read more ,,1 beds1 baths1 Toilets
Ogudu Orike Ogudu Lagos,"450,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Spacious upstairs roomself contain with water and prepaid meter inside a gated s.. Read more ,,1 beds1 baths1 Toilets
Bourdillion Court Estate Chevron Lekki Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: Fully serviced with 24/7 power miniflat to let in Bourdillion Court Estate Chevr.. Read more ,ServicedNewly Built,0 beds0 baths0 Toilets
Chief Collins Lekki Phase 1 Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 "," FOR RENT: Spacious 4 Bedroom Semi-Detached duplex with a maids room , all rooms ensuite wi.. Read more ",Serviced,4 beds4 baths0 Toilets
Macaulay Igbogbo Ikorodu Lagos,"100,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Rent:-100k A&C:-50k.. Read more ,,1 beds1 baths1 Toilets
"Heritage Estate, Aboru Ipaja Lagos","400,000/year",  Added 14 Feb 2023 , FOR RENT: MET VENTURE LAND AND PROPERTIES AKA TEM PROPERTY Is a registered bodied that is .. Read more ,FurnishedServicedNewly Built,4 beds3 baths2 Toilets
By Grandmate Bus Stop Ago Palace Okota Lagos,"1,100,000/year","  Updated 13 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Down 1m per annum Just 2 tenants and duplex .. Read more ,,2 beds2 baths3 Toilets
Olowora Olowora Ojodu Lagos,"600,000/year",  Added 13 Feb 2023 , FOR RENT: Mini Flat At Olowora - 600k Per Annum .. Read more ,,1 beds1 baths1 Toilets
Magodo Phase 1 Estate Magodo Gra Phase 1 Ojodu Lagos,"1,000,000/year",  Added 13 Feb 2023 , FOR RENT: Mini Flat At Magodo Phase 1 Estate - 1m Per Annum .. Read more ,,1 beds1 baths1 Toilets
Magodo Isheri Magodo Kosofe Ikosi Lagos,"1,300,000/year",  Added 13 Feb 2023 , FOR RENT: 2 Bedroom Flat With All Rooms Ensuite With Visitor's Toilet ( 2 in the compound).. Read more ,,2 beds2 baths3 Toilets
Abijo Ajah Lagos,"3,200,000/year","  Updated 13 Feb 2023, Added 21 Jan 2023 ", FOR RENT: In a secured estate and interlocked from the express to the house rent 3.2m .. Read more ,Newly Built,4 beds5 baths5 Toilets
Ago Palace Way Ago Palace Okota Lagos,"1,200,000/year",  Added 13 Feb 2023 , FOR RENT: Rent a Wonderful 2 Bedroom Flat in Ago Palace Okota very decent new house with a.. Read more ,,2 beds2 baths3 Toilets
"Olorunshogo Estate, Sabo, Ikorodu Lagos","500,000/year",  Added 13 Feb 2023 , FOR RENT: 3 BEDROOM FLAT available at OLORUNSHOGO ESTATE BEHIND ALAKA PETROL STATION SABO .. Read more ,Furnished,3 beds3 baths4 Toilets
"Harmony Estate, Magodo Gra Phase 1 Ojodu Lagos","2,000,000/year",  Added 13 Feb 2023 , FOR RENT: To let standard 3 bedroom flat upstairs all room in suit at harmony estate magod.. Read more ,Furnished,3 beds3 baths4 Toilets
Lekki Phase 1 Lekki Lagos,"15,000,000/year",  Added 13 Feb 2023 , FOR RENT: Rent Alert 4 Bedroom Terrace Duplex Location: Lekki Phase 1 Rent: 15M.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Off Gerard Ikoyi Lagos,"5,000,000/year",  Added 13 Feb 2023 , FOR RENT: SPACIOUS 3 BEDROOM FLAT WITH BQ IN A MINI ESTATE Location: Ikoyi Lagos Price:.. Read more ,Serviced,3 beds3 baths4 Toilets
Falomo Ikoyi Lagos,"12,000,000/year",  Added 13 Feb 2023 , FOR RENT: Spacious Commercial Shop Space Features 250sqm Spacious Visitors toilet .. Read more ,,2 beds2 baths2 Toilets
Falomo Ikoyi Lagos,"5,000,000/year",  Added 13 Feb 2023 , FOR RENT: Spacious Commercial 3- Bedroom Features!!! Spacious Work station 3 spaciou.. Read more ,,3 beds3 baths4 Toilets
Ikate Lekki Lagos,"6,000,000/year",  Added 13 Feb 2023 ," FOR RENT: FURNISHED 3BEDROOM APARTMENT WITHIN A SERENENEIGHBORHOOD Location: Ikate, Lago.. Read more ",Furnished,3 beds3 baths4 Toilets
Chevron Lekki Lagos,"104,000,000","  Updated 19 Feb 2023, Added 12 Jan 2023 ", FOR SALE: Self Serviced 4 bedroom semi-detached duplex with a bq Location: Chevy View E.. Read more,,4 beds4 baths5 Toilets
Okada Park Ajao Estate Isolo Lagos,"900,000/year",  Added 13 Feb 2023 , FOR RENT: Tastefully furnished Executive mini-flat with 2 toilets and prepaid meter in a s.. Read more ,Serviced,1 beds2 baths2 Toilets
Ikate Lekki Lagos,"8,000,000/year",  Added 13 Feb 2023 , FOR RENT: 5 Bedroom Detached House with a Room Bq is now for let in Ikate Elegushi Lekki L.. Read more ,,5 beds5 baths6 Toilets
Pedro Palmgroove Shomolu Lagos,"1,500,000/year",  Added 13 Feb 2023 , FOR RENT: Newly built 3 bedroom Apartment for rent Pedro Palm-groove Shomolu Lagos.. Read more ,Newly Built,3 beds3 baths4 Toilets
Victoria Island Lagos,"8,000,000/year",  Added 13 Feb 2023 ," FOR RENT: 3 BEDROOM APARTMENT FOR RENT Location: VI , Lagos Price: 8m per annum Other.. Read more ",Serviced,3 beds3 baths4 Toilets
Kilo Surulere Lagos,"1,500,000/year",  Added 13 Feb 2023 , FOR RENT: Newly Built 3 bedroom Flat / Apartment for rent Kilo Surulere Lagos.. Read more ,FurnishedServicedNewly Built,3 beds3 baths4 Toilets
Ogunlana Surulere Lagos,"1,400,000/year",  Added 13 Feb 2023 , FOR RENT: 1 bedroom Flat / Apartment for rent Ogunlana Surulere Lagos.. Read more ,Furnished,1 beds2 baths2 Toilets
Estate Ifako Ogba Ogba Lagos,"800,000/year",  Added 13 Feb 2023 , FOR RENT: Direct brief Still available A lovely modern mini flat with POP inside Kay.. Read more ,Newly Built,1 beds1 baths1 Toilets
Street Ifako Ogba Ogba Lagos,"1,700,000/year",  Added 13 Feb 2023 , FOR RENT: Just out To let Brand newly 2 bedroom flat in off college road ogba upstairs .. Read more ,FurnishedServiced,2 beds2 baths2 Toilets
Omole Phase 2 Ojodu Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 13 Feb 2023 ", FOR RENT: 2 Bedroom flat at Omole Phase 2 for 2million yearly .. Read more ,,2 beds2 baths3 Toilets
Off Kofo Abayomi Victoria Island Lagos,"7,000,000/year",  Added 13 Feb 2023 ," FOR RENT: SERVICED 3BEDROOM APARTMENT FOR RENT Location: VI , Lagos Price: 7m per annum .. Read more ",Serviced,3 beds3 baths4 Toilets
Ogudu Ogudu Lagos,"1,200,000/year",  Added 13 Feb 2023 ," FOR RENT: 2 bedroom 1.1m ogudu personal prepaid personal borehole, 2 in a compound, gated.. Read more ",Furnished,2 beds2 baths3 Toilets
"Otunla Town, Kajola Bustop, Lakowe Ajah Lagos","250,000/year",  Added 13 Feb 2023 , FOR RENT: Just out for rent at otunla town opposite kajola Newly built and spacious roo.. Read more ,, beds baths Toilets
Bafaj Crescent Awoyaya Ajah Lagos,"500,000/year",  Added 13 Feb 2023 , FOR RENT: Spacey and well ventilated mini flat in a safe compound of 4 families. Basic re.. Read more ,,1 beds1 baths2 Toilets
Anthony Village Maryland Lagos,"1,100,000/year",  Added 13 Feb 2023 , FOR RENT: Quick Letting - Mini Flat at Anthony Village Decent Mini Flat with an extra s.. Read more ,,1 beds1 baths2 Toilets
Kilo Marsha Surulere Lagos,"2,000,000/year",  Added 13 Feb 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Kilo-Marsha Surulere Lagos.. Read more ,FurnishedServicedNewly Built,2 beds2 baths3 Toilets
Ajayi Road Ogba Lagos,"400,000/year","  Updated 13 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Flat / Apartment for rent Ajayi road Ogba Lagos.. Read more ,,0 beds0 baths0 Toilets
In A Closed Estate Ogudu Ogudu Lagos,"1,300,000/year","  Updated 13 Feb 2023, Added 13 Feb 2023 "," FOR RENT: 2 bedroom ogudu 1.3m POP, painted, water, car park, gated, chandelier, wardro.. Read more ",Newly Built,2 beds3 baths0 Toilets
Oniru Victoria Island Lagos,"8,000,000/year",  Added 13 Feb 2023 , FOR RENT: Luxury Brand New 3- Bedroom Apartment Features!!! *Elevator * Brand New .. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
Old Ikoyi Ikoyi Lagos,"11,500,000/year",  Added 13 Feb 2023 , FOR RENT: Brand New Luxury 2-Bedroom Apartment Features!!! * Elevator * Brand New .. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Ajayi Road Ogba Lagos,"700,000/year","  Updated 13 Feb 2023, Added 09 Feb 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Ajayi road Ogba Lagos.. Read more ,,1 beds1 baths2 Toilets
Magodo Gra Phase 2 Kosofe/ikosi Lagos,"128,000,000","  Updated 19 Feb 2023, Added 19 Sep 2022 ", FOR SALE: TASTEFULLY FINISHED 5 BEDROOM SEMI-DETACHED DUPLEX IN A SERENE ESTATE AT MA.. Read more,, beds baths Toilets
Ogudu Lagos,"800,000/year","  Updated 13 Feb 2023, Added 10 Feb 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Ogudu Ogudu Lagos.. Read more ,,1 beds1 baths2 Toilets
Greenfield Estate Ago Palace Okota Lagos,"1,500,000/year",  Added 13 Feb 2023 , FOR RENT: Spacious .. Read more ,,2 beds2 baths3 Toilets
Ikate Ikate Lekki Lagos,"2,700,000/year",  Added 13 Feb 2023 ," FOR RENT: Lovely and Spacious 2 Bedroom Apartment To Let at Ikate, Lekki Lagos State Niger.. Read more ",,2 beds2 baths3 Toilets
Freedom Way Lekki Phase 1 Lekki Lagos,"2,500,000/year",  Added 13 Feb 2023 ," FOR RENT: Nice 2 Bedroom Apartment To Let at off Freedom Way, Lekki phase I Lagos State Ni.. Read more ",,2 beds2 baths3 Toilets
Freedom Way Lekki Phase 1 Lekki Lagos,"1,500,000/year",  Added 13 Feb 2023 ," FOR RENT: Lovely and Spacious Mini Flat To Let at off Freedom Way, Lekki phase I Lagos Sta.. Read more ",,1 beds1 baths1 Toilets
Higher Ground Estate Sangotedo Lagos,"1,200,000/year",  Added 13 Feb 2023 , FOR RENT: A Newly Built 2bedroom flat for rent at higher ground estate sagontedo ajah Lago.. Read more ,Newly Built,2 beds2 baths3 Toilets
Ifako Ogba Ogba Lagos,"1,300,000/year",  Added 13 Feb 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Ifako-ogba Ogba Lagos.. Read more ,,2 beds2 baths3 Toilets
Aguda(ogba) Ogba Lagos,"650,000/year",  Added 13 Feb 2023 ," FOR RENT: 1 bedroom Flat with POP finishing, all rooms en-suite for rent Aguda(Ogba) Ogba .. Read more ",,1 beds1 baths2 Toilets
Akoka Yaba Lagos,"600,000/year",  Added 13 Feb 2023 , FOR RENT: Direct brief A spacious room self with balcony at akoka Yaba Room self 600.. Read more ,,0 beds0 baths0 Toilets
Onike Yaba Lagos,"2,700,000/year",  Added 13 Feb 2023 , FOR RENT: Executive super decent n standard 3 and 2 bedroom all room en-suite with visitor.. Read more ,FurnishedNewly Built,2 beds2 baths3 Toilets
Agungi Lekki Lagos,"4,500,000/year",  Added 13 Feb 2023 , FOR RENT: House for rent Agungi Lekki Lagos.. Read more ,,0 beds0 baths0 Toilets
Ikoyi Lagos,"10,000,000/year",  Added 13 Feb 2023 , FOR RENT: 3 bedroom Flat / Apartment for rent Ikoyi Lagos.. Read more ,Newly Built,3 beds3 baths4 Toilets
