Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Off Spa Road Ikate Lekki Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Brand New Executive 3 Bedroom Flat Apartments All Room en-suite with Modern inte.. Read more ,Newly Built,3 beds3 baths4 Toilets
Victoria Island Lagos,"70,000/sqm","  Updated 14 Feb 2023, Added 29 Sep 2022 ", FOR RENT: OPEN PLAN OFFICE SPACE FOR LEASE @V.I A grade A+ fully equipped hi-tech Offic.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"8,000,000/year","  Updated 14 Feb 2023, Added 20 May 2022 ", FOR RENT: JUST IN: DIRECT LETTING DESCRIPTION ---------------------------- 2Units of .. Read more ,,0 beds0 baths0 Toilets
On Admiralty Way Lekki Phase 1 Lekki Lagos,"35,000,000/year","  Updated 14 Feb 2023, Added 07 May 2022 ", FOR RENT: JUST OUT JUST OUT JUST OUT HOT BRIEF HOT BRIEF HOT BRIEF LONG LEASE LON.. Read more ,,0 beds0 baths0 Toilets
Sangotedo Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 17 Dec 2022 ", FOR RENT: TO LET BRAND NEW 4 BEDROOM SEMI-DETACHED DUPLEX WITH PENT HOUSE IN AN ESTATE .. Read more ,Newly Built,4 beds4 baths5 Toilets
River Valley Estate Ojodu Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 30 Jan 2023 ", FOR RENT: 2 bedroom flats for rent at River valley Estate going for 1m.. Read more ,,2 beds2 baths2 Toilets
Banana Island Ikoyi Lagos,"30,000,000/year","  Updated 14 Feb 2023, Added 20 Dec 2022 "," FOR RENT: *TO LET IN BANANA ISLAND, IKOYI, LAGOS* Perfectly Maintained 5 Bedroom Semi-.. Read more ",,0 beds0 baths0 Toilets
Shop Right Road Oniru Victoria Island Lagos,"25,000,000/year","  Updated 14 Feb 2023, Added 06 May 2022 ", FOR RENT: A table Land that measures 2500sqm on ShopRite road oniru Victoria island Lagos.. Read more ,,0 beds0 baths0 Toilets
Orchid Chevron Lekki Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 20 May 2022 ", FOR RENT: DESCRIPTION: ---------------------------- Luxury and massive 5bedroom fu.. Read more ,Newly Built, beds baths Toilets
Osapa London Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: 3bedroom flat at OSAPA Rent 3.5m Agent 10 Legal 10 Caution 200k Service cha.. Read more ,,3 beds0 baths0 Toilets
Obawole Aguda(ogba) Ogba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: NEWLY BUILT 2bedrooms FLAT FOR RENT AT OBAWOLE OGBA NDIKE BUS STOP WITH POP VERY.. Read more ,,2 beds2 baths3 Toilets
Peace Estate Oregun Ikeja Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Newly built 3bedroom flat inside peace estate oregun Ikeja Rent -3m Service ch.. Read more ,Newly Built,3 beds3 baths4 Toilets
Street Kosofe Ikosi Lagos,"9,000,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: 3 bedroom flat with 4 toilets .. Read more ,,3 beds0 baths0 Toilets
Abraham Adesanya Estate Ajah Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 09 Dec 2022 ", FOR RENT: Well Maintained 5 Bedroom Fully detached duplex •Suitable for residential and.. Read more ,Serviced,5 beds5 baths6 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 5 bedroom duplex for at magodo phase 1 gra going for 5m.. Read more ,,5 beds5 baths6 Toilets
Ikate Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: All New 2 Bedroom Flats Fully service All room en suite Balcony Wardrobes F.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Emmanuel Keshi Magodo Gra Phase 2 Kosofe Ikosi Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: *MAGODO PHASE2 PROPERTY TO LET* ======================= *Description* : lovel.. Read more ,,2 beds2 baths3 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"1,600,000/year","  Updated 14 Feb 2023, Added 03 Jan 2023 ", FOR RENT: TO LET. 2BED ROOM FLAT IN MOGODO GRA PHASE1 2TOILET&BARTH WORKING CLASS 1... Read more ,,2 beds3 baths3 Toilets
Platinum Way Salem Ikate Lekki Lagos,"6,500,000/year","  Updated 14 Feb 2023, Added 03 Jan 2023 ", FOR RENT: *TO LET AT PLATINUM WAY SALEM IKATE A Well Furnished and serviced 3 bedroom F.. Read more ,FurnishedServicedNewly Built,3 beds3 baths4 Toilets
Oasis Estate Mende Maryland Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 04 Jan 2023 "," FOR RENT: Partly furnished 3-bedroom flat in Okupe Estate, Okunola Aina for 2.5m other cha.. Read more ",,3 beds3 baths3 Toilets
Oke Ira Ogba Lagos,"900,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 "," FOR RENT: Unique and Sharp 2 Bedroom Apartment With All Round Tiles, Prepaid Meter Etc In .. Read more ",,2 beds0 baths0 Toilets
Thomas Estate Ajah Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 08 Nov 2022 ", FOR RENT: *DIRECT LETTING A tasteful built 5 bedroom fully detached duplex with a room .. Read more ,Newly Built,5 beds5 baths6 Toilets
Sangotedo Ajah Lagos,"900,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 "," FOR RENT: 2 bedroom apartment for rent Rice : 900,000 Location :sangotedo Features: -A.. Read more ",,2 beds2 baths2 Toilets
Jakande Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 03 Jan 2023 "," FOR RENT: FOR RENT!!! *PLATINUM WAY, JAKANDE LEKKI A NEWLY BUILT EXQUISITE LUXURY FULL.. Read more ",ServicedNewly Built,3 beds3 baths4 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"2,100,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: TO LET EXECUTIVE 2 BEDROOM FLAT AT MAGODO PHASE ONE RENT 2.1M PER ANNUM AGEN.. Read more ,,2 beds2 baths2 Toilets
Adeniyi Jones Ikeja Lagos,"12,000,000/year","  Updated 14 Feb 2023, Added 08 Feb 2023 ", FOR RENT: PROPERTY TO LET INSIDE AN ESTATE IN OFF ADENIYI JONES IKEJA LAGOS. This is a lov.. Read more ,Newly Built,5 beds5 baths6 Toilets
Ademola Adetokunbo Victoria Island Lagos,"50,000,000/year","  Updated 14 Feb 2023, Added 17 Jan 2023 ", FOR RENT: 4 bedroom Commercial Property for rent Ademola Adetokunbo Victoria Island Lagos.. Read more ,,4 beds3 baths5 Toilets
Akoka Yaba Lagos,"500,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 ", FOR RENT: This is a very clean spacious selfcon in a good environment in Akoka Price is.. Read more ,,1 beds1 baths1 Toilets
Off Awolowo Road Victoria Island Lagos,"7,000,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: EXECUTIVE 2 BEDROOM MASSOINATE OFF AWILOWO ROAD VICTORIA HIGHLAND. RENT: N7.. Read more ,Serviced,2 beds2 baths3 Toilets
Sawmill Gbagada Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 27 Jan 2023 ", FOR RENT: *Still available New built Modern 6 units 3 bedrooms up n ground flats all ro.. Read more ,Newly Built,3 beds3 baths4 Toilets
Ikoyi Lagos,"35,000,000/year","  Updated 14 Feb 2023, Added 10 Nov 2022 ", FOR RENT: SEMI-DIRECT BRIEF 6 BEDROOM DETACHED HOUSE SITTING ON 1200SQM (FACING EXPRESS.. Read more ,,6 beds6 baths7 Toilets
Obawole Aguda(ogba) Ogba Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Very lovely and sweet executive 3-bedroom flat in Obawole. Just 4 occupants in t.. Read more ,,3 beds3 baths4 Toilets
Right Side Lekki Phase 1 Lekki Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 24 Dec 2022 ", FOR RENT: To let luxury serviced 2 bedroom apartment in an enclosed estate in lekki right .. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Ifako Ogba Ogba Lagos,"700,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Tastefully and Standard Mini Flat Apartment With Modern Facilities Equipped In A.. Read more ,,1 beds0 baths0 Toilets
Magodo Magodo Gra Phase 1 Ojodu Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: To Let 4-bedroom duplex selfcompound *@ Magodo isheri* Price: N4.5m.. Read more ,,4 beds4 baths5 Toilets
Berger Ojodu Lagos,"550,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Shop for rent at ogunnusi close to grammar School 550k.. Read more ,,0 beds0 baths0 Toilets
Unilag Extension Magodo Gra Phase 1 Ojodu Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: 2bedroom flat for rent at magodo unilag estate extension going for 1m.. Read more ,,2 beds3 baths3 Toilets
Berger Ojodu Lagos,"950,000/year","  Updated 14 Feb 2023, Added 30 Jan 2023 ", FOR RENT: Newly build 2 bedroom flat 3t n bath with POP grand floor #950k per annum off oj.. Read more ,,2 beds3 baths3 Toilets
Olokonla Ajah Lagos,"900,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: A standard mini in an estate! Jul .. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: TO LET STANDARD 2 BEDROOM FLAT AT MAGODO PHASE ONE RENT 1.5M PER ANNUM AGENC.. Read more ,,2 beds2 baths2 Toilets
Puposola Abule Egba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 29 Dec 2022 ", FOR RENT: Brand new 2-bedroom flat ensuite upstairs with POP well-fitted kitchen with cabi.. Read more ,Newly Built,2 beds2 baths3 Toilets
Ikate Lekki Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 31 Jan 2023 "," FOR RENT: Rent Alert Brand New 2 Bedroom Apartment, All Room en-suite with Modern inter.. Read more ",,2 beds2 baths3 Toilets
Badore Ajah Lagos,"800,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: A sharp mini flat in an estate! Mike Suya .. Read more ,,1 beds0 baths0 Toilets
Omole Phase 1 Ojodu Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 ", FOR RENT: Newly renovated mini flat for rent inside Omole estate ph1 price N1.3m other cha.. Read more ,,1 beds1 baths2 Toilets
Oko Gra Scheme 1 Abule Egba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 ", FOR RENT: Brand new 2 Bedroom Flat at Oko Oba GRA scheme 1. Call in an Estate with good se.. Read more ,Newly Built,2 beds2 baths3 Toilets
Ogudu Orike Ogudu Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 12 Feb 2023 "," FOR RENT: JUST OUT Relatively New Spacious Mini flat in a Mini Estate, OGUDU ORIOKE, LA.. Read more ",,1 beds2 baths2 Toilets
Wagbare Igbogbo Ikorodu Lagos,"250,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 ", FOR RENT: A room and parlor for rent at igbogbo Wagbare .. Read more ,Newly Built,1 beds1 baths1 Toilets
Chevy View Chevron Lekki Lagos,"800,000/year","  Updated 14 Feb 2023, Added 11 Feb 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Chevy View chevron Lekki Lagos.. Read more ,,1 beds1 baths1 Toilets
Ajayi Road Ogba Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Spacious and Comfortable 3 Bedroom Apartment With Modern Facilities Equipped In .. Read more ,,3 beds0 baths0 Toilets
Sangotedo Ajah Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 ", FOR RENT: TO LET Newly built 6units Apartment: 2 BEDROOM FLAT PICTURES ON REQUEST .. Read more ,Newly Built,2 beds2 baths3 Toilets
Banana Island Ikoyi Lagos,"35,000,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Exquisite 4 Bedroom Fully Detached DUPLEX in Banana Island with BQ 35M per an.. Read more ,Newly Built,4 beds4 baths5 Toilets
Adeniyi Jones Ikeja Lagos,"7,000,000/year","  Updated 14 Feb 2023, Added 22 Dec 2022 ", FOR RENT: TO LET Exquisitely finished and massive brand new four bedroom semi detache.. Read more ,,4 beds4 baths5 Toilets
Kusenla Ikate Lekki Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 19 Jan 2023 "," FOR RENT: *For Rent* Fully service 3 bedroom and BQ at Horizon 1 Kusenla Road Rent: 4,0.. Read more ",Newly Built,3 beds3 baths4 Toilets
Thomas Estate Ajah Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 26 Nov 2022 ", FOR RENT: Five bedroom fully detached at Thomas Estate Ajah Rent -4million Legal-10% Ag.. Read more ,Newly Built,5 beds5 baths6 Toilets
Silverland Sangotedo Ajah Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Executive 3 Bedroom Flat Apartments All Room en-suite with Modern interior fitti.. Read more ,Newly Built,3 beds3 baths4 Toilets
Graceland Estate Ajah Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: Nice and spacious 1 bedroom apartment with fitted kitchen cabinet Rent; 1m p.. Read more ,,1 beds1 baths1 Toilets
Ifako Ogba Ogba Lagos,"700,000/year","  Updated 14 Feb 2023, Added 31 Dec 2022 "," FOR RENT: Unique and Sharp 2 Bedroom Flat Apartment With All Round Tiles, Prepaid Meter Et.. Read more ",,2 beds0 baths0 Toilets
Ikate Lekki Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 27 Jan 2023 ", FOR RENT: Newly Built Standard Mini Flat All Room en-suite with Modern interior fittings. .. Read more ,Newly Built,1 beds1 baths2 Toilets
Medina Gbagada Lagos,"2,200,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Newly built and tastefully finished 2 bedroom flat with all rooms ensuite and .. Read more ,FurnishedNewly Built,2 beds2 baths3 Toilets
Off Freedom Way Lekki Phase 1 Lekki Lagos,"8,000,000/year","  Updated 14 Feb 2023, Added 06 Jan 2023 ", FOR RENT: For rent: brand new 3bedroom apartment Lekki freedom way Rent: N8m Can also.. Read more ,FurnishedServicedNewly Built,3 beds3 baths4 Toilets
Osapa London Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 03 Jan 2023 ", FOR RENT: Tastefully and Prestigious 2 Bedroom Flat Apartment With Modern Facilities Equip.. Read more ,,2 beds2 baths3 Toilets
Jibowu Yaba Lagos,"650,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: Mini flat Location; igbobisabe street jibowu yaba Rent -650k Agent and a.. Read more ,,1 beds1 baths1 Toilets
Oral Estate Chevron Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Luxury and serviced 2bedroom flat with inverter in a serene and secured code ena.. Read more ,,2 beds2 baths3 Toilets
"Lawani Street, Onike Yaba. Onike Yaba Lagos","500,000/year","  Updated 14 Feb 2023, Added 15 Sep 2022 "," FOR RENT: Very decent room self-contain at LAWANI STREET, ONIKE YABA. Rent: 500k per an.. Read more ",,0 beds0 baths0 Toilets
Ekoro Abule Egba Abule Egba Lagos,"800,000/year","  Updated 14 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Executive Modern Newly Built 2 Bedroom Flat In A Serene And Secured Environment .. Read more ,FurnishedNewly Built,2 beds3 baths3 Toilets
Oniru Victoria Island Lagos,"10,000,000/year","  Updated 14 Feb 2023, Added 24 Dec 2022 ", FOR RENT: meackabypropertiesrent FOR RENT 4 BEDROOM TERRACE DUPLEX WITH ONE BQ in a.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Ikota Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 ", FOR RENT: It comes with security quarters in a serene environment .. Read more ,,4 beds4 baths5 Toilets
Estate Phase 2 Gbagada Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 04 Feb 2023 "," FOR RENT: *Inspections 10am today Friday, Company leaves by 12* A Modern Cosy 3 bedr.. Read more ",,3 beds4 baths4 Toilets
Sangotedo Ajah Lagos,"1,600,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Brand New Executive 2 Bedroom Flat Apartments with modern Interior fittings. .. Read more ,Newly Built,2 beds2 baths3 Toilets
Nnobi Left Kilo Marsha Surulere Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: *TOLET* Executive 2bedroom flat all roomensuit located at off Nnobi left kilo.. Read more ,,2 beds2 baths3 Toilets
Oral Estate Chevron Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 04 Feb 2023 "," FOR RENT: *For Rent in Oral Estate *Direct Brief New, Service & Well Spacious En suite .. Read more ",Newly Built,3 beds3 baths4 Toilets
Lawanson Surulere Lagos,"600,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: *JUST OUT* STANDARD ROOM SELF CONTAIN AT OJUELEGBA YABA LAGOS @ OFF OGUNLANA.. Read more ,Newly Built,0 beds1 baths1 Toilets
Lawani Street Onike Yaba Lagos,"600,000/year","  Updated 14 Feb 2023, Added 30 Sep 2022 ", FOR RENT: Very decent Room self contain an apartment with state-of-the-art finishing with .. Read more ,,0 beds0 baths0 Toilets
"Alfa Sunny Street,charly Boy, Gbagada Lagos","1,000,000/year","  Updated 14 Feb 2023, Added 16 May 2022 ", FOR RENT: Note working class preferably Newly build mini flat 3 units available with p.. Read more ,Newly Built,0 beds0 baths0 Toilets
Akoka Yaba Akoka Yaba Lagos,"650,000/year","  Updated 14 Feb 2023, Added 27 Jul 2022 "," FOR RENT: Nice Mini flat in AKOKA YABA, upstairs with car park Rent: 650k one year.. Read more ",,0 beds0 baths0 Toilets
Onipanu Shomolu Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 04 Oct 2022 ", FOR RENT: Decent 3 bedroom flat with master bedroom and visitor toilet and enough parking .. Read more ,,0 beds0 baths0 Toilets
Akoka Akoka Yaba Lagos,"600,000/year","  Updated 14 Feb 2023, Added 15 Jul 2022 ", FOR RENT: Decent mini flat at AKOKA upstairs gated compound . Rent: 600k yearly A/C:.. Read more ,,0 beds0 baths0 Toilets
Salem Ikate Lekki Lagos,"2,300,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: BRAND NEW APARTMENT FOR RENT *Mini Apartment Ground Floor* Location: Sal.. Read more ,Newly Built,1 beds0 baths0 Toilets
Ikota Lekki Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Direct brief Luxury 4bedroom semi Detach duplex to let at signature estate iko.. Read more ,Newly Built,4 beds4 baths5 Toilets
Marshyhill Estate Akins Bus Stop Ado Ajah Lagos,"1,380,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: A newly built 2 bedroom flat in Marshyhill estate Akins bus stop Ado road Ajah.. Read more ,Newly Built,2 beds2 baths3 Toilets
Chevron Alternative Lekki Lagos,"400,000/year","  Updated 14 Feb 2023, Added 15 Oct 2022 ", FOR RENT: *Nice and well furnished Bq also available now in chevron alternative. Comes wit.. Read more ,,0 beds0 baths0 Toilets
Shomolu Lagos,"900,000/year","  Updated 14 Feb 2023, Added 27 Jan 2023 "," FOR RENT: *Just Out Exquisitely finished standard, newly built mini flat with kitchen .. Read more ",Newly Built,1 beds2 baths2 Toilets
Off Gerard Ikoyi Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: SPACIOUS 3 BEDROOM FLAT WITH BQ IN A MINI ESTATE Location: Ikoyi Lagos Price:.. Read more ,,3 beds3 baths4 Toilets
Jubril Martins Surulere Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 ", FOR RENT: Lovely and newly renovated 3 Bedroom flat on Jubril Martins off Olufemi Surulere.. Read more ,,3 beds3 baths0 Toilets
Awolowo Way Ikeja Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: TO LET EXECUTIVE NEWLY BUILT 3 BEDROOM FLAT OFF OBAFEMI AWOLOWO WAY IKEJA RENT.. Read more ,ServicedNewly Built,3 beds3 baths3 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 13 Feb 2023 ", FOR RENT: TO LET EXECUTIVE STANDARD 3 BEDROOM APARTMENT AT MAGODO PHASE ONE BERGER LAGOS .. Read more ,,3 beds3 baths3 Toilets
Isheri North Ojodu Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 ", FOR RENT: 2 bedroom flat 2people in the compound for #1.2.. Read more ,,2 beds2 baths3 Toilets
