Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Lekki Phase 1 Lekki Lagos,"6,000,000/year","  Updated 05 Dec 2022, Added 29 Sep 2022 "," FOR RENT: FOR RENT Lovely and Modern 3-bedroom apartment at Lekki, Lagos. Features.. Read more ",,0 beds0 baths0 Toilets
Ikota Villa Estate Ikota Lekki Lagos,"1,600,000/year","  Updated 05 Dec 2022, Added 10 Oct 2022 ", FOR RENT: Rent 1.6m Agent 160k Legal 160k Caution 100k Self-service.. Read more ,, beds baths Toilets
"Along Main Moniya Alabata Road Near Railway Terminal Area, Moniya Ibadan Oyo","1,000,000","  Updated 18 Feb 2023, Added 17 Dec 2022 ", FOR SALE: ????? ????????: A PLOT OF LAND ALONG TILED ROAD NEAR RAILWAY TERMINAL MONIYA IBA.. Read more,, beds baths Toilets
Thomas Estate Ajah Lagos,"4,000,000/year","  Updated 05 Dec 2022, Added 10 Oct 2022 ", FOR RENT: House for rent Thomas estate Ajah Lagos.. Read more ,Newly Built,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"12,000,000/year","  Updated 05 Dec 2022, Added 28 Jun 2022 "," FOR RENT: For Rent: Luxury 2 bedroom flat in banana island with a swimming pool, gym, .. Read more ",,0 beds0 baths0 Toilets
Thomas Estate Ajah Lagos,"5,000,000/year","  Updated 05 Dec 2022, Added 08 Oct 2022 ", FOR RENT: House for rent Thomas estate Ajah Lagos.. Read more ,Newly Built,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"10,000,000/year","  Updated 05 Dec 2022, Added 29 Sep 2022 "," FOR RENT: Just Out 5-room fully detached duplex, in a gated estate at Oniru available f.. Read more ",,0 beds0 baths0 Toilets
Admiralty Way Lekki Phase 1 Lekki Lagos,"1,300,000/year","  Updated 05 Dec 2022, Added 14 Sep 2022 ", FOR RENT: JUST OUT DIRECT BRIEF SPACIOUS STUDIO APARTMENT UPSTAIRS AND DOWNSTAIRS .. Read more ,,0 beds0 baths0 Toilets
Palm City Estate Off Lekki Epe Expressway Ajah Lagos,"2,500,000/year","  Updated 05 Dec 2022, Added 30 Oct 2022 ", FOR RENT: Flat / Apartment for rent Palm City Estate Off Lekki-Epe Expressway Ajah Lagos.. Read more ,Furnished,0 beds4 baths4 Toilets
Lekki Lagos,"850,000/year","  Updated 05 Dec 2022, Added 16 Oct 2022 ", FOR RENT: *_JUST OUT *DIRECT BRIEF-TALKING TO THE LANDLORD LOCATION- GOLDED PALM ESTAT.. Read more ,FurnishedServicedNewly Built,0 beds1 baths1 Toilets
Lekki Phase 1 Lekki Lagos,"1,600,000/year","  Updated 05 Dec 2022, Added 23 Aug 2022 ", FOR RENT: DIRECT- talking to the landlord Serviced MINI FLAT ( ROOM AND PALOR) now avai.. Read more ,,0 beds0 baths0 Toilets
"Malete, Opposite Beechwood Estate Ibeju Lekki Lagos","550,000/year","  Updated 05 Dec 2022, Added 03 Aug 2022 "," FOR RENT: NOW LETTING SHOP AVAILABLE AT MALETE OPPOSITE BEECHWOOD ESTATE , IBEJU-lekki .. Read more ",ServicedNewly Built, beds baths Toilets
Shomolu Shomolu Lagos,"500,000/year","  Updated 05 Dec 2022, Added 06 Nov 2022 ", FOR RENT: Flat / Apartment for rent Shomolu Shomolu Lagos.. Read more ,Newly Built,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"8,000,000/year","  Updated 05 Dec 2022, Added 01 Aug 2022 ", FOR RENT: For Rent: Furnished 3 Bedrooms apartment for lease -Comes with pre-install.. Read more ,, beds baths Toilets
Lekki Phase 1 Lekki Lagos,"320,000/month","  Updated 05 Dec 2022, Added 05 May 2022 ", FOR RENT: Please the 320k for a month Fully serviced Fitted kitchen with everything you.. Read more ,FurnishedServicedNewly Built,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"1,600,000/year","  Updated 05 Dec 2022, Added 24 Aug 2022 ", FOR RENT: JUST OUT Serviced Studio Apartment with an Open Plan Kitchen for rent in Ikat.. Read more ,,0 beds0 baths0 Toilets
Charley Boy Side Phase 2 Gbagada Lagos,"800,000/year","  Updated 05 Dec 2022, Added 02 Jun 2022 ", FOR RENT: JUST OUT NOW DEALING WITH MANDATE Newly Built Unique Fence round and Gated w.. Read more ,Newly Built,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"9,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 ", FOR RENT: Semi Direct Letting Fully furnished and serviced 3bedrooms apartment with bq... Read more ,,0 beds0 baths0 Toilets
Osapa London Lekki Lagos,"2,600,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: 2 bedroom flat at osapa London Rent 2.6m Agency 10% Legal 10% Cauti.. Read more ,,0 beds0 baths0 Toilets
Oyin Jolayemi Street Victoria Island Lagos,"50,000/sqm","  Updated 30 Nov 2022, Added 28 Apr 2022 "," FOR RENT: Office Spaces To Let Oyin Jolayemi Street, Victoria Island. Spaces availab.. Read more ",,0 beds0 baths0 Toilets
Durosimi Street Shomolu Lagos,"3,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: Luxury 3 bedroom all rooms en-suite apartment Rent - 3.5m Service charge-300k.. Read more ,,0 beds0 baths0 Toilets
"Off Admiralty Way, Lekki Lagos","16,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: SEMI-DIRECT BRIEF SPACIOUS 5 BEDROOM SEMI-DETACHED DUPLEX COMES WITH A 50K.. Read more ,,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"5,000,000","  Updated 30 Nov 2022, Added 20 May 2022 "," FOR RENT: To let 3 UNITS Luxury serviced 3 Bedroom Apartment, with a BQ all rooms ensui.. Read more ",,0 beds0 baths0 Toilets
Life Camp Abuja,"22,500,000","  Updated 19 Feb 2023, Added 30 Jan 2023 ", FOR SALE: A fully automated 4 bedroom flat in the heart of Lifecamp located in a serene en.. Read more,,4 beds5 baths5 Toilets
Oniru Victoria Island Lagos,"10,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 "," FOR RENT: Four units of Fully Fitted 5bedroom terrace duplexes for rent in Oniru, Victoria.. Read more ",,0 beds0 baths0 Toilets
Agungi Lekki Lagos,"5,500,000","  Updated 30 Nov 2022, Added 12 May 2022 ", FOR RENT: My direct massive 4bedroom fully detached duplex with bq beside piccadilly suite.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"5,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 ", FOR RENT: To let 2/3 bedroom flat to in lekki phase1 Rent 3.5M (2bedroom) Rent .. Read more ,,0 beds0 baths0 Toilets
Ikoyi Lagos,"600,000","  Updated 30 Nov 2022, Added 29 Apr 2022 ", FOR RENT: boy's quarter in ikoyi 24hours light Annual rent 600k Service charge 200k(t.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"7,500,000","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: Rent Alert 4Bedroom Terrace Duplex Location: Lekki Phase 1 Rent: 7.5.. Read more ,,0 beds0 baths0 Toilets
Agungi Lekki Lagos,"4,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 ", FOR RENT: Agungi Semi-Direct Letting 18 units of three bedroom Semi detached building .. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"10,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: 4 bedroom detached duplex with a room Boy's quarter at lekki phase 1 ( please no.. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"65,000,000/year","  Updated 30 Nov 2022, Added 30 Sep 2022 ", FOR RENT: FOR SALE This Lovely 2 bedroom apartment is for sale Values- - Well spaci.. Read more ,,0 beds0 baths0 Toilets
Behind Elevation Church Jakande Lekki Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 "," FOR RENT: 2 bedroom flats available to let in jakande, behind elevation church. Rent: N.. Read more ",,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"4,000,000/year","  Updated 30 Nov 2022, Added 27 Apr 2022 ", FOR RENT: 2 bedroom flat Location: ikate Rent: 4m Sc: 800k Caution: 200k Agency: 10%.. Read more ,,0 beds0 baths0 Toilets
Agungi Lekki Lagos,"3,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 ", FOR RENT: Rent Alert 2-Bedroom Apartment Location: Agungi Rent: 3Million Age.. Read more ,,0 beds0 baths0 Toilets
Oral Estate Lekki Lagos,"4,000,000/year","  Updated 30 Nov 2022, Added 14 Oct 2022 ", FOR RENT: FOR RENT This BRAND NEW 4 BEDROOM TERRACED HOUSE WITH A BQ is located in a s.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"3,800,000/year","  Updated 30 Nov 2022, Added 14 Oct 2022 ", FOR RENT: Just out very standard 2 bedroom flat self service apartment @lekki phase on.. Read more ,,0 beds0 baths0 Toilets
Chevron Alternative Lekki Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: Fully Serviced Spacious 2bedrooms Apartment with Inverter For Rent Location: .. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"3,300,000/year","  Updated 30 Nov 2022, Added 15 Sep 2022 ", FOR RENT: TO LET Extremely beautiful and spacious 2 bedroom apartment ( 2 aircondition .. Read more ,,0 beds0 baths0 Toilets
Dideolu Estate Victoria Island Lagos,"7,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 "," FOR RENT: Dideolu estate VI 3 bedroom apartment & a Bq Rent: N7,000,000 S/cha.. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"5,500,000/year","  Updated 30 Nov 2022, Added 21 Sep 2022 ", FOR RENT: 3 bedroom flat with a room BQ for rent in Lekki phase 1. (2 in a compound) Se.. Read more ,,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"80,000,000/year","  Updated 30 Nov 2022, Added 12 May 2022 "," FOR RENT: 8 BEDROOM MANSION IN BANANA ISLAND, LAGOS. Facilities Include: 5 Bedroom Dup.. Read more ",,0 beds0 baths0 Toilets
Off Monastery Road Sangotedo Ajah Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 14 Jun 2022 ", FOR RENT: House for rent Off Monastery Road Sangotedo Ajah Lagos.. Read more ,Serviced,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"105,000,000","  Updated 19 Feb 2023, Added 07 Nov 2022 ", FOR SALE: FOR SALE: Brand New and Luxury 5 Bedroom Detached Duplex with Boys Quarter at Ik.. Read more,Newly Built,5 beds6 baths7 Toilets
Platinum Way Lekki Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 15 Sep 2022 ", FOR RENT: For rent: 2-bedroom apartment for rent Rent 2.5M Sc 550k covers security.. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: Fully furnished 2 bedroom flat available for rent ikate rent 5m Agency .. Read more ,,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"5,500,000/year","  Updated 30 Nov 2022, Added 30 Sep 2022 "," FOR RENT: Fully Serviced Luxury 3bedrooms apartment with Swimming Pool,Lift & BQ For Rent .. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"4,500,000/year","  Updated 30 Nov 2022, Added 28 Apr 2022 ", FOR RENT: LUXURY 2 BEDROOM FLAT WITH BQ FEATURES: SWIMMING POOL 2 STAND BY GENERATO.. Read more ,,0 beds0 baths0 Toilets
Ilasan Lekki Lagos,"2,300,000/year","  Updated 30 Nov 2022, Added 27 Apr 2022 ", FOR RENT: DIRECT LETTING NEW ARRIVAL sharp 2 BEDROOM FLAT By salem ilasan Rent=2.300.00.. Read more ,,0 beds0 baths0 Toilets
"Drake Court, Ikate Lekki Lagos","4,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 "," FOR RENT: Brand New 2 Bedroom Apartment at Drake Court, Ikate, Lekki-Lagos. Rent - N4m .. Read more ",,0 beds0 baths0 Toilets
Orchid Lekki Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 14 Oct 2022 ", FOR RENT: NOW LETTING AT ORCHID ROAD 3BEDROOM TERRACE Rent 2.5m Agency 250k Legal 250k .. Read more ,,0 beds0 baths0 Toilets
Bourdillon Ikoyi Lagos,"7,500,000/year","  Updated 30 Nov 2022, Added 04 Oct 2022 ", FOR RENT: FOR RENT OFF BOURDILLON IKOYI LOVELY FULLY SERVICED 3BEDROOM TERRACE OFF BOU.. Read more ,,0 beds0 baths0 Toilets
Osborne Phase2 Ikoyi Lagos,"18,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: Semi Direct brief Osborne phase 2 5 units of 5bedroom fully detached with.. Read more ,,0 beds0 baths0 Toilets
Orchid Lekki Lagos,"5,000,000/year","  Updated 30 Nov 2022, Added 14 Oct 2022 ", FOR RENT: Newly built luxury 4 bedroom ensuite Semi-detached duplex with standard BQ for .. Read more ,,0 beds0 baths0 Toilets
"Richmond Gate Estate, Lekki Lagos","6,000,000/year","  Updated 30 Nov 2022, Added 28 Apr 2022 ", FOR RENT: brand new two units of 4bedroom terrace fitted with ac’s and a room bq in in a m.. Read more ,,0 beds0 baths0 Toilets
Salem Ilasan Lekki Lagos,"3,500,000/year","  Updated 30 Nov 2022, Added 14 Oct 2022 ", FOR RENT: Brand new 2 and 3bedroom for rent at salem ilasan Note: it’s a self service .. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"7,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: For rent: 4-bedroom terrace for rent Rent: 7m Service Charge: 1.8m(Excludin.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"12,000,000","  Updated 30 Nov 2022, Added 04 May 2022 "," FOR RENT: DETACHED 4BEDROOM DUPLEX WITH SWIMMING POOL ,GYM HOUSE + BQ LOCATION: LEKKI.. Read more ",,0 beds0 baths0 Toilets
Monastery Road Sangotedo Lagos,"6,000,000/year","  Updated 30 Nov 2022, Added 23 Aug 2022 "," FOR RENT: 4 Bedroom Semi Detached Duplex For Rent Price: N6,000,000 Features: -CCTV C.. Read more ",Furnished,0 beds0 baths0 Toilets
Osapa London Lekki Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 07 Nov 2022 ", FOR RENT: Self-service 2 bedroom flat Location osapa London Rent 2.5M Caution 200k A.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"6,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 ", FOR RENT: See another brief below: Fully serviced apartment with swimming pool and gym... Read more ,,0 beds0 baths0 Toilets
Ikoyi Lagos,"9,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 ", FOR RENT: 3 bedroom Condominium with a bq fr rent Tennis and squash court Swimming poo.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"6,500,000/year","  Updated 30 Nov 2022, Added 21 Sep 2022 ", FOR RENT: FOR RENT A very spacious 3 BEDROOM APARTMENT in a secure environment at LEK.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"3,500,000/year","  Updated 30 Nov 2022, Added 21 Sep 2022 ", FOR RENT: FOR RENT A Lovely 2 BEDROOM APARTMENT located in a secure environment at LE.. Read more ,,0 beds0 baths0 Toilets
Lekki Lagos,"4,500,000/year","  Updated 30 Nov 2022, Added 07 Nov 2022 ", FOR RENT: To Let service a 3 bedroom flat & Bq in Lekki Phase 1 strictly for RESIDENTIAL .. Read more ,,0 beds0 baths0 Toilets
Chevron Lekki Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: 2 beds in Chevron rent 2.5m Agency10% Agreement10% Caution10%.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"6,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 ", FOR RENT: SELF SERVICED 3 BEDROOM APARTMENT FOR RENT IN LEKKI PHASE 1 RENT: 6M LEGAL.. Read more ,,0 beds0 baths0 Toilets
Oral Estate Lekki Lagos,"5,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: Oral Estate Brand new 4bedroom semi-detached with bq Rent 5.5m Agency 10.. Read more ,,0 beds0 baths0 Toilets
Lekki Lagos,"5,000,000/year","  Updated 30 Nov 2022, Added 07 Nov 2022 ", FOR RENT: S-Direct Brief Fully serviced 2 Bedroom Apartment with 24-hour light Loc.. Read more ,,0 beds0 baths0 Toilets
"Esomo Close, Off Toyin Street Ikeja Lagos","3,500,000/year","  Updated 30 Nov 2022, Added 11 Aug 2022 ", FOR RENT: TO LET!!! Neatly finished 3 room Office Space available to let. Rent: 3.5m.. Read more ,,0 beds0 baths1 Toilets
Orchid Lekki Lagos,"4,000,000/year","  Updated 30 Nov 2022, Added 19 Oct 2022 "," FOR RENT: 4 BEDROOM TERRACE DUPLEX (TIDE COURT, ORCHID HOTEL ROAD) Rent: N4million A.. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"4,000,000/year","  Updated 30 Nov 2022, Added 15 Sep 2022 ", FOR RENT: To LET Luxury 2 bedroom furnished apartment off admiralty way lekki phase1 .. Read more ,,0 beds0 baths0 Toilets
Victoria Island Lagos,"30,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 "," FOR RENT: 10 bedroom duplex in Victoria Island for lease Rent N30m, Term 5 years le.. Read more ",,0 beds0 baths0 Toilets
"Northern Foreshore Estate, Off Chevron Drive, Lekki Lagos","10,000,000/year","  Updated 30 Nov 2022, Added 19 Sep 2022 "," FOR RENT: 5 bedroom detached duplex for rent Northern Foreshore Estate, Off Chevron Dri.. Read more ",,0 beds0 baths0 Toilets
Adeola Odeku Victoria Island Lagos,"5,500,000/year","  Updated 30 Nov 2022, Added 05 Oct 2022 "," FOR RENT: Newly renovation serviced apartment available for lease off Adeola odeku, Victor.. Read more ",,0 beds0 baths0 Toilets
Chevyview Estate Lekki Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 22 Sep 2022 ", FOR RENT: 2 bedroom serviced flat @ Chevy View Estate Rent 2.5m Agency 10% Legal 10%.. Read more ,,0 beds0 baths0 Toilets
"Off Fola Osibo Street, Lekki Phase 1 Lekki Lagos","2,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: 2-bedroom flat bq Rent- N2.5m negotiable SC- 50k monthly Covers Nepa & Gen .. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"8,600,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: SPACIOUS 4BEDROOM TERRACE DUPLEX WITH SWIMMING (24HRS SERVICED) FURNISHED.. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"3,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: Now Letting A well-maintained 3-bedroom luxury apartment is available for Ren.. Read more ,,0 beds0 baths0 Toilets
Ologolo Lekki Lagos,"6,000,000","  Updated 30 Nov 2022, Added 04 May 2022 ", FOR RENT: Ologolo 4bedroom semi detached with bq Brand new Rent 6 million Agen.. Read more ,,0 beds0 baths0 Toilets
Chevron Lekki Lagos,"7,000,000/year","  Updated 30 Nov 2022, Added 19 Oct 2022 ", FOR RENT: 4 bedroom fully detached duplex with Bq en-suit Location: Chevron alternative .. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"4,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 "," FOR RENT: TO LET VERY BEAUTIFULLY FINISHED, PARTIALLY FURNISHED 2BEDROOM FLAT(FIRST FLO.. Read more ",,0 beds0 baths0 Toilets
Chevron Lekki Lagos,"5,000,000","  Updated 30 Nov 2022, Added 04 May 2022 ", FOR RENT: TO LET 4 BEDROOM TERRACE WITH A ROOM BQ and a Communal pool FEATURES: - Serv.. Read more ,,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"110,000,000","  Updated 19 Feb 2023, Added 12 Feb 2023 "," FOR SALE: This contemporary custom home offers unparalleled craftsmanship, exceptional ame.. Read more",Newly Built,5 beds6 baths7 Toilets
Adeola Odeku Victoria Island Lagos,"5,500,000/year","  Updated 30 Nov 2022, Added 22 Sep 2022 "," FOR RENT: Newly renovation serviced apartment available for lease off Adeola odeku, Victor.. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"10,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: 3 bedroom flat lekki phase one behind dowen college Price 10m net no negotiat.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"10,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 "," FOR RENT: FOR LEASE IN A MINI ESTATE, LEKKI PHASE1 Description: 4-bedroom semi-detac.. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"5,000,000/year","  Updated 30 Nov 2022, Added 04 Oct 2022 "," FOR RENT: TO LET IN LEKKI PHASE 1, LAGOS. This is a luxury 3 bedroom serviced apartmen.. Read more ",,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"5,500,000/year","  Updated 30 Nov 2022, Added 30 Sep 2022 ", FOR RENT: 3 bedroom apartment with a room bq in Oniru Estate. Rent: N5.5m S.c: N1.5m inc.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"4,000,000/year","  Updated 30 Nov 2022, Added 23 Oct 2022 ", FOR RENT: Brand renovated 4 units of 2 bedroom flat @ lekki phase 1 Rent N4m per .. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"3,600,000/year","  Updated 30 Nov 2022, Added 15 Sep 2022 ", FOR RENT: Lovely Newly renovated self-service 2bedroom flat in Lekki phase1. Rent: 3.6m .. Read more ,,0 beds0 baths0 Toilets
Lekki Lagos,"4,500,000/year","  Updated 30 Nov 2022, Added 07 Nov 2022 ", FOR RENT: 2 bedroom apartment available in Lekki phase 1 Rent 4.5m Sc 1.8m Diesel 1m Le.. Read more ,,0 beds0 baths0 Toilets
Toyin Street Ikeja Lagos,"40,000/month","  Updated 30 Nov 2022, Added 22 Jul 2022 "," FOR RENT: Office space is available at 18b Esomo Close, off Toyin Street, in Ikeja Lagos. .. Read more ",,0 beds0 baths0 Toilets
Lekki Lagos,"7,000,000/year","  Updated 30 Nov 2022, Added 14 Oct 2022 ", FOR RENT: DIRECT BRIEF TO LET It's a 4 bedroom semi-detached duplex with BQ. It's s.. Read more ,,0 beds0 baths0 Toilets
Marwa Lekki Lagos,"3,500,000/year","  Updated 30 Nov 2022, Added 15 Sep 2022 ", FOR RENT: newly built self-serviced 2 bedroom apartment It is located in a nice neighborh.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"6,500,000","  Updated 30 Nov 2022, Added 29 Apr 2022 ", FOR RENT: TO LET 3BEDROOM APARTMENT WITH A ROOM BQ FEATURES: - fully Serviced - Fitte.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"4,500,000/year","  Updated 30 Nov 2022, Added 30 Sep 2022 ", FOR RENT: Direct Brief Fully serviced 3 Bedrooms Apartment with Elevator with 24hours .. Read more ,,0 beds0 baths0 Toilets
Ologolo Lekki Lagos,"3,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: TO LET Luxury 2 bedroom flats Ologolo Rent 3m per annum Agency 10% Lega.. Read more ,,0 beds0 baths0 Toilets
Victoria Island Lagos,"3,500,000/year","  Updated 30 Nov 2022, Added 05 Oct 2022 ", FOR RENT: Blocks of Lovely 2bedroom flat with bq in VI. Rent: 3.5m S.C: 2.5m( common ar.. Read more ,,0 beds0 baths0 Toilets
Chevron Lekki Lagos,"8,000,000/year","  Updated 30 Nov 2022, Added 20 May 2022 ", FOR RENT: FURNISHED & SERVICED 4 BEDROOM DETACHED DUPLEX WITH POOL FOR LEASE Location: .. Read more ,,0 beds0 baths0 Toilets
Parkview Estate Ikoyi Lagos,"13,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 "," FOR RENT: SEMI-DIRECT BRIEF FURNISHED 3 BEDROOM FLAT, NO BQ INCLUSIVE OF SERVICE CH.. Read more ",,0 beds0 baths0 Toilets
Lekki Lagos,"15,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 "," FOR RENT: 4 BEDROOM SEMI-DETACHED DUPLEX LOCATION: WATERFRONT, LEKKI PHASE RENT: 15M.. Read more ",,0 beds0 baths0 Toilets
Ologolo Lekki Lagos,"6,000,000/year","  Updated 30 Nov 2022, Added 13 May 2022 ", FOR RENT: TO LET IN OLOGOLO Newly built 4 bedroom semi-detached duplex with 1 room Bq i.. Read more ,,0 beds0 baths0 Toilets
Victoria Island Lagos,"11,000,000/year","  Updated 30 Nov 2022, Added 19 Oct 2022 ", FOR RENT: 3 bedroom terrace duplex with a bq and Swimming pool in Victoria Island. Rent: .. Read more ,,0 beds0 baths0 Toilets
Spar Road Ikate Lekki Lagos,"75,000/day","  Updated 14 Feb 2023, Added 04 May 2022 ", FOR SHORTLET: 2-Beds | 24/7 Electricity | Open plan kitchen | Netflix | Internet | Swimming po.. Read more,,2 beds baths Toilets
Osborne Foreshore Estate Ikoyi Lagos,"8,500,000/year","  Updated 30 Nov 2022, Added 04 Oct 2022 "," FOR RENT: TOLET: 3BEDROOM MAISONETTE AT OSBORNE PHASE 2, IKOYI A fully furnished 3bedro.. Read more ",,0 beds0 baths0 Toilets
Joel Ogunaike Street Ikeja Gra Ikeja Lagos,"850,000/sqm","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: IKEJA G.R.A LAND FOR SALE 1250sqm of mixed-use bare land Location: Joel Og.. Read more ,,0 beds0 baths0 Toilets
"Off Road 4, Vgc Lekki Lagos","140,000,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: FOR SALE: Bareland measuring 675sqm off-road 4 Victoria Garden City. Price: 140.. Read more ,,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"6,000,000/year","  Updated 30 Nov 2022, Added 05 Oct 2022 "," FOR RENT: 3 bedroom apartment with a bq, gym, elevator and swimming pool at oniru. Rent: 6.. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"2,500,000/year","  Updated 30 Nov 2022, Added 14 Oct 2022 ", FOR RENT: To Let 2 bedroom flat Location: Lekki phase 1 Rent: 2.5m Sc: 300k Agency: .. Read more ,,0 beds0 baths0 Toilets
Pinnacle Filling Station Marwa Lekki Lagos,"3,500,000/year","  Updated 30 Nov 2022, Added 13 Sep 2022 ", FOR RENT: To let newly renovated self-serviced 2 bedroom apartment in an enclosed estate i.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"5,000,000/year","  Updated 30 Nov 2022, Added 05 Oct 2022 ", FOR RENT: JUST OUT 3 BEDROOM+BQ AVAILABLE WITHIN LEKKI PHASE ONE FOR RENT IN A SECURED .. Read more ,,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"3,500,000/year","  Updated 30 Nov 2022, Added 20 May 2022 ", FOR RENT: Brand new 4 bedroom terrace duplex at Ikota Rent: 3.5m Legal: 10% Agency: .. Read more ,,0 beds0 baths0 Toilets
