Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Ogudu Lagos,"600,000/year","  Updated 15 Feb 2023, Added 11 Feb 2023 ", FOR RENT: Newly renovated spacious Miniflat with all modern facilities and fenced round wi.. Read more ,FurnishedNewly Built,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"4,000,000/year",  Added 15 Feb 2023 , FOR RENT: Serviced 3 Bedroom Apartment with a Room Bq for rent in Lekki Phase 1 Lagos. .. Read more ,Serviced,3 beds3 baths4 Toilets
Monastery Road Sangotedo Ajah Lagos,"3,200,000/year",  Added 15 Feb 2023 , FOR RENT: Description: 5BR Semi Detached Duplex with Bq Location: A very Secured Estat.. Read more ,ServicedNewly Built,5 beds6 baths6 Toilets
Silverbird Road Ilasan Lekki Lagos,"1,300,000/year",  Added 15 Feb 2023 , FOR RENT: 1 bedroom and a parlour miniflat. With a kitchen and a toilet and bath .. Read more ,Newly Built,1 beds1 baths1 Toilets
A Well Secured Estate Ikota Lekki Lagos,"5,500,000/year",  Added 15 Feb 2023 , FOR RENT: Perfectly Built Four Bedroom Duplex Available Rent 5.5m Agency 10% Legal 10.. Read more ,ServicedNewly Built,4 beds5 baths5 Toilets
Ikate Lekki Lagos,"5,000,000/year",  Added 15 Feb 2023 , FOR RENT: Luxury and Spacious 3 Bedroom Maisonette in Ikate for rent Rent- 5million S.. Read more ,Newly Built,3 beds0 baths0 Toilets
Vgc Lekki Lagos,"4,000,000/year","  Updated 15 Feb 2023, Added 15 Feb 2023 ", FOR RENT: Tastefully Finished 3 Bedroom Detached Bungalow With Penthouse For Rent Price: .. Read more ,Newly Built,3 beds3 baths4 Toilets
Sabo Yaba Lagos,"1,800,000/year","  Updated 15 Feb 2023, Added 15 Feb 2023 ", FOR RENT: * Neatly used 2bedroom flat at Sabo Yaba. *Features* **Kitchen Cabinets .. Read more ,,2 beds2 baths3 Toilets
Airport Road(ikeja) Ikeja Lagos,"1,600,000/year",  Added 15 Feb 2023 ," FOR RENT: TO LET IN AJAO ESTATE NICE 3 BEDROOM FLAT ALL ROOMS ENSUIT POP CEILING, WARDR.. Read more ",Newly Built,3 beds3 baths3 Toilets
Pedro Shomolu Lagos,"1,600,000/year",  Added 15 Feb 2023 ," FOR RENT: A relatively new 2 units of 3 bedroom apartment in a serene, calm, and secured .. Read more ",,3 beds3 baths4 Toilets
Akoka Yaba Lagos,"1,500,000/year",  Added 15 Feb 2023 ," FOR RENT: Decent 3 Bedroom flat upstairs 1st floor, 3t3b, wardrobe, kitchen cabinets n sto.. Read more ",,3 beds3 baths3 Toilets
Remibo Estate/paradise Ikotun Ikotun Igando Lagos,"900,000/year","  Updated 15 Feb 2023, Added 19 Aug 2022 "," FOR RENT: Newly built to standard house with ultramodern facilities, located in a very con.. Read more ",Newly Built,0 beds0 baths0 Toilets
Berger Ojodu Lagos,"1,300,000/year",  Added 15 Feb 2023 , FOR RENT: To let Brand newly built 3bedroom flat all room ensuite with visitors toilet.. Read more ,Newly Built,3 beds3 baths3 Toilets
"Adjacent Crown Estate,after Shoperite Sangotedo Ajah Lagos","2,150,000/year",  Added 15 Feb 2023 ," FOR RENT: To let...... 4 Bedroom Terrace Duplex at Vintage Estate, opposite Crown Estate.. Read more ",,4 beds4 baths4 Toilets
Lekki Phase 1 Lekki Lagos,"1,600,000/year",  Added 15 Feb 2023 , FOR RENT: Direct Brief: Spacious mini flat for rent in an estate in SPG off Rent 1.6m .. Read more ,,1 beds1 baths1 Toilets
Beechwood Estate Ajah Lagos,"52,000,000","  Updated 18 Feb 2023, Added 31 Jan 2023 ", FOR SALE: ** Distressed Sale *** We are pleased to present these newly built 4 Bedroom d.. Read more,ServicedNewly Built,4 beds4 baths5 Toilets
Omole Phase 2 Ojodu Lagos,"1,500,000/year",  Added 15 Feb 2023 , FOR RENT: 3 bedroom flat at Omole extension (olowora) for rent 1.5m other charges follow s.. Read more ,,3 beds3 baths4 Toilets
Victoria Island Lagos,"2,800,000/year","  Updated 15 Feb 2023, Added 15 Feb 2023 ", FOR RENT: Studio Apartment at 1004 Apartment* Well Maintained Mini Flat at 1004 Apartme.. Read more ,,1 beds1 baths0 Toilets
Unilag Estate Magodo Kosofe Ikosi Lagos,"2,500,000/year","  Updated 15 Feb 2023, Added 15 Feb 2023 ", FOR RENT: *Letting at Unilag Estate Magodo Isheri - Three Bedroom Flat* Ground floor Th.. Read more ,,3 beds3 baths4 Toilets
Idowu Str Bariga Akoka Yaba Lagos,"1,500,000/year",  Added 15 Feb 2023 ," FOR RENT: Decent 3Bedroom flat upstairs 1st floor, 3t3b, wardrobe, kitchen cabinets n stor.. Read more ",,3 beds3 baths3 Toilets
Lekki Phase 1 Lekki Lagos,"2,900,000/year",  Added 15 Feb 2023 ," FOR RENT: Two bedrooms flat in a gated estate behind PRIMEWATERVIEW estate, Ikate Elegushi.. Read more ",,2 beds2 baths3 Toilets
Sangotedo Ajah Lagos,"2,500,000/year",  Added 15 Feb 2023 , FOR RENT: Description: 3BR Flat Location: Monastery Road Sangotedo Rent: 2.5M A.. Read more ,ServicedNewly Built,3 beds4 baths4 Toilets
Lekki Phase 1 Lekki Lagos,"3,500,000/year",  Added 15 Feb 2023 , FOR RENT: VERY SHARP 2 BEDROOM APARTMENT ALL ENSUITE IN LEKKI PHASE ONE 3.5.. Read more ,FurnishedServiced,2 beds2 baths3 Toilets
Agungi Lekki Lagos,"3,000,000/year",  Added 15 Feb 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Agungi Lekki Lagos.. Read more ,,2 beds2 baths0 Toilets
Abacha Estate Ikoyi Lagos,"15,000,000/year",  Added 15 Feb 2023 , FOR RENT: Luxury & well Maintained 3 -Bedroom Apartment Feature!! Gym 1 Room BQ 24hr.. Read more ,,3 beds3 baths4 Toilets
Ago Palace Okota Lagos,"1,300,000/year",  Added 15 Feb 2023 , FOR RENT: Rent an Executive 3 Bedroom Flat in Ago Palace Okota very decent house with all .. Read more ,,3 beds3 baths4 Toilets
Chevron Lekki Lagos,"3,200,000/year",  Added 15 Feb 2023 , FOR RENT: Brand new 4 bedroom duplex terrace Orchid. Rent 3.2m Caution 300 Agency 10 p.. Read more ,,4 beds4 baths5 Toilets
Olowora Kosofe Ikosi Lagos,"2,200,000/year",  Added 15 Feb 2023 , FOR RENT: Newly built 2 bedroom flat in olowora 2.2 million.. Read more ,,0 beds0 baths0 Toilets
Ilasan Lekki Lagos,"2,000,000/year",  Added 15 Feb 2023 , FOR RENT: Fresh and Unique Mini Flat Apartment With Modern Facilities Equipped In A Gated .. Read more ,,1 beds0 baths0 Toilets
Berger Ojodu Lagos,"1,300,000/year","  Updated 15 Feb 2023, Added 15 Feb 2023 "," FOR RENT: This is a brand new 3 bedroom flat with all round tiles, all rooms ensuites with.. Read more ",FurnishedNewly Built,3 beds4 baths4 Toilets
Shangisha Kosofe Ikosi Lagos,"1,000,000/year",  Added 15 Feb 2023 ," FOR RENT: Mini Flat available for rent in Shangisha 1,000,000 pa annum.. Read more ",,1 beds0 baths0 Toilets
Soluyi Gbagada Lagos,"2,800,000/year","  Updated 15 Feb 2023, Added 08 Feb 2023 ", FOR RENT: Newly built lovely 2 and 3 bedroom flat with modern facilities @ soluyi Gbagada .. Read more ,Newly Built,3 beds3 baths4 Toilets
Ilasan Lekki Lagos,"3,000,000/year",  Added 15 Feb 2023 , FOR RENT: Executive and Fresh 3 Bedroom Flat Apartment With Modern Facilities Equipped In .. Read more ,,3 beds3 baths3 Toilets
Bariga Shomolu Lagos,"1,500,000/year","  Updated 15 Feb 2023, Added 15 Feb 2023 "," FOR RENT: Decent 3Bedroom flat upstairs 1st floor, 3t3b, wardrobe, kitchen cabinets n stor.. Read more ",,3 beds3 baths3 Toilets
Ogudu Lagos,"1,200,000/year",  Added 15 Feb 2023 ," FOR RENT: JUST OUT ?? Relatively New Spacious Mini flat in a Mini Estate, OGUDU ORIOKE,.. Read more ",,0 beds0 baths0 Toilets
Ojodu Lagos,"5,000,000/year",  Added 15 Feb 2023 , FOR RENT: 4 Bedroom terrace house with BQ in water full estate ojodu #5m negotiable.. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"85,000,000","  Updated 20 Feb 2023, Added 20 Sep 2022 "," FOR SALE: modern 3 bedroom apartment in Ikate, Lekki, Lagos. This home has functional l.. Read more",ServicedNewly Built,3 beds3 baths4 Toilets
Ifako Ogba Ogba Lagos,"400,000/year",  Added 15 Feb 2023 , FOR RENT: Well Maintained and Spacious Mini Flat Apartment With All Round Tiles In A Secur.. Read more ,,1 beds0 baths0 Toilets
Chevron Lekki Lagos,"2,500,000/year",  Added 15 Feb 2023 , FOR RENT: Brand New 2bedroom at orchid road The rent is 2.5m Caution. 250k Agency. 250.. Read more ,,2 beds2 baths3 Toilets
Toyin Street Ikeja Lagos,"1,500,000/year",  Added 15 Feb 2023 , FOR RENT: Very Decent and Standard 2 Bedroom Flat Apartment With All Round Tiles At Toyin .. Read more ,,2 beds0 baths0 Toilets
Unity Estate Badore Ajah Lagos,"600,000/year",  Added 15 Feb 2023 , FOR RENT: A lovely brand new apartment built with the latest facilities .. Read more ,,1 beds1 baths1 Toilets
Alapere Kosofe Ikosi Lagos,"700,000/year",  Added 15 Feb 2023 , FOR RENT: 1 bedroom Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos.. Read more ,Newly Built,1 beds1 baths2 Toilets
Oniru Victoria Island Lagos,"8,000,000/year",  Added 15 Feb 2023 ," FOR RENT: 3 Bedroom apartment with BQ Location: Oniru, VI Rent: N8m/annum Service cha.. Read more ",,3 beds3 baths4 Toilets
Marshy Hill Estate Badore Ajah Lagos,"1,200,000/year",  Added 15 Feb 2023 , FOR RENT: Esquisitely finished apartment with a touch of class Two bedroom in Akins 1... Read more ,,2 beds2 baths3 Toilets
Unity Estate Badore Ajah Lagos,"600,000/year",  Added 15 Feb 2023 ," FOR RENT: A room and parlor space apartment with clean running water,good access road,clea.. Read more ",,1 beds1 baths1 Toilets
Unity Estate Badore Ajah Lagos,"750,000/year",  Added 15 Feb 2023 ," FOR RENT: A nice two bedroom apartment with clean running water,good access road,clean com.. Read more ",,2 beds2 baths2 Toilets
Unity Estate Badore Ajah Lagos,"500,000/year",  Added 15 Feb 2023 , FOR RENT: A lovely apartment with very close proximity to the Main Road.. Read more ,,1 beds1 baths1 Toilets
Unilag Estate Magodo Gra Phase 1 Ojodu Lagos,"3,000,000/year",  Added 15 Feb 2023 , FOR RENT: Semi Detached 4Bedrooms Duplex in Magodo Phase 1 GRA Unilag Estate for 3milion.. Read more ,,4 beds4 baths4 Toilets
Shangisha Kosofe Ikosi Lagos,"1,200,000/year",  Added 15 Feb 2023 , FOR RENT: Mini Flat available for rent in Shangisha. 1.2m pa annum. New house.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"5,000,000/year",  Added 15 Feb 2023 , FOR RENT: Just out 2 unit of 3 bedroom flat with room BQ service apartment @lekki phase.. Read more ,,0 beds0 baths0 Toilets
Abesan Estate Ipaja Lagos,"650,000/year",  Added 15 Feb 2023 , FOR RENT: Newly built Mini flat at Abesan Estate all round Pop.with Wardrobe and kitchen c.. Read more ,,0 beds0 baths0 Toilets
Iyana Ipaja Ipaja Lagos,"700,000/year",  Added 15 Feb 2023 ," FOR RENT: Just in Two bedroom flat off Ero family, Victor Fagbemi , Aboru with each hav.. Read more ",,0 beds0 baths0 Toilets
Abule Egba Lagos,"800,000/year",  Added 15 Feb 2023 ," FOR RENT: To let 3bedroom apartment with Pop, separate pre paid meter with 3toilets of.. Read more ",,0 beds0 baths0 Toilets
Ekoro Abule Egba Lagos,"500,000/year",  Added 15 Feb 2023 ," FOR RENT: Just in An executive Miniflat in a gated crescent in meiran,New house,2t,2b, .. Read more ",,0 beds0 baths0 Toilets
"Jonathan Coker Axis, Fagba Agege Lagos","800,000/year",  Added 15 Feb 2023 , FOR RENT: Newly built 2 bedroom flat in FAGBA Modern facilities The sitting room has POP.. Read more ,FurnishedNewly Built,2 beds2 baths3 Toilets
Agungi Osapa London Lekki Lagos,"6,000,000/year","  Updated 15 Feb 2023, Added 05 Jan 2023 ", FOR RENT: 5 bedroom duplex with a bq for rent in osapa London lekki Rent: 5.5m residen.. Read more ,,5 beds5 baths6 Toilets
Osapa London Lekki Lagos,"3,500,000/year",  Added 15 Feb 2023 , FOR RENT: 3 bedroom apartment in osapa London Rent #3:5m Legal 10% Agency #10% Caution.. Read more ,,3 beds3 baths4 Toilets
Lekki Phase 2 Lekki Lagos,"99,000,000","  Updated 19 Feb 2023, Added 17 Feb 2023 "," FOR SALE: FOR SALE: Brand New, Exquisite 4 Bedroom Semi-Detached Duplex with Boy's Quarter.. Read more",Newly Built,4 beds5 baths6 Toilets
Banana Island Ikoyi Lagos,"15,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 3 bedroom in Ocean parade Towers ... Rent 15m and 12M.. Read more ,,0 beds0 baths0 Toilets
"Shoreline Drive, Ikoyi Lagos","9,000,000/year","  Updated 15 Feb 2023, Added 13 Feb 2023 ", FOR RENT: For Lease; newly built and contemporary finished 3 Bedroom flat with BQ swimming.. Read more ,,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"16,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Executive Waterfront Penthouse Rental. Furnished or unfinished. 3 bedrooms .. Read more ,,3 beds0 baths0 Toilets
Victoria Island Lagos,"10,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 3 bedroom for rent in vi 10million.. Read more ,,0 beds0 baths0 Toilets
1004 Victoria Island Lagos,"5,500,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Fully furnished 3 bedroom in 1004 Rent: N5.5m. Legal/Agency - 15%. Caution Depo.. Read more ,,3 beds0 baths0 Toilets
Old Ikoyi Ikoyi Lagos,"85,000/day","  Updated 15 Feb 2023, Added 25 Jul 2022 ", FOR RENT: Fully furnished and fitted three-bedroom apartment off Queens drive Price: #8.. Read more ,FurnishedServiced,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"13,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: FRESH LETTINGS IN BANANA ISLAND 3 bedroom terrace duplex on one floor plus a.. Read more ,,0 beds0 baths0 Toilets
1004 Victoria Island Lagos,"5,000,000/year","  Updated 15 Feb 2023, Added 13 Feb 2023 ", FOR RENT: 5m per year exclusive of other charges.. Read more ,,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"15,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 5 bedroom terrace duplex for rent in Banana 15M SC 4M.. Read more ,,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"85,000/day","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 3 bedroom in Dideolu Oniru at 85k per night.. Read more ,,0 beds0 baths0 Toilets
"Reeve Road, Off Glover Road Ikoyi Lagos","8,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: 2-bed apartment for rent at 8m, fully furnished and fitted at Reeve road, off Gl.. Read more ",Furnished,2 beds0 baths0 Toilets
1004 Victoria Island Lagos,"950,000/month","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 2 bedroom Flat / Apartment for rent - 1004 Victoria Island Lagos. Beautiful view.. Read more ,FurnishedServicedNewly Built,2 beds2 baths0 Toilets
Oniru Victoria Island Lagos,"9,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 3 Bedroom apartment 1 For annual rent is 9M 2 Service charges 2Million 3 .. Read more ,,0 beds0 baths0 Toilets
 Bourdillon Ikoyi Lagos,"13,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: 3 bedroom Apartment Rent: N13,000,000 S.c. N 3,000,000 Diesel.. Read more ",,4 beds0 baths0 Toilets
Victoria Island Lagos,"900,000/month","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Two-bedroom in the amazing 1004 estate of Victoria island. All services are incl.. Read more ,FurnishedServiced,2 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"4,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 3 bedroom flat for rent Rent is 4m and service charge is 2m.. Read more ,,3 beds0 baths0 Toilets
"Seacroft Court, Jide Sawyerr Drive, Lekki Lagos","2,650,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: To let: 2 bedroom luxury serviced apartment, with air conditioning, the kitch.. Read more ",,2 beds0 baths0 Toilets
 1004 Victoria Island Lagos,"1,200,000/month","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 3 bedroom Flat / Apartment for rent - 1004 Victoria Island Lagos.. Read more ,FurnishedServiced,3 beds3 baths0 Toilets
 Bourdillon Ikoyi Lagos,"13,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: Sauna, massive car park space, smoke detectors, air-conditioning, CCTV, pool and.. Read more ",,3 beds0 baths0 Toilets
1004 Lekki Lagos,"6,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: 2 bedroom apartments at 1004 Lekki, with Basket ball court, pool, and water view.. Read more ",FurnishedServiced,2 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"12,000,000,000","  Updated 19 Feb 2023, Added 21 Sep 2022 ", FOR SALE: 20 BEDROOM MASTERPIECE ON A CORNER PIECE @ BANANA ISLAND. 2 Pool ( 1st and .. Read more,,0 beds0 baths0 Toilets
Victoria Island Lagos,"7,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Lovely 2 bedroom apartment with pool and gym at Victoria Island. Rent: #7millio.. Read more ,,2 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"12,000,000/year","  Updated 15 Feb 2023, Added 13 Feb 2023 ", FOR RENT: For Lease: newly built and contemporary finished 3 Bedroom flat with BQ swimming.. Read more ,,3 beds0 baths0 Toilets
Ikate Lekki Lagos,"5,500,000/year","  Updated 15 Feb 2023, Added 14 Feb 2023 ", FOR RENT: 2 bedroom Flat / Apartment for rent Ikate Lekki Lagos.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Banana Island Ikoyi Lagos,"17,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: This is a standard and solid structure tastefully built and well-designed apartm.. Read more ,Serviced,3 beds3 baths4 Toilets
Banana Island Ikoyi Lagos,"15,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: 3 bedroom fully serviced and fully fitted spacious rooms, massive pool, bq, marb.. Read more ",Serviced,3 beds0 baths0 Toilets
1004 Victoria Island Lagos,"5,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: This beautifully furnished premium luxury serviced apartment is located in the .. Read more ,FurnishedServiced,3 beds2 baths3 Toilets
Lekki Lagos,"4,500,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Fully fitted 2 bedroom per year N4.5.. Read more ,,2 beds2 baths3 Toilets
1004 Estate 1004 Victoria Island Lagos,"4,400,000/year","  Updated 15 Feb 2023, Added 02 Sep 2022 ", FOR RENT: 2 BEDROOM FLAT Rent - N4.4m Agency/legal- 15% Caution- N200k Service.. Read more ,FurnishedServiced,0 beds0 baths0 Toilets
1004 Victoria Island Lagos,"900,000/month","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Two bed at 900k per month 45k per night 1004.. Read more ,,0 beds0 baths0 Toilets
Victoria Island Lagos,"15,000,000/year","  Updated 15 Feb 2023, Added 29 Apr 2022 "," FOR RENT: Victoria island Luxury home Rent is - NGN 15,000,000 per annum Service char.. Read more ",,0 beds0 baths0 Toilets
"Walter Carrington Crescent, Victoria Island Victoria Island Lagos","14,000,000/year","  Updated 15 Feb 2023, Added 26 Jul 2022 "," FOR RENT: Unfurnished three bed overlooking the pacify Swimming pool, tennis court, squa.. Read more ",Serviced, beds baths Toilets
Jordan Brook Estate Osapa London Lekki Lagos,"850,000/month","  Updated 15 Feb 2023, Added 05 May 2022 "," FOR RENT: Rent 1 month 850,000 Agency 10% Legal 10% Service charge 1 month 130,009 .. Read more ",FurnishedServiced, beds baths Toilets
Ikoyi Lagos,"10,000,000/year","  Updated 15 Feb 2023, Added 18 Jul 2022 "," FOR RENT: 3 bedroom Luxury apartment with a fully fitted kitchen, study, and 2 rooms BQ at.. Read more ",,0 beds0 baths0 Toilets
Adeola Odeku Victoria Island Lagos,"16,500,000/year","  Updated 15 Feb 2023, Added 05 May 2022 "," FOR RENT: Rent - N16.5M SC - N3.5M Adesola odeku, Victoria island.. Read more ",,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"25,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 3 bedroom in Banana island Estate ikoyi. Swimming pool Elevators Gated es.. Read more ,,0 beds0 baths0 Toilets
Ahmadu Bello Way Victoria Island Lagos,"5,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 2 Bedroom Furnished Rent - Agency @ 10% Legal- 5% Caution Deposit- N300k.. Read more ,FurnishedServiced,2 beds0 baths0 Toilets
1004 Victoria Island Lagos,"6,000,000/year","  Updated 15 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Annual is 6m rent for the three bed.. Read more ,,0 beds0 baths0 Toilets
 Eko Atlantic Victoria Island Lagos,"40,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: This apartment is a 4 bedroom penthouse in Eko Atlantic and the owner just furni.. Read more ,,4 beds0 baths0 Toilets
"Banana Island Road, Ikoyi Lagos","10,000,000/year","  Updated 15 Feb 2023, Added 13 Feb 2023 ", FOR RENT: For Lease: newly built and contemporary finished 3 Bedroom flat with BQ swimming.. Read more ,,0 beds0 baths0 Toilets
Oniru Victoria Island Lagos,"5,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: tastefully finished 2 bedroom terrace apartment with a room bq located at oniru .. Read more ,,2 beds0 baths0 Toilets
Victoria Island Lagos,"3,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: 12 units of 3 bedroom flats available for rent in Dideolu estate, Victoria islan.. Read more ",,3 beds3 baths4 Toilets
 Banana Island Ikoyi Lagos,"22,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Fully furnished 4 bedroom in Banana island for lease 22m per annum.. Read more ,,4 beds0 baths0 Toilets
Ikeja Lagos,"7,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: To Let, 3 Bedroom Duplex with a room bq Ikeja GRA Lagos state Nigeria Rent 7mill.. Read more ",,0 beds0 baths0 Toilets
Ikoyi Lagos,"9,500,000/year","  Updated 15 Feb 2023, Added 18 Jul 2022 ", FOR RENT: For Lease; newly built and contemporary finished 3 Bedroom flat with BQ swimming.. Read more ,,0 beds0 baths0 Toilets
Cameron Green Ikoyi Lagos,"10,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: Tastefully finished, fully serviced and furnished 2 bedroom ground floor flat wi.. Read more ",,0 beds0 baths0 Toilets
Banana Island Estate Ikoyi Lagos,"13,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Well maintained and serviced 3 bedroom terrace/ Maisonette plus a room BQ REN.. Read more ,,0 beds0 baths0 Toilets
"Bank Road, Old Ikoyi Ikoyi Lagos","20,000,000","  Updated 15 Feb 2023, Added 29 Apr 2022 "," FOR RENT: Fresh Lease on Bank Road, Old Ikoyi: Fully furnished and serviced exquisitely.. Read more ",,0 beds0 baths0 Toilets
"Glover Road, Ikoyi Lagos","12,000,000/year","  Updated 15 Feb 2023, Added 13 Feb 2023 ", FOR RENT: For Lease: contemporary finished 3 Bedroom flat with BQ swimming pool gym house.. Read more ,,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"15,000,000/year","  Updated 15 Feb 2023, Added 18 Jan 2023 "," FOR RENT: 4 bedroom Maisonette with 1 room bq. 2 cars parking, swimming pool, gym. Servic.. Read more ",Serviced,4 beds0 baths0 Toilets
1004 Victoria Island Lagos,"1,300,000/month","  Updated 15 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 3 bedroom flat 1.3 million- 1 month .. Read more ,FurnishedServiced,3 beds0 baths0 Toilets
Oral Estate Chevron Lekki Lagos,"5,000,000/year","  Updated 15 Feb 2023, Added 28 Dec 2022 ", FOR RENT: Well finished Brand New 4Bedroom self compound duplex that comes with a BQ and a.. Read more ,Newly Built,4 beds4 baths5 Toilets
Abraham Adesanya Lekki Phase 2 Lekki Lagos,"2,200,000/year","  Updated 15 Feb 2023, Added 25 Dec 2022 ", FOR RENT: Well maintained and spacious 4Bedroom Duplex within a secured and private estate.. Read more ,,4 beds4 baths4 Toilets
Chevron Lekki Lagos,"4,500,000/year","  Updated 15 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Here is a very spacious Brand New self compound Duplex within a very secured est.. Read more ,Newly Built,4 beds4 baths5 Toilets
Ikota Lekki Lagos,"5,000,000/year","  Updated 15 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Here is a family friendly Duplex within a secured estate in an estate as well. .. Read more ,,4 beds4 baths5 Toilets
Orchid Road By Chevron Toll Gate Chevron Lekki Lagos,"3,500,000/year","  Updated 15 Feb 2023, Added 19 Dec 2022 ", FOR RENT: Well maintained and very spacious 4Bedroom duplex with a compound space that can.. Read more ,,4 beds4 baths5 Toilets
Chevron Lekki Lagos,"2,500,000/year","  Updated 15 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Just a unit of this 2bedroom available within this block of flats within a fully.. Read more ,Serviced,2 beds2 baths3 Toilets
Orchid Road By Chevron Toll Gate Chevron Lekki Lagos,"3,000,000/year","  Updated 15 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Well spaced and fully serviced unit of 2Bedroom apartments. It comes with a .. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Chevron Drive Chevron Lekki Lagos,"2,500,000/year","  Updated 15 Feb 2023, Added 11 Feb 2023 ", FOR RENT: Newly renovated unit of 2bedroom apartment within a storey building in a gated e.. Read more ,,2 beds2 baths3 Toilets
Chevron Lekki Lagos,"4,000,000/year","  Updated 15 Feb 2023, Added 08 Feb 2023 "," FOR RENT: Here is a Brand new self compound, self serviced 4room terrace duplex. It com.. Read more ",ServicedNewly Built,4 beds4 baths5 Toilets
Off Bashiru Olushesi Street 2nd Toll Gate Lekki Lagos Lekki Phase 2 Lekki Lagos,"2,000,000/year","  Updated 15 Feb 2023, Added 24 Jan 2023 ", FOR RENT: A 3 bedroom flat for rent in a good environment Location....off Bashiru olushe.. Read more ,,3 beds4 baths4 Toilets
Chevron Lekki Lagos,"3,300,000/year","  Updated 15 Feb 2023, Added 15 Jan 2023 ", FOR RENT: Detached unit of 3 room duplex that comes with an open kitchen concept within a .. Read more ,Serviced,3 beds3 baths4 Toilets
Orchid Road Chevron Lekki Lagos,"4,000,000/year","  Updated 15 Feb 2023, Added 08 Jan 2023 ", FOR RENT: This spacious and fully serviced duplex is within a secured and safe estate. .. Read more ,Serviced,4 beds4 baths5 Toilets
Lekki Conservation Axis Chevron Lekki Lagos,"3,000,000/year","  Updated 15 Feb 2023, Added 04 Feb 2023 ", FOR RENT: We’ve got you a unit of Brand new 2Bedroom apartment within this fully serviced .. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
