Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Berger Ojodu Lagos,"750,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 ", FOR RENT: To-let 2 bedroom flat at budland off grammar school axis Rent: N750k .. Read more ,Furnished,2 beds3 baths3 Toilets
Maryland Ikeja Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: TO LET EXECUTIVE STANDARD 5 BEDROOM TERRACE DUPLEX AT MENDE MARYLAND IKEJA LAGOS.. Read more ,,5 beds5 baths5 Toilets
Chevron Lekki Lagos,"2,200,000/year","  Updated 14 Feb 2023, Added 28 Nov 2022 ", FOR RENT: A sharp mini flat in an estate! Eric .. Read more ,Newly Built,0 beds0 baths0 Toilets
Randle Avenue Major Road Masha Surulere Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 29 Aug 2022 "," FOR RENT: Shop Space alone in the compound with a Room, Toilet, borehole in private compou.. Read more ",,0 beds1 baths1 Toilets
Jakande Lekki Lagos,"3,200,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Relatively New and Standard 3 Bedroom Flat Apartment With Modern Facilities Equi.. Read more ,,3 beds3 baths4 Toilets
Ogudu Orike Ogudu Lagos,"800,000/year","  Updated 14 Feb 2023, Added 06 Oct 2022 "," FOR RENT: Executive and super fantastic miniflat at ogudu orioke extension, fitted kitch.. Read more ",, beds baths Toilets
Ikotun Igando Lagos,"500,000/year","  Updated 14 Feb 2023, Added 12 Jan 2023 ", FOR RENT: 3 BEDROOM @ AGRIC ROAD IGANDO #500K #opeyemi ebony .. Read more ,,3 beds0 baths0 Toilets
Yakoyo Alagbole Ojodu Lagos,"350,000/year","  Updated 14 Feb 2023, Added 14 Dec 2022 ", FOR RENT: Nice roomselfcon apartment with pop finished at the back of united estate Alagbo.. Read more ,,0 beds0 baths0 Toilets
Toyin Street Ikeja Lagos,"900,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 "," FOR RENT: NEWLY OUT LETTING OPEN SPACE, LARGE Ground Floor, Front Space Already Part.. Read more ",,0 beds0 baths0 Toilets
Osapa London Lekki Lagos,"7,000,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 "," FOR RENT: Commercial Or Residential 4 Bedroom Detached Duplex For Rent Price: 7,000,000 .. Read more ",Newly Built,4 beds4 baths5 Toilets
Lekki Phase 1 Lekki Lagos,"5,500,000/year","  Updated 14 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Luxury and Standard 4 Bedroom Semi Detached Duplex With Modern Facilities Equipp.. Read more ,,4 beds4 baths5 Toilets
"At Aina Obe Street, Off Agboyi Road . Alapere Kosofe Ikosi Lagos","750,000/year","  Updated 14 Feb 2023, Added 05 Feb 2023 "," FOR RENT: An Executive MINI FLAT UPSTAIRS with 2 toilet, POP, SCREADED WALL, GOOD LIGHTENI.. Read more ",,1 beds1 baths2 Toilets
Igbogbo Ikorodu Lagos,"300,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: Newly built room and parlour self con with POP ceiling kitchen cabinets and ward.. Read more ,Newly Built,1 beds1 baths1 Toilets
Olokonla Ajah Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 ", FOR RENT: Luxury 2 Bedroom All Ensuite Apartment in a Well-Secured Estates Features +S.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Adeniyi Jones Ikeja Lagos,"100,000,000","  Updated 19 Feb 2023, Added 26 Sep 2022 ", FOR SALE: BRAND NEW 4 BEDROOM TERRACE DUPLEX FOR SALE. Amenities: - [ ] Fitted Kitch.. Read more,,4 beds0 baths0 Toilets
Ilaje Ajah Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 27 Jul 2022 ", FOR RENT: Still Available at ilaje Ajah Mini flat Rent 1M C&A 200k Caution fee 10.. Read more ,,0 beds0 baths0 Toilets
Alapere Kosofe Ikosi Lagos,"800,000/year","  Updated 14 Feb 2023, Added 08 Feb 2023 "," FOR RENT: *TO LET *(Direct Instruction) *ALAPERE, KETU Newly built 5 numbers. of Mi.. Read more ",Newly Built,1 beds1 baths2 Toilets
Ikota Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 08 Feb 2023 "," FOR RENT: 4 Bedroom Fully Detached Duplex For Ent Price: 6,000,000 Caution: 600,000 Leg.. Read more ",Newly Built,6 beds6 baths6 Toilets
"Spring View Estate, Igbogbo Ikorodu Lagos","250,000/year","  Updated 14 Feb 2023, Added 01 Aug 2022 ", FOR RENT: Room and parlor self contain At Spring view Estate Igbogbo Ikorodu 250k per .. Read more ,,0 beds0 baths0 Toilets
Badore Ajah Lagos,"600,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 ", FOR RENT: A standard mini flat in an estate! Eric .. Read more ,,0 beds0 baths0 Toilets
Allen Avenue Ikeja Lagos,"600,000/year","  Updated 14 Feb 2023, Added 04 Aug 2022 ", FOR RENT: Nice salon with make up space .. Read more ,,0 beds0 baths0 Toilets
Ilasan Lekki Lagos,"2,300,000/year","  Updated 14 Feb 2023, Added 27 Dec 2022 ", FOR RENT: Fresh and Unique 2 Bedroom Flat Apartment With Modern Facilities Equipped In A G.. Read more ,,2 beds2 baths3 Toilets
Obanikoro Shomolu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 ", FOR RENT: Lovely .. Read more ,,3 beds3 baths4 Toilets
Jakande Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Sparkling and Executive 2 Bedroom Flat Apartment With Modern Facilities Equipped.. Read more ,,2 beds2 baths3 Toilets
Adeniyi Jones Ikeja Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 13 Jul 2022 ", FOR RENT: PROPERTY FOR RENT 4BEDROOM TERRACE DUPLEX BUT NO BQ INSIDE AN ESTATE IN OFF ADEN.. Read more ,,0 beds0 baths0 Toilets
Ogudu Gra Ogudu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 27 Sep 2022 ", FOR RENT: A newly renovated mini flat inside ogudu G R A N1.5m.. Read more ,,0 beds0 baths0 Toilets
Ebute Ikorodu Lagos,"500,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 ", FOR RENT: Available for rent directly on ebute ipakodo road it's a 3bedrooms up flat for c.. Read more ,,3 beds3 baths4 Toilets
Toyin Street Ikeja Lagos,"500,000/year","  Updated 14 Feb 2023, Added 19 May 2022 ", FOR RENT: Roomself contain.. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 02 Feb 2023 ", FOR RENT: To let. Brand new house. 2 Bedroom Flat in Magodo phase 2. Self Compound... Read more ,Newly Built,2 beds2 baths3 Toilets
Chevron Lekki Lagos,"3,800,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 "," FOR RENT: 4 Bedroom Semi Detached Duplex For Rent Price: 3,800,000 Caution: 380,000 Age.. Read more ",,4 beds4 baths4 Toilets
Sangotedo Ajah Lagos,"1,700,000/year","  Updated 14 Feb 2023, Added 08 Feb 2023 ", FOR RENT: Brand New 3 Bedroom Apartment in an Estate Features +Brand New +Interlock.. Read more ,Newly Built,3 beds3 baths4 Toilets
Ikota Lekki Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 "," FOR RENT: 3 Bedroom Terrace Duplex For Rent Price: 2,800,000 Caution: 280,000 Legal: 2.. Read more ",Newly Built,3 beds3 baths4 Toilets
Toyin Street Ikeja Lagos,"250,000/year","  Updated 14 Feb 2023, Added 24 Aug 2022 ", FOR RENT: TO - LET A Room Office Space With inbuilt Toilet Floor Tiles and Good Pa.. Read more ,,0 beds0 baths0 Toilets
Osapa London Lekki Lagos,"950,000","  Updated 14 Feb 2023, Added 25 Feb 2022 ", FOR RENT: Very Spacious and Superb Room Self Contain With All Modern Facilities Equipped .. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 30 Jun 2022 ", FOR RENT: Lovely spacious renovated 4bedroom duplex all room ensulte at Magodo phase 1.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 ", FOR RENT: To let.this is 4 bedroom terrace House with one bq at Lekki phase 1 .rent is #6.. Read more ,,4 beds4 baths5 Toilets
Omole Phase 2 Ojodu Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 "," FOR RENT: Still Available To Let Well-Renovated 3 bedroom Flat, Upstairs, all rooms e.. Read more ",,3 beds3 baths4 Toilets
Lekki Lagos,"15,000,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 "," FOR RENT: 4 Bedroom Semi Detached (Commercial Or Residential) For Rent Price: 15,000,000.. Read more ",,4 beds4 baths5 Toilets
Chevron Lekki Lagos,"10,000,000/year","  Updated 14 Feb 2023, Added 04 Jan 2023 ", FOR RENT: TO LET CHEVRON Fully Furnished Four (4) Bedroom Semi-Detached House with O.. Read more ,FurnishedNewly Built,4 beds4 baths5 Toilets
Ilupeju Lagos,"900,000/year","  Updated 14 Feb 2023, Added 05 Jan 2023 ", FOR RENT: Very lovely renovated mini flat at ilupeju estate bery close to Onanik6 nis stop.. Read more ,,1 beds1 baths1 Toilets
Oko Oba Agege Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 10 Nov 2022 ", FOR RENT: This is a beautiful 4bedroom detached duplex at oko oba GRA scheme one estate 3... Read more ,,0 beds0 baths0 Toilets
Off Ogunusi Road Omole Phase 1 Ojodu Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 ", FOR RENT: To Let Executive 3 Bedroom flat all rooms Ensuite POP finished *Inside an Est.. Read more ,,3 beds3 baths4 Toilets
Iwaya Yaba Lagos,"800,000/year","  Updated 14 Feb 2023, Added 11 Feb 2023 ", FOR RENT: 12 units of Newly built miniflat in a gated environment in Iwaya Onike with carp.. Read more ,Newly Built,1 beds2 baths2 Toilets
Awoyaya Ajah Lagos,"450,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 ", FOR RENT: Out For Rent at Awoyaya Standard mini flat is out for Rent at Awoyaya. The com.. Read more ,,1 beds1 baths1 Toilets
Sangotedo Ajah Lagos,"900,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 "," FOR RENT: 2 Bedroom Apartment For Rent Price: 900,000 Caution: 90,000 Legal: 90,000 A.. Read more ",,2 beds2 baths3 Toilets
Off Ago Palaceway Green Estate Amuwo Odofin Lagos,"300,000/year","  Updated 14 Feb 2023, Added 12 Aug 2022 ", FOR RENT: Room in a Flat with personal toilet and bath at Greenfield Estate Off Ago Palace.. Read more ,,0 beds0 baths1 Toilets
Lekki Phase 1 Lekki Lagos,"14,000,000/year","  Updated 14 Feb 2023, Added 30 Dec 2022 ", FOR RENT: Newly renovated 6 bedroom detached house for rent in Lekki Phase 1 with a room s.. Read more ,,6 beds6 baths7 Toilets
Julie Estate Oregun Alausa Ikeja Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 30 May 2022 ", FOR RENT: This is a newly built 3Bedroom terrace duplex with Bq at Julie Estate Oregun Ala.. Read more ,,0 beds0 baths0 Toilets
Ikota Gra Ikota Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 20 Dec 2022 ", FOR RENT: A brand new spacious Self serviced *4bedroom Terrace duplex* in *Ikota Gra* with.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 20 Jun 2022 ", FOR RENT: JUST OUT CHEAPEST AND STANDARD 2-BEDROOM FLAT IN A SERENE ENVIRONMENT OF MAGO.. Read more ,,0 beds0 baths0 Toilets
Berger Ojodu Lagos,"700,000/year","  Updated 14 Feb 2023, Added 01 Aug 2022 ", FOR RENT: To let Lovely Min flat low floor with prepaid meter at ogunaike street ojodu .. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Service Mini Flat apartment en suite room Wardrobe Fitted kitchen Clean wate.. Read more ,ServicedNewly Built,1 beds1 baths1 Toilets
Orchid Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 12 Feb 2023 "," FOR RENT: 2 Bedroom Apartment For Rent Price: 3,000,000 Caution: 300,000 Legal: 300,000.. Read more ",Newly Built,2 beds2 baths3 Toilets
Shangisha Kosofe Ikosi Lagos,"600,000/year","  Updated 14 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Newly renovated standard a room self cont. with pop finishing At shangisha upsta.. Read more ,,1 beds1 baths1 Toilets
Thomas Estate Ajah Lagos,"500,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: *A NEW ONE:! *FRESH OUT: *RENOVATED HOUSE SWEET MASSIVE HOUSE *TO LET I.. Read more ,,0 beds1 baths1 Toilets
Imota Ikorodu Lagos,"1,800,000","  Updated 19 Feb 2023, Added 14 Sep 2022 "," FOR SALE: 600 Sqm Land available for sale at Imota, Ikorodu. Documents - Deed of Assignm.. Read more",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"3,200,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Location : Lekki phase 1 Nicely done 2 bedroom apartment in the heart of lekk.. Read more ,Newly Built,2 beds2 baths3 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"400,000/year","  Updated 14 Feb 2023, Added 30 May 2022 "," FOR RENT: TO LET Room self-contain at Magodo Isheri. Rent: N400,000 per annum.. Read more ",,0 beds0 baths0 Toilets
Sabo Ojodu Lagos,"500,000/year","  Updated 14 Feb 2023, Added 16 Aug 2022 ", FOR RENT: TO LET 2 UNIT OF MINIFLAT NEWLY BUILD UPSTAIR FENCE WITH GATE LOCATIO.. Read more ,,0 beds0 baths0 Toilets
Jakande Lekki Lagos,"1,900,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 ", FOR RENT: Well Maintained Mini Flat Apartment With Modern Facilities Equipped In A Gated C.. Read more ,,1 beds0 baths0 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"800,000/year","  Updated 14 Feb 2023, Added 02 Feb 2023 ", FOR RENT: Fantastic spacious mini flat Magodo Isheri Rent 800k other charges follow suites.. Read more ,,1 beds1 baths2 Toilets
Magodo Kosofe Ikosi Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 17 Jan 2023 ", FOR RENT: TO LET EXECUTIVE STANDARD 3 BEDROOM FLAT AT MAGODO BROOK ESTATE OFF CMD ROAD RE.. Read more ,,3 beds3 baths3 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 ", FOR RENT: 4 Bedroom Terrace Duplex for Rent Location: Ikate Rent: N5 Million/annum .. Read more ,,4 beds4 baths4 Toilets
Olokonla Ajah Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Brand New 3 bedroom Terraced Duplex in an Estate Features +Treated Clean Wa.. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
Oworonshoki Gbagada Lagos,"450,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: Decent mini flat at iyana oworo..rent is #450k caution is #50k. AKAKURU & ASS.. Read more ,,1 beds1 baths1 Toilets
Oregun Ikeja Lagos,"250,000/month","  Updated 14 Feb 2023, Added 24 Jan 2023 "," FOR RENT: Furnished studio apartment with pop finished come with bed, Air conditioner, gas.. Read more ",,0 beds0 baths0 Toilets
Aguda(ogba) Ogba Lagos,"350,000/year","  Updated 14 Feb 2023, Added 19 Dec 2022 "," FOR RENT: Super Clean Room Self Contain Apartment With All Round Tiles,Prepaid Meter Etc A.. Read more ",,0 beds0 baths0 Toilets
Ifako Ogba Ogba Lagos,"300,000","  Updated 14 Feb 2023, Added 07 Mar 2022 ", FOR RENT: Decent and Spacious Room Self Contain well tiled Off college road Ogba for #300k.. Read more ,,0 beds0 baths0 Toilets
Sangotedo Ajah Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 ", FOR RENT: A massive 2 bedroom flat in an estate! Eric .. Read more ,,2 beds0 baths0 Toilets
Olowora Ojodu Lagos,"1,600,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 "," FOR RENT: *TO LET Lovely 2 bedroom flat at Olowora. All rooms en-suits, upstairs availabl.. Read more ",Furnished,2 beds3 baths3 Toilets
Sangotedo Ajah Lagos,"1,900,000/year","  Updated 14 Feb 2023, Added 19 Sep 2022 ", FOR RENT: Brand New 3 Bedroom All Ensuite Apartment in an Estate Features +Extra Read.. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"2,200,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 ", FOR RENT: To let Lovely 3 bedroom flat upstairs @harmony zone C magodo isheri Price:.. Read more ,Furnished,3 beds4 baths4 Toilets
Ikota Lekki Lagos,"2,200,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 "," FOR RENT: Beautiful Newly Built Mini-Flat For Rent Price: 2,200,000 Caution: 220,000 Le.. Read more ",Newly Built,1 beds1 baths2 Toilets
Ishaga Road Surulere Lagos,"400,000/year","  Updated 14 Feb 2023, Added 31 Jul 2022 "," FOR RENT: Room Self contain upstairs at Ishaga Road Surulere Rent: 400,000 a year No.. Read more ",,0 beds0 baths0 Toilets
Monastery Road Sangotedo Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 "," FOR RENT: 5-bedroom fully detached stand alone duplex with, a single room bq Location:.. Read more ",,5 beds5 baths6 Toilets
Bamako Estate Opposite Omole 1 Akiode Road Ikeja Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 20 Sep 2022 ", FOR RENT: 3 bedroom flat all ensuite at Bamako Estate opposite omole 1 Akiode Road Ikej.. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 05 Jan 2023 "," FOR RENT: Decent and standard 2 bedroom with pop screeding wall, ceramic floors tile, fenc.. Read more ",Furnished,2 beds3 baths3 Toilets
Off Agboyi Road Alapere Ketu Lagos,"800,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 "," FOR RENT: *TO LET ALAPERE, KETU Newly built 5 numbers. of Mini flats Location; off .. Read more ",,1 beds1 baths2 Toilets
Ifako Ogba Ogba Lagos,"800,000/year","  Updated 14 Feb 2023, Added 13 Dec 2022 "," FOR RENT: Executive and Nice 2 Bedroom Flat Apartment, Well Tiled All Round Off College Ro.. Read more ",,2 beds0 baths0 Toilets
At Bode Thomas Surulere Lagos,"600,000/year","  Updated 14 Feb 2023, Added 27 May 2022 ", FOR RENT: Room Selfcon at Bode Thomas Surulere Rent 600k a year Note that consultanc.. Read more ,,0 beds0 baths0 Toilets
Ayobo Ipaja Lagos,"500,000/year","  Updated 14 Feb 2023, Added 03 Aug 2022 ", FOR RENT: 2 bedroom flat at so easy ayobo Rent 500k.. Read more ,,0 beds0 baths0 Toilets
Obawole Ifako Ogba Ogba Lagos,"700,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Clean 2bedroom flat at obawole ogba with pop finishing tiles everywhere very bea.. Read more ,Newly Built,2 beds2 baths3 Toilets
Eko Atlantic Victoria Island Lagos,"2,500/sqm","  Updated 14 Feb 2023, Added 14 Jul 2022 ", FOR RENT: JOINT VENTURE IN THE EKO ATLANTIC CITY VICTORIA ISLAND LAGOS .LAND SIZES: .. Read more ,,0 beds0 baths0 Toilets
Close To.abraham.adesanya Olokonla Ajah Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 15 Dec 2022 ", FOR RENT: Brand New 2 Bedroom All Ensuite Apartment in a call in estate Features +Bra.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Bajulaiye Shomolu Lagos,"700,000/year","  Updated 14 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths1 Toilets
Berger Ojodu Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 13 Oct 2022 ", FOR RENT: hot letting letting a lovely spacious 3bedroom flat all rooms ensuite with war.. Read more ,,0 beds0 baths0 Toilets
Fola Agoro Yaba Lagos,"400,000/year","  Updated 14 Feb 2023, Added 18 Aug 2022 "," FOR RENT: Very decent' and spacious self contain with pop , screeded wall, balcoly upstair.. Read more ",,0 beds0 baths0 Toilets
Iju Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 05 Sep 2022 ", FOR RENT: VERY FRESH EXECUTIVE BRAND NEW 2BEDROOM INSIDE A SERENE GATED STREET AT OFF I.. Read more ,,0 beds0 baths0 Toilets
Kofo Abayomi Victoria Island Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 09 Oct 2022 ", FOR RENT: 2.5m rent Caution 300k Agency 10% 24 hrs light .. Read more ,, beds baths Toilets
Ogba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 25 Aug 2022 ", FOR RENT: Here is a 2bedroom flat in ogba back of county hospital. Rent 1m.. Read more ,,0 beds0 baths0 Toilets
Close To Abraham Adesanya Ajah Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 ", FOR RENT: Well-maintained 4-Bedroom Semi-Detached Duplex inside an Estate Features +i.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Ikeja Lagos,"1,600,000/year","  Updated 14 Feb 2023, Added 07 Jun 2022 ", FOR RENT: Just in To let office space at Ikeja off Allen and off toyin street Ikej.. Read more ,,0 beds0 baths0 Toilets
Omole Phase 2 Ojodu Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 28 Sep 2022 ", FOR RENT: Self compound 3 bedroom flat in with 2 room bq and a 2 bedroom security house wi.. Read more ,Furnished,0 beds0 baths0 Toilets
Ifako Ogba Ogba Lagos,"500,000/year","  Updated 14 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Brand new room self for rent in faddok Estate 500k with ward rope and pop finish.. Read more ,,1 beds0 baths0 Toilets
Estaport Soluyi Gbagada Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 ", FOR RENT: Spacious 3 bedroom up flat 3t 3b 2 rooms ensuite terrazzo floor n prepaid meter .. Read more ,,3 beds3 baths3 Toilets
Berger Ojodu Lagos,"10,000,000/year","  Updated 14 Feb 2023, Added 07 Dec 2022 ", FOR RENT: Well Structured Warehouse for lease with 12000sqm space at Bamako Estate for 10m.. Read more ,,0 beds0 baths0 Toilets
Omole Phase 2 Ojodu Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 20 Jun 2022 ", FOR RENT: OMOLE PHASE 2 EXTENSION LETTING Sharp 4 Bedroom Duplex at Omole Phase 2 Exte.. Read more ,,0 beds0 baths0 Toilets
Omole Phase 1 Ojodu Lagos,"450,000/year","  Updated 14 Feb 2023, Added 14 Nov 2022 ", FOR RENT: To Let Semi-direct brief Very neat standard Room self-contain 2 in a compoun.. Read more ,,0 beds0 baths0 Toilets
Opebi Ikeja Lagos,"6,500,000/year","  Updated 14 Feb 2023, Added 14 Jun 2022 "," FOR RENT: 160sqm space on a ground floor, directly on Opebi road, ikeja. #6.5m per annum.... Read more ",,0 beds0 baths0 Toilets
Onipan Shomolu Lagos,"800,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Lovely.. Read more ,Newly Built,1 beds1 baths1 Toilets
Alagomeji Yaba Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 17 Jan 2023 ", FOR RENT: Lovely.. Read more ,Newly Built,2 beds2 baths3 Toilets
Isheri North Ojodu Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 02 Feb 2023 ", FOR RENT: To let brand New 4 bedroom detached house in Oshorun Estate Opic 3.5m per Annum.. Read more ,FurnishedNewly Built,4 beds5 baths5 Toilets
Isheri North Ojodu Lagos,"36,000,000/year","  Updated 14 Feb 2023, Added 02 Sep 2022 "," FOR RENT: A newly built 20 rooms hotel with 2 standby generators, parking space, key card,.. Read more ",,0 beds0 baths0 Toilets
Lagos/ Porthacourt Apapa Lagos,"18,000/year","  Updated 14 Feb 2023, Added 19 Oct 2022 "," FOR RENT: *VESSEL FOR CHARTER *10,000mt tanker vessel for lease. * Location: Lagos /por.. Read more ",,0 beds0 baths0 Toilets
"Via Green Field Estate Opic Isheri, Ojodu Lagos","1,300,000","  Updated 14 Feb 2023, Added 22 Aug 2022 ", FOR RENT: Newly Built Apartment 2Bed Flat all Rooms Ensuite Block of 9 units insi.. Read more ,,0 beds0 baths0 Toilets
Ojodu Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 27 Oct 2022 "," FOR RENT: To let Nice and specious 2bedroom flat with pop all room ensuite, ground floo.. Read more ",,0 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 ", FOR RENT: *MAGODO PHASE2 PROPERTY TO LET *Description: Well-maintained 5-bedroom duplex w.. Read more ,,5 beds5 baths6 Toilets
Ikorodu Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 04 Jan 2023 ", FOR RENT: 180FT BY 120FT OF VIRGIN LAND FOR LEASE FACING IKORODU /SHAGAMU EXPRESSWAY REN.. Read more ,,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 25 Jan 2023 "," FOR RENT: 2 Plots Of Land For Lease Price: 5,000,000 Caution: 500,000 Legal: 500,000 .. Read more ",,0 beds0 baths0 Toilets
Onike Yaba Lagos,"600,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Relatively new room self contain at Onike Yaba Rent 600k Agency 100k Legal 10.. Read more ,,0 beds1 baths1 Toilets
Mende Maryland Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 21 Jun 2022 "," FOR RENT: Federal Safety Open quarter plot land Space For Lease Either For Packing, Stora.. Read more ",,0 beds0 baths0 Toilets
Ikoyi S.w Ikoyi Lagos,"60,000,000/year","  Updated 14 Feb 2023, Added 16 Aug 2022 ", FOR RENT: Waterfront block of flats for lease in Ikoyi: Waterfront block of 4nos 2 bedro.. Read more ,, beds baths Toilets
Victoria Island Lagos,"60,000/sqm","  Updated 14 Feb 2023, Added 27 May 2022 ", FOR RENT: 400 SQM OFFICE SPACE Features *Nicely Commercial Area *Secured environmen.. Read more ,Serviced,0 beds0 baths1 Toilets
Old Ikoyi Ikoyi Lagos,"15,000,000/year","  Updated 14 Feb 2023, Added 04 Jan 2023 ", FOR RENT: *TERRACE DUPLEX FOR RENT - IKOYI* 6-bedroom terrace with bq and swimming poo.. Read more ,Serviced,6 beds6 baths7 Toilets
Ajayi Road Ogba Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 02 Feb 2023 ", FOR RENT: A 3 bedroom Flat At Adekoye Off College Road Ogba in an Estate RENT 2.5M.. Read more ,,3 beds3 baths4 Toilets
Adeniyi Jones Ikeja Lagos,"7,000,000/year","  Updated 14 Feb 2023, Added 23 Oct 2022 "," FOR RENT: For lease A 7 bedroom Semi detached duplex along Adeniyi Jones Avenue, Ikeja (.. Read more ",,0 beds0 baths0 Toilets
