Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Chevron Lekki Lagos,"4,800,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 ", FOR RENT: 4 bedroom fully detach house in the highly sort after Northern foreshore estate .. Read more ,,4 beds4 baths4 Toilets
Ogudu Orike Ogudu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 11 Aug 2022 ", FOR RENT: DIRECT PROPERTY A SUPER CLASS TOP NOTCH CAREFULLY DELIVERED AND TASTEFULLY FINI.. Read more ,, beds baths Toilets
Lekki Phase 1 Lekki Lagos,"25,000,000/year","  Updated 14 Feb 2023, Added 05 Feb 2023 ", FOR RENT: *Massive Duplex To let Decent 12bedrooms luxury detach house with spacious car .. Read more ,,10 beds10 baths10 Toilets
Idado Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: FOR RENT ••••••••••••••••••••• Brand New 4 BEDROOM SEMIDETACHED DUPLEX and a R.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Banana Island Ikoyi Lagos,"14,000,000/year","  Updated 14 Feb 2023, Added 21 Jan 2023 "," FOR RENT: evergreen_properties FOR RENT A water view 3 Bedroom Flat with a Bq, Gym & .. Read more ",Serviced,3 beds3 baths4 Toilets
Thera Peace Zone Estate Sangotedo Ajah Lagos,"2,000,000/year",  Added 17 Feb 2023 , FOR RENT: Available Now! SARAH'S PARADISE APARTMENT Impeccable Brand New 2 Bedroom Fu.. Read more,FurnishedServicedNewly Built,2 beds2 baths3 Toilets
Owode Lamgabasa Ajah Lagos,"750,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: A standard newly built mini flat in an estate!.. Read more ,Newly Built,0 beds0 baths0 Toilets
Shangisha Kosofe Ikosi Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Newly built 2bedroom flats .. Read more ,Newly Built,2 beds2 baths3 Toilets
Off Olufemi Street Via Ogunlana Surulere Lagos,"1,600,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 "," FOR RENT: 2 bedroom flat with all room ensuite, visitors toilet, fitted kitchen, prepaid .. Read more ",,2 beds2 baths3 Toilets
Oniru Victoria Island Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: 1 bedroom fully furnished apartment Rent: 4.5m Sc: 2.5m Location: Oniru.. Read more ,ServicedNewly Built,1 beds1 baths0 Toilets
Oniru Estate Victoria Island Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 19 Jan 2023 "," FOR RENT: A Well maintained serviced 3 bedroom apartment with swimming pool, Bq and Gym, f.. Read more ",Serviced,3 beds3 baths4 Toilets
Bera Estate Chevron Lekki Lagos,"3,200,000/year","  Updated 14 Feb 2023, Added 14 Jan 2023 "," FOR RENT: lovely 3 bedroom flat inside a well secured estate at chevron, Secured Good r.. Read more ",,3 beds4 baths4 Toilets
Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 02 Feb 2023 ", FOR RENT: Brand new 4 bedroom terrace with One (1) room Boys quarter at Lekki phase 1. .. Read more ,ServicedNewly Built,4 beds5 baths5 Toilets
Close To Shoprite Sangotedo Ajah Lagos,"1,400,009/year","  Updated 14 Feb 2023, Added 20 Jun 2022 "," FOR RENT: NOW LETTING NOW LETTING SPACIOUS 2 IN 1 SHOP AVAILABLE AT SANGOTEDO, AJAH .. Read more ",Newly Built, beds baths Toilets
Banana Island Ikoyi Lagos,"15,000,000/year","  Updated 14 Feb 2023, Added 03 Nov 2022 "," FOR RENT: 4 bedroom Semi Detached House with Bq, Swimming pool at Banana Island, Ikoyi. R.. Read more ",,0 beds0 baths0 Toilets
Igboye Epe Lagos,"750,000","  Updated 19 Feb 2023, Added 09 Jan 2023 "," FOR SALE: Mayflower Residential is a land located in a safe, developed and secure environm.. Read more",, beds baths Toilets
Ogombo Ajah Lagos,"1,100,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 "," FOR RENT: Inspection Fee: N1,500 TP: N1,420,000.. Read more ",Newly Built,2 beds2 baths2 Toilets
Olokonla Ajah Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: A clean 2 bedroom terrace in Olokonla Ajah.. Read more ,Serviced,2 beds2 baths3 Toilets
Badore Ajah Lagos,"800,000/year","  Updated 14 Feb 2023, Added 25 Jan 2023 "," FOR RENT: Standard Bungalow 2 Bedroom Flat With Spacious Sitting Room, All Rooms Ensuits, .. Read more ",,2 beds2 baths3 Toilets
Maryland Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 "," FOR RENT: A self serviced 4 bedroom terrace maisonette Location: Aderibigbe Shitta, Ma.. Read more ",,4 beds4 baths5 Toilets
Off Admiralty Way Lekki Phase 1 Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: To Let: Serviced 3 bedroom flat with a room bq. Location: Lekki Phase 1 Featu.. Read more ,,3 beds3 baths4 Toilets
Off Fola Osibo Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 31 Jan 2023 "," FOR RENT: Well-finished mini flat for rent with modern design, pop ceiling , fitted kitch.. Read more ",,1 beds1 baths1 Toilets
Lavander Court By Royal Estate Alagomeji Yaba Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 "," FOR RENT: A luxury and executive 4 Bedroom terraced Duplex, super serene neighborhood ,jus.. Read more ",Serviced,4 beds5 baths5 Toilets
Ikota Lekki Lagos,"300,000/month","  Updated 14 Feb 2023, Added 31 Jan 2023 ", FOR RENT: *JUST OUT *DIRECT BRIEFS *FRESHLY OPENED *BRAND NEW FULLY FURNISHED AND .. Read more ,FurnishedServicedNewly Built,1 beds1 baths1 Toilets
Medina Gbagada Lagos,"800,000/year","  Updated 14 Feb 2023, Added 30 Jan 2023 ", FOR RENT: A Decent Mini flat inside Medina Estate Gbagada Lagos with 1toilet 1bath for 800.. Read more ,,1 beds1 baths1 Toilets
Osapa London Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Beautiful and Spacious 2 Bedroom Flat Apartment With Modern Facilities Equipped .. Read more ,,2 beds2 baths3 Toilets
Ayobo Ipaja Lagos,"600,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 "," FOR RENT: New house To Let Newly built 2 bedroom with PoP, at Apata area, Ayobo Ipaja. .. Read more ",Newly Built,2 beds3 baths3 Toilets
Osapa London Lekki Lagos,"4,000,000/year","  Updated 16 Feb 2023, Added 04 Jan 2023 ", FOR RENT: Luxury 4 Bedroom duplex available for rent at Osapa Lekki Lagos. Features: A.. Read more,Newly Built,4 beds4 baths5 Toilets
Ikorodu Road(ilupeju) Ilupeju Lagos,"1,400,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Very spacious with dinner room .. Read more ,Newly Built,2 beds3 baths3 Toilets
Ifako Gbagada Gbagada Lagos,"1,400,000/year","  Updated 14 Feb 2023, Added 23 Sep 2022 "," FOR RENT: 2 bedrooms ground flat both rooms ensuite with guest toilet all tiled POP, dinn.. Read more ",, beds baths Toilets
Omole Phase 1 Ojodu Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Mini flat omoe phase one....1m.. Read more ,,1 beds0 baths0 Toilets
Bode Thomas Surulere Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 05 Feb 2023 ", FOR RENT: Executive newly built 3-bedroom flat all room ensuite located at off Bode Thomas.. Read more ,Newly Built,3 beds4 baths4 Toilets
Abule Ijesha Yaba Lagos,"500,000/year","  Updated 14 Feb 2023, Added 14 Dec 2022 ", FOR RENT: Standard room self contain newly built with POP etc gated compound etc.. Read more ,,0 beds0 baths0 Toilets
Abule Ijesha Yaba Lagos,"500,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths1 Toilets
Alapere Ketu Lagos,"450,000/year","  Updated 14 Feb 2023, Added 23 Sep 2022 "," FOR RENT: A classical, superb, and luxury spacious ROOMSELFCONTAIN, VERY SPACIOUS, All ro.. Read more ",, beds baths Toilets
Magodo Gra Phase 1 Ojodu Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: lovely well renovated 2 bedroom 2 toilet 2bath in a good screen environment at o.. Read more ,,2 beds2 baths2 Toilets
Fashola Estate Igbogbo Ikorodu Lagos,"400,000/year","  Updated 14 Feb 2023, Added 08 Jan 2023 ", FOR RENT: Rent:-N400k Agreement:-N60k Commission:-N60k Service charge:-N70k.. Read more ,Newly Built,3 beds3 baths3 Toilets
"Olu Holloway Road, Ikoyi Lagos","13,500,000,000","  Updated 18 Feb 2023, Added 13 Nov 2022 ", FOR SALE: RESIDENTIAL HIGH RISE FOR SALE!!! A V.. Read more,, beds baths Toilets
Sawmil Gbagada Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: *Still available* New built Modern 6 units 3 bedrooms up and ground flats al.. Read more ,Newly Built,2 beds2 baths3 Toilets
Magodo Kosofe Ikosi Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 19 Jan 2023 "," FOR RENT: To let newly built 4bedroom semi detached duplex in Magodo Phase 1 GRA isheri, u.. Read more ",,4 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"9,000,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 ", FOR RENT: You can't afford to miss this house This is what you have been searching for .. Read more ,Serviced,2 beds2 baths3 Toilets
Abijo Ajah Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 15 Dec 2022 ", FOR RENT: *EXQUISITELY FINISHED 3 BEDROOM FLAT TO LET AT HAVEN RESIDENCE ESTATE ABIJO GRA .. Read more ,FurnishedNewly Built,3 beds3 baths4 Toilets
Berger Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 31 Jan 2023 ", FOR RENT: TO LET This a lovely 3 bedrooms flat .. Read more ,Furnished,3 beds4 baths4 Toilets
Agungi Lekki Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 08 Feb 2023 ", FOR RENT: Fantastic and Executive 2 Bedroom Flat Apartment With Modern Facilities Equipped.. Read more ,,2 beds2 baths3 Toilets
Area1 Est. Adura/salolo Abule Egba Lagos,"900,000/year","  Updated 14 Feb 2023, Added 05 Jan 2023 "," FOR RENT: Newly built and we'll finished 2bedroom flat 3T/2B @ Area1 Est. Adura/Salolo, 90.. Read more ",,2 beds2 baths3 Toilets
Bakare Agungi Lekki Lagos,"1,700,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 "," FOR RENT: A brand new 2 bedroom terrace at Agungi axis for rent, al rooms en-suite, good r.. Read more ",Newly Built,2 beds3 baths3 Toilets
Agungi Lekki Lagos,"2,700,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: SEMI DIRECT LETTING IN LEKKI Spacious 3 bedroom flat. Features: *All room.. Read more ,,3 beds0 baths0 Toilets
Abule Oja Yaba Lagos,"250,000/year","  Updated 14 Feb 2023, Added 07 Dec 2022 ", FOR RENT: Now available urgently In need of female roommate in a standard self-contain @ .. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 "," FOR RENT: *TO LET AT IKATE Spacious & fully service 2 bedroom flat with fitted kitchen,.. Read more ",ServicedNewly Built,2 beds2 baths3 Toilets
Thera Peace Zone Estate Sangotedo Ajah Lagos,"2,000,000/year",  Added 17 Feb 2023 , FOR RENT: Available Now! SARAH'S PARADISE APARTMENT Impeccable Brand New 2 Bedroom Fu.. Read more,FurnishedServicedNewly Built,2 beds2 baths3 Toilets
Iju Ishaga Agege Lagos,"900,000/year","  Updated 14 Feb 2023, Added 08 Feb 2023 ", FOR RENT: *MASSIVELY BUILT FOR THE GREAT FAMILY *TO LET: 3 BEDROOM VERY MASSIVELY BUILT W.. Read more ,,3 beds3 baths4 Toilets
Osapa London Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 12 Jan 2023 ", FOR RENT: A lovely spacious 2 bedroom terrace duplex inside a well secured estate at osapa.. Read more ,,2 beds3 baths3 Toilets
Osapa London Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 25 Jan 2023 ", FOR RENT: A standard 2 bedroom flat in an estate! Sun ban .. Read more ,,2 beds0 baths0 Toilets
Off Chevron Drive Chevron Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 05 Feb 2023 "," FOR RENT: *TO LET AT CHEVRON* Newly built fully service 2bedroom flat, ample parking sp.. Read more ",Serviced,2 beds2 baths3 Toilets
At Lagos Street Off Karunwi Street Itire Surulere Lagos,"300,000/year","  Updated 14 Feb 2023, Added 29 Dec 2022 ", FOR RENT: Room Selfcon at Lagos Street Off Karunwi Street Itire Surulere Rent: 300k .. Read more ,,0 beds0 baths0 Toilets
Agungi Lekki Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 "," FOR RENT: A brand new spacious well finished 3 bedroom terrace duplex at Agungi, All room.. Read more ",Newly Built,3 beds4 baths4 Toilets
Medina Gbagada Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: 2 bedroom House for rent Medina Gbagada Lagos.. Read more ,,2 beds2 baths3 Toilets
Fawole Estate Igbogbo Ikorodu Lagos,"450,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Rent:-450k Agreement:-70k Commission:-70k Caution fee -50k Service charge:-8.. Read more ,Newly Built,2 beds2 baths3 Toilets
Ikate Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Sparkling newly renovated just two tenants in a compound 2-bedroom flat on Gbang.. Read more ,,2 beds2 baths0 Toilets
Lekki Lagos,"350,000,000","  Updated 19 Feb 2023, Added 15 Dec 2022 "," FOR SALE: 5 Bedroom Detached Duplex with Bq Location: Lekki Phase 1, Lekki Lagos. F.. Read more",Newly Built,5 beds5 baths5 Toilets
Badore Ajah Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 31 Jan 2023 ", FOR RENT: A sharp 3 bedroom flat in an estate! .. Read more ,Newly Built,3 beds0 baths0 Toilets
Soluyi Gbagada Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 08 Feb 2023 ", FOR RENT: Executive 2 bedroom flat at sholuyi gbagada in a mini Estate 2m.. Read more ,,2 beds2 baths3 Toilets
Okota Lagos,"700,000/year","  Updated 14 Feb 2023, Added 30 Jan 2023 ", FOR RENT: 2 Bedroom Apartment Upstairs.. Read more ,Furnished,0 beds0 baths0 Toilets
Off Eko Street Parkview Estate Ikoyi Lagos,"20,000,000/year","  Updated 14 Feb 2023, Added 15 Dec 2022 ", FOR RENT: massive 4bedroom semi detached duplex with 2rooms BQ features include large park.. Read more ,,4 beds4 baths5 Toilets
Olusesi Close Inside Eputu Eputu Ibeju Lekki Lagos,"700,000/year","  Updated 14 Feb 2023, Added 12 Feb 2023 ", FOR RENT: A very Sharp two bedroom flat in a secured area in Eputu with modern facility. .. Read more ,,2 beds2 baths2 Toilets
Ikeja Lagos,"9,000,000/month","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: FOR RENT/4BEDROOM/9M/IKEJA GRA SPACIOUS 4 BEDROOM DETACHED DUPLEX WITHIN A ES.. Read more ,,4 beds4 baths5 Toilets
Ogudu Lagos,"550,000/year","  Updated 14 Feb 2023, Added 14 Dec 2022 ", FOR RENT: A specious room self contain in ogudu orioke gated 550k annual rent... Read more ,,0 beds0 baths0 Toilets
Off Shittu Street Ogudu Orike Ogudu Lagos,"550,000/year","  Updated 14 Feb 2023, Added 05 Aug 2022 "," FOR RENT: A brand new ROOM SELF-CONTAINED, WITH WARDROBE, All ROUND TILES, BIG BAR CONEY, .. Read more ",Newly Built, beds baths Toilets
Aguda(ogba) Ogba Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Executive 2 bedroom flat at college road ogba new house with gas cooker and pop .. Read more ,FurnishedNewly Built,2 beds3 baths3 Toilets
The Phoenix Mobolaji Bank Anthony Way Ikeja Lagos,"150,000/sqm","  Updated 14 Feb 2023, Added 04 Apr 2022 "," FOR RENT: 9 story office building 4 lettable floors Total of 8,000 sqm of Lettable space.. Read more ",Serviced,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 ", FOR RENT: 2 bedroom apartment in a serene environment in ikate.. Read more ,,2 beds2 baths3 Toilets
Parkview Estate Ikoyi Lagos,"10,000,000/year","  Updated 19 Feb 2023, Added 08 Feb 2023 ", FOR RENT: FOR RENT: Nicely Finished & Serviced 3 Bedroom Terrace House with Boy's Quarter .. Read more,Serviced,3 beds3 baths4 Toilets
Isheri Via Ojodu Berger Ojodu Lagos,"500,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: TO LET TO LET MINI FLAT IN ISHERI RENT 500K .. Read more ,Furnished,1 beds1 baths1 Toilets
Badore Ajah Lagos,"750,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: A standard 2 bedroom flat in an estate! Olu.. Read more ,,2 beds0 baths0 Toilets
Baba Adisa Bus Stop After Alatise Alatise Ibeju Lekki Lagos,"375,000/year","  Updated 14 Feb 2023, Added 11 Feb 2023 "," FOR RENT: Very Sharp mini flat(Upstairs) in a secured area of baba adisa, walkable distanc.. Read more ",,1 beds1 baths1 Toilets
Pedro Road Shomolu Lagos,"450,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: 1 bedroom Flat / Apartment for rent Pedro Road Shomolu Shomolu Lagos.. Read more ,FurnishedNewly Built,1 beds1 baths1 Toilets
Ikota Lekki Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 "," FOR RENT: Serviced 2 Bedroom Apartment For Rent Price: 2,000,000 Caution: 200,000 Legal.. Read more ",Serviced,2 beds2 baths2 Toilets
Jubril Martins Surulere Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 ", FOR RENT: Lovely and newly renovated 3 Bedroom flat on Jubril Martins off Olufemi Surulere.. Read more ,,3 beds3 baths0 Toilets
Ifako Ogba Ogba Lagos,"400,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: Wonderful and Neat Mini Flat Apartment With All Round Tiles In A Secured Environ.. Read more ,,1 beds0 baths0 Toilets
"Hiltop Estate, Aboru Iyana Ipaja Ipaja Lagos","1,000,000/year","  Updated 14 Feb 2023, Added 19 Jan 2023 ", FOR RENT: *Now Letting A relatively new clean 3 bedroom flat All rooms ensuite with war.. Read more ,,3 beds3 baths4 Toilets
Cole Street Surulere Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 12 Feb 2023 ", FOR RENT: Tastefully finished 2 bedroom flat for corporate young couple or bachelor Al.. Read more ,Newly Built,2 beds2 baths3 Toilets
Lekki Lagos,"55,000,000","  Updated 19 Feb 2023, Added 18 Aug 2022 ", FOR SALE: 4 Bedroom Terrace-Duplex with BQ (Corner piece) For Sale Location: Orchid Ho.. Read more,,4 beds0 baths0 Toilets
Ilaje Ajah Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: *Now Available Nice and spacious 2 bedroom flat and a mini flat Location:.. Read more ,,2 beds2 baths3 Toilets
Mende Maryland Lagos,"250,000/day","  Updated 14 Feb 2023, Added 17 Jun 2022 "," FOR RENT: Our Event Centre can seat 200 guest, (Banquet setting), located in a very secure.. Read more ",, beds baths Toilets
Safecourt Ikate Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 11 Dec 2022 ", FOR RENT: 3 bedroom Flat / Apartment for rent Safecourt Ikate Lekki Lagos.. Read more ,,3 beds3 baths4 Toilets
Abraham Adesanya Estate Ajah Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 31 Aug 2022 ", FOR RENT: 2 bedroom duplex for rent in an estate at Abraham adesanya 2.5m per anum servic.. Read more ,FurnishedServicedNewly Built, beds2 baths3 Toilets
Aguda Surulere Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 "," FOR RENT: 2 bedroom flat with all room ensuite, visitors toilet, fitted kitchen, prepaid m.. Read more ",,2 beds2 baths3 Toilets
Lekki Phase 1 Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: 3 bedroom flat with a room BQ for rent in Lekki Phase 1. 24-hour electricity... Read more ,,3 beds3 baths4 Toilets
Vgc Lekki Lagos,"5,500,000/year","  Updated 14 Feb 2023, Added 12 Jan 2023 "," FOR RENT: Located in the well known Victoria Garden City (VGC) Lekki Peninsula Phase II, B.. Read more ",Furnished,4 beds3 baths4 Toilets
Ikate Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: 2 bedroom furnished flat in a very lovely bedroom. Location: ikate Price 6.. Read more ,Furnished,2 beds0 baths0 Toilets
Phase 2 Gbagada Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 "," FOR RENT: Spacious 5 bedrooms detached house with family lounge, garage, pantry n gate h.. Read more ",,5 beds5 baths6 Toilets
Marwa Lekki Phase 1 Lekki Lagos,"12,000,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: *5 BEDROOM DETACHED DUPLEX WITH 2 ROOMS BQ. COMES WITH A 40KVA GENERATOR* *LO.. Read more ,,5 beds0 baths0 Toilets
Magodo Kosofe Ikosi Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 03 Nov 2022 ", FOR RENT: TO LET 3-bedroom duplex at Magodo Phase 1 Residential Scheme. (Self Compound) .. Read more ,,0 beds0 baths0 Toilets
Parkview Estate Ikoyi Lagos,"10,000,000/year","  Updated 19 Feb 2023, Added 08 Feb 2023 ", FOR RENT: FOR RENT: Nicely Finished & Serviced 3 Bedroom Terrace House with Boy's Quarter .. Read more,Serviced,3 beds3 baths4 Toilets
Banana Island Ikoyi Lagos,"27,000,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 "," FOR RENT: 4 bedroom maisionette with swimming pool, gym, elevator, club house, sauna etc .. Read more ",ServicedNewly Built,4 beds4 baths5 Toilets
Ilaje Ajah Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 14 Jan 2023 "," FOR RENT: Inspection Fee:: N1,500 Agency: N280,000 Legal: N280,000 Features; BQ 4.. Read more ",,4 beds4 baths5 Toilets
Maryland Mende Maryland Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 29 Jan 2023 ", FOR RENT: WAREHOUSE TO LET: 400sqm warehouse at Mende Maryland PRICE: 5M per annu.. Read more ,,0 beds0 baths0 Toilets
Parkview Estate Ikoyi Lagos,"5,500,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 "," FOR RENT: *PASSIONATE TO LET IN IKOYI Spacious 2 Bedrooms passionate with BQ, self-serv.. Read more ",,2 beds2 baths3 Toilets
Olokonla Ajah Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 ", FOR RENT: Newly built 2 bedrooms at LBS oloko NLA RENT #1M SERVICE CHARGE 200K Agency 100.. Read more ,Newly Built,2 beds3 baths3 Toilets
Dolphin Estate Ikoyi Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Rentwithwolfe Spacious 2 bedroom apartment located inside Dolphin Estate in Ik.. Read more ,Serviced,2 beds2 baths2 Toilets
Ocean Breaze Ologolo Lekki Lagos,"10,000,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 "," FOR RENT: So there is a fully furnished 3 bedroom flat with BQ at Ocean Breeze estate, Lek.. Read more ",Furnished,3 beds3 baths4 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 ", FOR RENT: *MAGODO PHASE2 PROPERTY TO LET ======================= *Description: lovely 2-.. Read more ,,2 beds2 baths3 Toilets
Alapere Ketu Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: JUST OUT!! A Newly built 2 bedroom flat with all modern facilities off estate.. Read more ,Newly Built,2 beds2 baths3 Toilets
"Off Gbangbala Road, Ikate, Lekki, Lagos (close To Primewater, Freedom Way) Ikate Lekki Lagos","70,000,000","  Updated 19 Feb 2023, Added 18 Nov 2022 "," FOR SALE: THE CELLO Luxury 2 Bedroom Apartments with a Room BQ, Rooftop Lounge and Gymnas.. Read more",Serviced,2 beds2 baths3 Toilets
Alagomeji Yaba Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 02 Feb 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths2 Toilets
Mende Maryland Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 "," FOR RENT: TO LET NEWLY BUILT 4 Bedroom Semi Detached Duplex with POP, Security Doors, B.. Read more ",Newly Built,4 beds4 baths5 Toilets
"Radio Bus Stop Along Awolowo Road, Ikorodu Lagos","3,000,000/year","  Updated 14 Feb 2023, Added 07 Sep 2022 ", FOR RENT: Rent:-3 million naira x 3 years Agreement:-10% Commission:-10% 310 sqm.. Read more ,, beds baths Toilets
Estate Lekki Phase 1 Lekki Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 05 Jan 2023 ", FOR RENT: A fully furnished 2 Bedroom apartment Rent N4.5m Agency 10% Legal 10© Serv.. Read more ,FurnishedServiced,2 beds2 baths3 Toilets
Ikate Lekki Lagos,"5,500,000/year","  Updated 14 Feb 2023, Added 30 Jan 2023 ", FOR RENT: Luxury serviced 4-bedroom terrace duplex with a bq in a secure and serene enviro.. Read more ,,4 beds4 baths5 Toilets
Idado Lekki Lagos,"6,500,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 "," FOR RENT: 5 Bedroom Detached Duplex With A BQ For Rent Price: 6,500,000 Caution: 500,000.. Read more ",Newly Built,5 beds5 baths6 Toilets
Banana Island Ikoyi Lagos,"13,800,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 ", FOR RENT: You can't afford to miss this house Thus is what you have been searching for .. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Chevron Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 02 Feb 2023 ", FOR RENT: 4 bedroom fully detach duplex in the highly sortafter estate (Northern foreshore.. Read more ,,4 beds4 baths5 Toilets
Adeniyi Jones Ikeja Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 "," FOR RENT: Just out,3 bedroom flat inside akora villas off adeniyi Jones ikeja.2.5m.working.. Read more ",,3 beds3 baths3 Toilets
Morocco Shomolu Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,3 beds3 baths4 Toilets
Ago Palace Okota Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Spacious newly built 2 bedroom flat at glory land estate ago palace 1.3m upstair.. Read more ,Newly Built,2 beds2 baths3 Toilets
Thera Peace Zone Estate Sangotedo Ajah Lagos,"2,000,000/year",  Added 17 Feb 2023 , FOR RENT: Available Now! SARAH'S PARADISE APARTMENT Impeccable Brand New 2 Bedroom Fu.. Read more,FurnishedServicedNewly Built,2 beds2 baths3 Toilets
