Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Lekki Lagos,"3,000,000/year","  Updated 18 Feb 2023, Added 17 Jan 2023 ", FOR RENT: Finely Built 2 Bedrooms Apartment; Location: Lekki Conservation Road-Lekki .. Read more ,Serviced,2 beds2 baths3 Toilets
Vgc Lekki Lagos,"2,500,000/year","  Updated 18 Feb 2023, Added 22 Jan 2023 "," FOR RENT: Newly Built 2 Bedroom Apartment; Location: VGC, Lekki. Rent: N2.5million .. Read more ",ServicedNewly Built,2 beds2 baths3 Toilets
Ajah Lagos,"2,500,000/year","  Updated 18 Feb 2023, Added 14 Feb 2023 ", FOR RENT: Nicely Built 2 Bedroom Apartment; Location: Ajah Rent: N2.5million Agency.. Read more ,,2 beds2 baths3 Toilets
Sabo Yaba Lagos,"2,500,000/year","  Updated 18 Feb 2023, Added 27 Jan 2023 ", FOR RENT: FOR RENT!!! DECENT & MASSIVE 2 BEDROOM FLAT FEATURES: ALL ROOMS ENSUITE+ GUES.. Read more ,Serviced,2 beds3 baths3 Toilets
Ikoyi Lagos,"11,500,000/year","  Updated 18 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Spacious 2 Bedroom flat; Location: Old Ikoyi Rent: N11.5million Service c.. Read more ,,2 beds2 baths3 Toilets
Medina Gbagada Lagos,"2,500,000/year","  Updated 18 Feb 2023, Added 06 Feb 2023 ", FOR RENT: FOR RENT!!! DECENT & SPACIOUS 3 BEDROOM FLAT!!! FEATURES: UPSTAIRS A ROOM EN.. Read more ,,3 beds4 baths4 Toilets
Off Banana Island Road Ikoyi Lagos,"7,000,000/year","  Updated 18 Feb 2023, Added 28 Jan 2023 ", FOR RENT: Spacious & Waterview 3 Bedroom flat with a bq; Location: Off Banana Island Ro.. Read more ,Serviced,3 beds3 baths4 Toilets
Orchid Lekki Lagos,"4,500,000/year","  Updated 18 Feb 2023, Added 07 Feb 2023 ", FOR RENT: Newly Built 4-Bedroom Terrace Duplex; Location: Orchid Rent: N4.5million .. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Ikota Lekki Lagos,"3,000,000","  Updated 14 Feb 2023, Added 20 Dec 2022 ", FOR RENT: Newly built 3 bedroom terrace duplex in a new serviced estate by VGC. It is full.. Read more,ServicedNewly Built,3 beds3 baths4 Toilets
Lekki Lagos,"8,000,000/year","  Updated 18 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Nicely Built 4 Bedroom Semi-detached duplex; Location: Lekki Phase 1 Price.. Read more ,,4 beds4 baths5 Toilets
Chevron Lekki Lagos,"5,500,000/year","  Updated 18 Feb 2023, Added 17 Jan 2023 "," FOR RENT: Nicely Built 4 Bedroom Semi Detached Duplex; Location: Chevy view, Chevron .. Read more ",,4 beds4 baths5 Toilets
Abule Ijesha Yaba Lagos,"3,000,000/year","  Updated 18 Feb 2023, Added 15 Jul 2022 ", FOR RENT: FOR LEASE!! A SELF-COMPOUND BUNGALOW HOUSE IS AVAILABLE FOR LEASE.. LO.. Read more ,,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"7,000,000/year","  Updated 18 Feb 2023, Added 07 Feb 2023 ", FOR RENT: BEAUTIFUL 5-BEDROOM FULLY DETACHED DUPLEX WITHIN A SERENE NEIGHBORHOOD. Price: .. Read more ,Newly Built,5 beds5 baths6 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 27 Jan 2023 ", FOR RENT: SERVICED 4 BEDROOM TERRACE DUPLEX WITHIN A SERENE NEIGHBOURHOOD Location: Ikat.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Agungi Lekki Lagos,"6,000,000/year","  Updated 18 Feb 2023, Added 18 Jan 2023 ", FOR RENT: 4 Bedroom Semi-Detached House with 1 serviced BQ; Location: Silver Spring Est.. Read more ,,4 beds4 baths5 Toilets
Lekki Phase 1 Lekki Lagos,"12,000,000/year","  Updated 18 Feb 2023, Added 14 Feb 2023 ", FOR RENT: SPACIOUS 4BEDROOM SEMI DETACHED DUPLEX WITH BQ WITHIN A SERENE NEIGHBORHOOD. P.. Read more ,,4 beds4 baths5 Toilets
Orchid Chevron Lekki Lagos,"4,800,000/year","  Updated 18 Feb 2023, Added 11 Nov 2022 ", FOR RENT: A 4 bedroom semi detached duplex with BQ is available for rent immediately at th.. Read more ,,4 beds4 baths5 Toilets
Banana Island Ikoyi Lagos,"25,000,000/year","  Updated 18 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Spacious 4 Bedroom Terrace Duplex with a bq; Location: Banana Island Rent:.. Read more ,,4 beds4 baths5 Toilets
"Off Gbangbala Road, Ikate, Lekki, Lagos (close To Primewater, Freedom Way, Palace) Ikate Lekki Lagos","70,000,000","  Updated 19 Feb 2023, Added 18 Nov 2022 "," FOR SALE: THE CELLO Luxury 2 Bedroom Apartments with a Room BQ, Rooftop Lounge and Gymnas.. Read more",Serviced,2 beds2 baths3 Toilets
"Bera Estate, Chevron Lekki Lagos","120,000,000/year","  Updated 18 Feb 2023, Added 21 Dec 2022 ", FOR RENT: Well Built 5 Bedroom Semi Detached Duplex BQ; Price: N120million Features;.. Read more ,,5 beds5 baths6 Toilets
Banana Island Road Ikoyi Lagos,"18,000,000/year","  Updated 18 Feb 2023, Added 14 Dec 2022 ", FOR RENT: Spacious 5 Bedroom Semi-Detached Duplex with a bq; Rent: N18million (2 year.. Read more ,,5 beds5 baths6 Toilets
"Sosanya Estate, Soluyi Gbagada Lagos","2,300,000/year","  Updated 18 Feb 2023, Added 14 Jan 2023 ", FOR RENT: FOR RENT!!! NEWLY BUILT & TASTEFULLY FINISHED 2BEDROO.. Read more ,Newly Built,2 beds3 baths3 Toilets
Abraham Adasanya Ajah Lagos,"3,500,000/year","  Updated 18 Feb 2023, Added 16 Nov 2022 ", FOR RENT: A newly built 4bedroom terrace duplex with BQ is available for rent immediately .. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Idado Lekki Lagos,"5,500,000/year","  Updated 18 Feb 2023, Added 18 Jan 2023 "," FOR RENT: Nicely Built 5 Bedroom Terrace Duplex; Location: Idado, Lagos. Rent: N5.5.. Read more ",Serviced,5 beds5 baths6 Toilets
Medina Gbagada Lagos,"2,600,000/year","  Updated 18 Feb 2023, Added 06 Feb 2023 ", FOR RENT: FOR RENT!!! DECENT & SPACIOUS 3-BEDROOM FLAT!!! LOCATION: MEDINA ESTATE GBAGAD.. Read more ,,3 beds2 baths3 Toilets
Ikeja Gra Ikeja Lagos,"15,000,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 ", FOR RENT: FOR RENT!!! DECENT 5BEDROOM FULLY DETACHED DUPL.. Read more ,,5 beds6 baths6 Toilets
Phase 2 Gbagada Lagos,"2,800,000/year","  Updated 18 Feb 2023, Added 25 Jan 2023 ", FOR RENT: FOR RENT!!! TASTEFULLY FINISHED 3BEDROOM FLAT!!.. Read more ,Newly Built,2 beds3 baths3 Toilets
"Ebun Street,off Ogunlana Drive Surulere Lagos","1,400,000/year","  Updated 18 Feb 2023, Added 11 Feb 2023 ", FOR RENT: FOR RENT!!! DECENT & SPACIOUS MINIFLAT!!! FE.. Read more ,,1 beds1 baths1 Toilets
Agungi Lekki Lagos,"4,500,000/year","  Updated 18 Feb 2023, Added 19 Jan 2023 "," FOR RENT: Nicely Built 4 Bedroom Semi-Detached Duplex; Location: Agungi, Lagos Pri.. Read more ",,4 beds4 baths5 Toilets
Lekki Lagos,"6,000,000/year","  Updated 18 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Nicely Built Decently Finished 3 Bedroom Flat' Location: Lekki Phase 1 Pri.. Read more ,Serviced,3 beds3 baths4 Toilets
Thera Peace Zone Estate Sangotedo Ajah Lagos,"2,000,000/year",  Added 17 Feb 2023 , FOR RENT: Available Now! SARAH'S PARADISE APARTMENT Impeccable Brand New 2 Bedroom Fu.. Read more,FurnishedServicedNewly Built,2 beds2 baths3 Toilets
Idado Lekki Lagos,"4,000,000/year","  Updated 18 Feb 2023, Added 19 Jan 2023 "," FOR RENT: Well Built 3 Bedroom Apartment Location: Idado, Lagos Price: N4million .. Read more ",,3 beds3 baths4 Toilets
Chevron Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 10 Feb 2023 ", FOR RENT: A newly built 4 bedroom semi detached duplex with BQ is available for rent in an.. Read more ,Newly Built,4 beds4 baths5 Toilets
Victoria Island Lagos,"7,000,000/year","  Updated 18 Feb 2023, Added 13 Feb 2023 ", FOR RENT: SERVICED 3 BEDROOM APARTMENT FOR RENT WITHIN A SECURED NEIGHBORHOOD Location: .. Read more ,Serviced,3 beds3 baths4 Toilets
By Chevron Tollgate Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 23 Jan 2023 "," FOR RENT: LOVELY 4 BEDROOM SEMI DETACHED DUPLEX WITHIN A MINI ESTATE, Built with class is.. Read more ",Newly Built,4 beds4 baths5 Toilets
Old Ikoyi Ikoyi Lagos,"16,000,000/year","  Updated 18 Feb 2023, Added 15 Dec 2022 ", FOR RENT: Spacious 4 Bedroom Terrace Duplex with a room bq; Location: Old Ikoyi Ren.. Read more ,Serviced,4 beds4 baths5 Toilets
Banana Island Ikoyi Lagos,"32,000,000/year","  Updated 18 Feb 2023, Added 13 Jan 2023 "," FOR RENT: 5 Bedroom Semi-Detached Duplex with a Room BQ; Location: Banana Island, Ikoyi.. Read more ",,5 beds5 baths6 Toilets
Ikoyi Lagos,"9,000,000/year","  Updated 18 Feb 2023, Added 13 Jan 2023 "," FOR RENT: Spacious 4 Bedroom Terrace Duplex with a bq; Location: Old Ikoyi, Ikoyi Re.. Read more ",Serviced,4 beds4 baths5 Toilets
Osapa London Lekki Lagos,"3,500,000/year","  Updated 18 Feb 2023, Added 08 Feb 2023 "," FOR RENT: Self Serviced 3 Bedroom flat; Location: Osapa Rent: N3.5million Agency,.. Read more ",,3 beds3 baths4 Toilets
Orchid Road Lekki Lagos,"4,500,000/year","  Updated 18 Feb 2023, Added 22 Jan 2023 "," FOR RENT: Nicely Built 4 Bedroom Terrace Duplex; Location: Orchid Road, Lekki Rent: .. Read more ",,4 beds4 baths5 Toilets
Banana Estate Lekki Lagos,"100,000,000","  Updated 19 Feb 2023, Added 02 Feb 2023 ", FOR SALE: **4sale @ Lekki off Alpha Beach Rd. Vacant & Tastefully built 4 bedrooms fully .. Read more,,4 beds4 baths4 Toilets
Orchid Road Chevron Lekki Lagos,"140,000,000/year","  Updated 18 Feb 2023, Added 11 Nov 2022 ", FOR RENT: A newly 4 bedroom semi Detached duplex with BQ is available for sale immediately.. Read more ,Newly Built,4 beds4 baths5 Toilets
Arowojobe Estate Mende Maryland Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 18 Jan 2023 ", FOR RENT: FOR RENT!!!!! NEWLY BUILT & TASTEFULL.. Read more ,Newly Built,4 beds5 baths5 Toilets
Medina Gbagada Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 26 Nov 2022 ", FOR RENT: FOR RENT!!! NEWLY BUILT 6UNITS OF 4BEDROOM TERRACE DUPLEX.. Read more ,Newly Built,4 beds5 baths5 Toilets
Ikeja Gra Ikeja Lagos,"12,000,000/year","  Updated 18 Feb 2023, Added 13 Dec 2022 ", FOR RENT: FOR RENT!!! 8UNITS OF LUXURY BUILT OF 4BEDROOM TERRACE DU.. Read more ,FurnishedServicedNewly Built,4 beds5 baths5 Toilets
Chevron Lekki Lagos,"5,500,000/year","  Updated 18 Feb 2023, Added 20 Dec 2022 ", FOR RENT: Newly Built 4 Bedroom Semi Detached with BQ Location: Chevron Rent: N5.5m.. Read more ,,4 beds4 baths5 Toilets
"Olayemi Street Via Adelabu, Aguda Surulere Lagos","2,000,000/year","  Updated 18 Feb 2023, Added 05 Jan 2023 ", FOR RENT: FOR RENT!!! DECENT 2BEDROOM FLAT!!! .. Read more ,,2 beds3 baths3 Toilets
Soluyi Gbagada Lagos,"2,500,000/year","  Updated 18 Feb 2023, Added 03 Feb 2023 ", FOR RENT: FOR RENT!!! DECENT & SPACIOUS 3 BEDROOM FLAT!!! FEATURES: GROUNDFLOOR ALL R.. Read more ,,3 beds4 baths4 Toilets
Chevron Alternative Lekki Lagos,"5,500,000/year","  Updated 18 Feb 2023, Added 17 Jan 2023 ", FOR RENT: Newly Built 5 Bedroom fully Detached Duplex; Location: Chevron Alternative .. Read more ,Newly Built,5 beds5 baths6 Toilets
Shangisha Kosofe Ikosi Lagos,"4,000,000/year","  Updated 18 Feb 2023, Added 15 Jan 2023 ", FOR RENT: FOR RENT!!! RELATIVELY NEW & TASTEFULLY FINISHED 4-BEDROOM FLAT!!! LOCATION: O.. Read more ,,4 beds5 baths5 Toilets
Agungi Lekki Lagos,"8,000,000/year","  Updated 18 Feb 2023, Added 31 Jan 2023 "," FOR RENT: Tastefully Built 5 Bedroom Fully Detached Duplex; Location: Agungi, Lagos .. Read more ",,5 beds5 baths6 Toilets
Parkview Estate Ikoyi Lagos,"12,000,000/year","  Updated 18 Feb 2023, Added 02 Feb 2023 "," FOR RENT: Spacious 4 Bedroom Terrace Duplex with a bq; Location: Parkview Estate, Ikoyi.. Read more ",,4 beds4 baths5 Toilets
Osapa London Lekki Lagos,"4,000,000/year","  Updated 16 Feb 2023, Added 04 Jan 2023 ", FOR RENT: Luxury 4 Bedroom duplex available for rent at Osapa Lekki Lagos. Features: A.. Read more,Newly Built,4 beds4 baths5 Toilets
Ikota Lekki Lagos,"4,500,000/year","  Updated 18 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Nicely Built 4 Bedroom Terrace Duplex; Location: Ikota Rent: N4.5million .. Read more ,,4 beds4 baths5 Toilets
Ikeja Gra Ikeja Lagos,"8,000,000/year","  Updated 18 Feb 2023, Added 25 Jan 2023 ", FOR RENT: FOR RENT!!! LUXURY 3BEDROOM FLAT+ A R.. Read more ,Serviced,3 beds4 baths4 Toilets
Osapa London Lekki Lagos,"3,500,000/year","  Updated 18 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Newly Built 3 Bedroom flat; Location: Osapa Rent: N3.5million Agency: 10%.. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
Orchid Road Chevron Lekki Lagos,"3,000,000/year","  Updated 18 Feb 2023, Added 11 Dec 2022 ", FOR RENT: A newly built 2 bedroom fully furnished apartment is available for rent immedia.. Read more ,FurnishedNewly Built,2 beds2 baths3 Toilets
"Shitta Akerele, Surulere Lagos","2,000,000/year","  Updated 18 Feb 2023, Added 01 Feb 2023 ", FOR RENT: SUPERB 2BEBROOM FLAT!!! FEATURES: OPEN PLAN KITCHEN ALL ROOMS ENSUITE+ .. Read more ,ServicedNewly Built,2 beds3 baths3 Toilets
Aguda Surulere Lagos,"1,500,000","  Updated 18 Feb 2023, Added 17 Feb 2023 ", FOR RENT: FOR RENT!!! DECENT & MASSIVE 3BEDROOM FLAT!!! .. Read more ,,3 beds2 baths Toilets
Orchid Road Lekki Lagos,"550,000/year","  Updated 18 Feb 2023, Added 11 Feb 2023 "," FOR RENT: To let 1 bedroom boy’s quarter with 24hrs electricity. Feature: 1 bed set , C.. Read more ",Serviced,1 beds1 baths1 Toilets
Chevron Alternative Lekki Lagos,"4,000,000/year","  Updated 18 Feb 2023, Added 19 Jan 2023 ", FOR RENT: Nicely Built 4 Bedroom Terrace Duplex; Location: Chevron Alternative. Pri.. Read more ,Serviced,4 beds4 baths5 Toilets
"Curtis Adeniyi Jones, Surulere Lagos","5,000,000/year","  Updated 18 Feb 2023, Added 02 Feb 2023 ", FOR RENT: FOR RENT!!! A SUPERB NEWLY RENOVATED 4BEDROOM DUPLEX!!!! .. Read more ,,4 beds5 baths5 Toilets
"Olu Holloway Road, Ikoyi Lagos","13,500,000,000","  Updated 18 Feb 2023, Added 13 Nov 2022 ", FOR SALE: RESIDENTIAL HIGH RISE FOR SALE!!! A V.. Read more,, beds baths Toilets
Lekki Lagos,"4,000,000/year","  Updated 18 Feb 2023, Added 02 Feb 2023 "," FOR RENT: Nicely Built Decently Finished 2 Bedroom Flat; Location: Lekki, Phase 1 P.. Read more ",,2 beds2 baths3 Toilets
Iponri Surulere Lagos,"2,500,000/year","  Updated 18 Feb 2023, Added 11 Feb 2023 ", FOR RENT: FOR RENT!!! RENOVATED & SPACIOUS 3BEDROOM FLAT!!! .. Read more ,,3 beds2 baths3 Toilets
Shomolu Lagos,"1,200,000/year","  Updated 18 Feb 2023, Added 06 Feb 2023 ", FOR RENT: FOR SALE!!!! NEWLY BUILT MINIFLAT!!! FEATURES: - POP Ceiling - Screeded wall.. Read more ,Newly Built,1 beds2 baths2 Toilets
Banana Island Ikoyi Lagos,"10,000,000/year","  Updated 18 Feb 2023, Added 14 Feb 2023 ", FOR RENT: SERVICED 3BEDROOM APARTMENT WITHIN A SECURED NEIGHBORHOOD!!! Location: Banana .. Read more ,Serviced,3 beds3 baths4 Toilets
Off Awolowo Road Ikoyi Lagos,"11,000,000/year","  Updated 18 Feb 2023, Added 15 Jan 2023 "," FOR RENT: Spacious 2 Bedroom flat with a bq; Location: Off Awolowo Road, Ikoyi Rent:.. Read more ",Serviced,2 beds2 baths3 Toilets
"Ogudu Gra, Ogudu Lagos","4,500,000/year","  Updated 18 Feb 2023, Added 26 Jan 2023 ", FOR RENT: FOR RENT!!! NEWLY RENOVATED & MASSIVE 3-BEDROOM FLAT+ BQ!.. Read more ,,3 beds4 baths4 Toilets
Mobile Estate Ajah Lagos,"6,500,000/year","  Updated 18 Feb 2023, Added 01 Jan 2023 ", FOR RENT: a newly built 6 bedroom fully detached duplex with 2 bedroom bq is available for.. Read more ,ServicedNewly Built,6 beds6 baths7 Toilets
Agungi Lekki Lagos,"1,300,000/year","  Updated 18 Feb 2023, Added 13 Feb 2023 ", FOR RENT: Mini flat; Location: Agungi Rent: N1.3million Agency: 10% Legal: 10% .. Read more ,,1 beds1 baths1 Toilets
Banana Island Ikoyi Lagos,"15,000,000/year","  Updated 18 Feb 2023, Added 13 Jan 2023 "," FOR RENT: Lovely 4 Bedroom Duplex Duplex; Location: Banana Island, Ikoyi. Rent: N15m.. Read more ",,4 beds4 baths5 Toilets
Chevron Lekki Lagos,"2,500,000/year","  Updated 18 Feb 2023, Added 10 Feb 2023 ", FOR RENT: A newly built 2 bedroom flat is available for rent immediately in an estate at c.. Read more ,Newly Built,2 beds2 baths3 Toilets
Lekki Epe Express Way Lekki Lagos,"8,000,000/year","  Updated 18 Feb 2023, Added 20 Sep 2022 ", FOR RENT: SHOP /OFFICE SPACE TO LET Different Shop sizes within a very highbrow and attr.. Read more ,,0 beds0 baths3 Toilets
Parkview Estate Ikoyi Lagos,"10,000,000/year","  Updated 19 Feb 2023, Added 08 Feb 2023 ", FOR RENT: FOR RENT: Nicely Finished & Serviced 3 Bedroom Terrace House with Boy's Quarter .. Read more,Serviced,3 beds3 baths4 Toilets
"Off Ilaje Road, Bariga Lagos","450,000/year","  Updated 18 Feb 2023, Added 25 Jan 2023 ", FOR RENT: FOR RENT!!! Did NEWLY BUILT & TASTEFULLY FINISHED ROOM.. Read more ,Newly Built,1 beds1 baths1 Toilets
"Peace Estate, Surulere Lagos","1,200,000/year","  Updated 18 Feb 2023, Added 27 Jan 2023 ", FOR RENT: FOR RENT!!! DECENT 2-BEDROOM FLAT!!! FEATURES: UPSTAIRS ALL ROOMS ENSUITE+ G.. Read more ,,2 beds2 baths2 Toilets
Soluyi Gbagada Lagos,"3,000,000/year","  Updated 18 Feb 2023, Added 16 Feb 2023 ", FOR RENT: FOR RENT NEWLY BUILT & TASTEFULLY FINISHED 3-BEDROOM FLAT FEATURES: UPSTA.. Read more ,Newly Built,3 beds4 baths4 Toilets
Lagos Business School Area Ajah Lagos,"750,000/year","  Updated 18 Feb 2023, Added 10 Feb 2023 ", FOR RENT: A newly built 1 bedroom mini flat is available for rent at LBS ajah Lagos.. .. Read more ,Newly Built,1 beds1 baths1 Toilets
Millenuim Ups Gbagada Lagos,"3,000,000/year","  Updated 18 Feb 2023, Added 16 Feb 2023 "," FOR RENT: FOR RENT RENOVATED 4 UNITS OF 3-BEDROOM FLAT FEATURES: 3TOILETS,2BATHS A.. Read more ",,3 beds3 baths2 Toilets
Aguda Surulere Lagos,"800,000/year","  Updated 18 Feb 2023, Added 15 Feb 2023 ", FOR RENT: DECENT & SPACIOUS 2BEDROOM FLAT FEATURES: DOWNSTAIRS 2TOILET 2BATH(NOT EN.. Read more ,,1 beds2 baths2 Toilets
Ikeja Gra Ikeja Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 13 Feb 2023 ", FOR RENT: FOR RENT!!! LUXURY BUILT 5-NUMBERS OF 2-BEDROOM FLAT .. Read more ,ServicedNewly Built,2 beds3 baths3 Toilets
Bourdillon Ikoyi Lagos,"14,000,000/year","  Updated 18 Feb 2023, Added 06 Feb 2023 ", FOR RENT: 3 bedroom Flat / Apartment for rent Bourdillon Ikoyi Lagos.. Read more ,FurnishedServicedNewly Built,3 beds3 baths4 Toilets
Ikeja Lagos,"15,000,000/year","  Updated 18 Feb 2023, Added 06 Feb 2023 ", FOR RENT: FOR RENT!!! FURNISHED & SERVICED 3BEDROOM TERRACE DUPLEX... LOCATION: IKEJA GR.. Read more ,,3 beds4 baths4 Toilets
Osapa London Lekki Lagos,"160,000,000","  Updated 15 Feb 2023, Added 04 Aug 2022 ", FOR SALE: FOR SALE: NEWLY BUILT 5 BEDROOM SEMI-DETACHED DUPLEX ( SELF-COMPOUND) + BQ IN.. Read more,,5 beds5 baths6 Toilets
"Sosanya Street, Soluyi Gbagada Lagos","4,000,000/year","  Updated 18 Feb 2023, Added 15 Feb 2023 ", FOR RENT: FEATURES: A ROOM BQ ALL ROOMS EN-SUITE+ GUEST TOILET BEAUTIFUL P.O.P FINISHIN.. Read more ,Newly Built,3 beds4 baths4 Toilets
Ikeja Gra Ikeja Lagos,"7,500,000/year","  Updated 18 Feb 2023, Added 05 Feb 2023 ", FOR RENT: FOR RENT!!! RELATIVELY NEW 5BEDROOM TERRACE DUPLEX+ A ROO.. Read more ,ServicedNewly Built,5 beds6 baths6 Toilets
Victoria Island Lagos,"15,000,000/year",  Added 18 Feb 2023 ," FOR RENT: JUST OUT!!! Luxury Fully Serviced 3 Bedroom Maisonette with BQ, Elevator, Gym.. Read more ",ServicedNewly Built,3 beds3 baths4 Toilets
Ikate Lekki Lagos,"6,500,000/year",  Added 18 Feb 2023 , FOR RENT: JUST OUT!!! Brand New Fully Serviced Spacious 4 Bedroom Terrace Duplex for r.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Spg Road Ologolo Ologolo Lekki Lagos,"2,000,000",  Added 18 Feb 2023 , FOR RENT: 2 BEDROOM FLAT TO LET IN OLOGOLO FOR 2M. SC 350K. CF 200K. 10 PERCENT AGENCY AND.. Read more ,,2 beds2 baths3 Toilets
Ikate Lekki Lagos,"2,000,000/year",  Added 18 Feb 2023 , FOR RENT: JUST OUT!!! Unfurnished Serviced Mini flat with private balcony now availabl.. Read more ,Serviced,1 beds1 baths1 Toilets
"Mtr Gardens, Estate Opic Isheri North Ojodu Lagos","1,200,000/year","  Updated 18 Feb 2023, Added 13 Feb 2023 "," FOR RENT: Serviced 2bedroom flat at MTR Gardens, OPIC-Isheri Rent: 1.2m.. Read more ",Serviced,2 beds2 baths3 Toilets
On Abraham Adesanya Road Abraham Adesanya Estate Ajah Lagos,"3,200,000",  Added 18 Feb 2023 , FOR RENT: Service 3 bedroom terrace duplex with bq in a gated estate with 24 security and .. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
Salem Ikate Ikate Lekki Lagos,"2,800,000",  Added 18 Feb 2023 , FOR RENT: FOR RENT !!!! 2 BEDROOM APARTMENT FOR RENT. Location: salemn lekki lagos ?.. Read more ,Serviced,2 beds2 baths3 Toilets
Close To The Gate At Ikota By Mega Chicken Ikota Lekki Lagos,"1,300,000/year","  Updated 18 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Massive master bedroom with private kitchen and AC in ikota by mega chicken Re.. Read more ,, beds baths Toilets
Igbo Efon Lekki Lagos,"2,500,000/year","  Updated 18 Feb 2023, Added 09 Feb 2023 "," FOR RENT: Banana Island Apartment 2 3 bedroom House Rent 1Yr: 2,500,000 Legal 10%.. Read more ",ServicedNewly Built,3 beds3 baths4 Toilets
Ikota Lekki Lagos,"3,000,000","  Updated 14 Feb 2023, Added 20 Dec 2022 ", FOR RENT: Newly built 3 bedroom terrace duplex in a new serviced estate by VGC. It is full.. Read more,ServicedNewly Built,3 beds3 baths4 Toilets
Osapa London Lekki Lagos,"8,000,000/year","  Updated 18 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Sharp 5-bedroom Detached Duplex 1 gatehouse 1 BQ Location: Victory Park Es.. Read more ,,5 beds5 baths6 Toilets
Orchid Road Ikota Lekki Lagos,"3,000,000",  Added 18 Feb 2023 , FOR RENT: Spacious 2bedrms flat apartment available for rent Orchid road Rent 3M(negoti.. Read more ,,2 beds2 baths3 Toilets
Lagoon Estate Ogudu Lagos,"650,000/year","  Updated 18 Feb 2023, Added 30 Jan 2023 ", FOR RENT: newly renovated room and parlor self contain in ogudu orioke an estate 3 in the .. Read more ,,1 beds1 baths1 Toilets
Lekki Lagos,"4,500,000/year",  Added 17 Feb 2023 , FOR RENT: FASTEST FINGERS!!! Very well maintained 3 BEDROOM apartment plus Bq In .. Read more ,,0 beds0 baths0 Toilets
Alhaja Eleshin Ogudu Orike Ogudu Lagos,"350,000",  Added 17 Feb 2023 ," FOR RENT: there is room self contain in alaja elesin with good water prepaid meter, car pa.. Read more ",Furnished, beds baths Toilets
Off Lawanson Road Lawanson Surulere Lagos,"750,000/year","  Updated 17 Feb 2023, Added 17 Feb 2023 ", FOR RENT: Brand new Mini-flat with 1toilet 1bath in a block of flats easily accessible to .. Read more ,ServicedNewly Built,1 beds2 baths2 Toilets
"Main Bashorun Town Road, Eti Osa North Sangotedo Ajah Lagos","2,500,000/year","  Updated 17 Feb 2023, Added 02 Dec 2022 ", FOR RENT: Neatly renovated 4bed room Duplex all en-suite = 3m pa Also a 3bed room dupl.. Read more ,FurnishedNewly Built,4 beds4 baths5 Toilets
"Main Alatunse Town Road, Alatise Ibeju Lekki Lagos","600,000/year","  Updated 17 Feb 2023, Added 14 Dec 2022 ", FOR RENT: Luxurious 3 bedroom flat. Rent N600k Legal fee N60k Agent fee N60k C.. Read more ,FurnishedNewly Built,3 beds3 baths4 Toilets
"Main Alatunse Town Road, Alatise Ibeju Lekki Lagos","800,000/year","  Updated 17 Feb 2023, Added 19 Dec 2022 "," FOR RENT: Sparkling brand new 3, bedroom apartments, top notch interior facilities, not fa.. Read more ",FurnishedNewly Built,3 beds3 baths4 Toilets
Osapa London Off Agungi Lekki Lagos,"102,000,000","  Updated 19 Feb 2023, Added 12 Jan 2023 ", FOR SALE: Newly Built 4bedroom semi-detached duplex with a bq Location: Osapa London o.. Read more,Newly Built,4 beds4 baths5 Toilets
"Main Kajola Town Road Ajiwe, Alatise Ibeju Lekki Lagos","1,600,000/year","  Updated 17 Feb 2023, Added 19 Dec 2022 ", FOR RENT: BRAND LUXURIOUS CLASSIC QUALITY FINISHING OF 3 BEDROOM TERRACE DUPLEX VERY SPACI.. Read more ,FurnishedNewly Built,3 beds3 baths4 Toilets
Main Kajola Town Road Eputu Ibeju Lekki Lagos,"800,000/year","  Updated 17 Feb 2023, Added 05 Feb 2023 "," FOR RENT: BEAUTIFUL FINISHED 2 BEDROOM APARTMENT TOP NOTCH FACILITY, VERY SPACIOUS COMPOUN.. Read more ",FurnishedNewly Built,2 beds2 baths3 Toilets
