Location,Description,Listing_Type,Price,Beds,Baths,Toilets,City,Location_Area,Newly Built,Furnished,Serviced,Date_Added,Date_Updated
"Ocean Bay,orchid Road Lekki Lagos", FOR RENT: SPACIOUS 4 BEDROOM SEMI DETACHED DUPLEX WITH BQ WITHIN A ESTATE A SERVICED ESTA.. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-02-08,2023-02-18
Osborne Phase Ii Ikoyi Lagos," FOR RENT: Spacious 3 Bedroom flat with a bq; Location: Osborne Phase II, Ikoyi Rent:.. Read more ",Rent,7000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2023-01-15,2023-02-18
Old Ikoyi Ikoyi Lagos," FOR RENT: 3 BEDROOM TERRACE DUPLEX FOR RENT Rent: N15m, per annum Other charges: -.. Read more ",Rent,15000000.0,3.0,4.0,4.0,Ikoyi,Island,1.0,0.0,1.0,2023-01-06,2023-02-18
Osapa London Lekki Lagos, FOR RENT: FURNISHED 4-BEDROOM TERRACE DUPLEX FOR RENT Price: 7.5m per annum Other Ch.. Read more ,Rent,7500000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-08,2023-02-18
Lekki Lagos," FOR RENT: 4 Bedroom Semi-Detached Duplex for Rent 4 Bed, 4 Baths Lekki Phase 1, Lagos.. Read more ",Rent,8000000.0,4.0,5.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-02,2023-02-18
Ikota Lekki Lagos," FOR RENT: 4 BEDROOM SEMI DETACHED DUPLEX FOR RENT Rent: 5M, per annum Other charges.. Read more ",Rent,5000000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-06,2023-02-18
Banana Island Ikoyi Lagos," FOR RENT: 4 BEDROOM SEMI DETACHED DUPLEX FOR RENT!!! Location: Banana Island, Lagos R.. Read more ",Rent,25000000.0,4.0,5.0,5.0,Ikoyi,Island,1.0,0.0,1.0,2023-02-03,2023-02-18
Ologolo Lekki Lagos," FOR RENT: 4 Bedroom Semi-Detached Duplex for Rent 4 Bedroom, 4 Baths Ologolo, Lekki, .. Read more ",Rent,5000000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-26,2023-02-18
Ikate Lekki Lagos, FOR RENT: FOR RENT !!! 4 BEDROOM SEMI-DETACHED DUPLEX WITH BQ FOR RENT !!! Location: I.. Read more ,Rent,9000000.0,4.0,5.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-03,2023-02-18
Parkview Estate Ikoyi Lagos," FOR RENT: 4 BEDROOM | IKOYI | N12,000,000 Location: Parkview Estate, Ikoyi This bra.. Read more ",Rent,12000000.0,4.0,5.0,5.0,Ikoyi,Island,1.0,0.0,1.0,2023-02-06,2023-02-18
Ikota Lekki Lagos," FOR RENT: 4 Bedroom Terrace Duplex for Rent — 4 Bed, 4 Baths Ikota, Lekki, Lagos .. Read more ",Rent,4000000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-09,2023-02-18
Just By Salem Ikate Lekki Lagos," FOR RENT: 4-BEDROOM TERRACED DUPLEX IN IKATE Location - Ikate, Lekki Listing Price - 6.. Read more ",Rent,6500000.0,4.0,5.0,5.0,Lekki,Island,1.0,1.0,0.0,2023-02-07,2023-02-18
Ikeja Lagos, FOR RENT: FOR LEASE Office space Location: off Awolowo road .. Read more ,Rent,12000000.0,0.0,0.0,0.0,Ikeja,Mainland,0.0,0.0,0.0,2023-02-10,2023-02-18
Ikate Lekki Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent Ikate Lekki Lagos.. Read more ,Rent,5000000.0,2.0,2.0,3.0,Lekki,Island,1.0,1.0,1.0,2023-02-10,2023-02-18
Off Banana Island Road Ikoyi Lagos, FOR RENT: Spacious 5-bedroom semi-detached duplex with a bq N18M (2 years advance requ.. Read more ,Rent,18000000.0,5.0,6.0,6.0,Ikoyi,Island,0.0,0.0,1.0,2022-12-15,2023-02-18
Agungi Lekki Lagos," FOR RENT: 2 Bedroom Apartment for Rent Agungi, Lekki N 3 Million Other charges: .. Read more ",Rent,3000000.0,2.0,3.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-02-15,2023-02-18
Off Gerard Ikoyi Lagos, FOR RENT: SPACIOUS 3 BEDROOM FLAT WITH BQ IN A MINI ESTATE Location: Ikoyi Lagos Price:.. Read more ,Rent,5000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-13,2023-02-18
Banana Island Ikoyi Lagos, FOR RENT: 8 Units of Serviced 4 Bedroom Semi Detached Houses 30m per unit. Service.. Read more ,Rent,30000000.0,4.0,5.0,5.0,Ikoyi,Island,1.0,0.0,1.0,2022-11-24,2023-02-18
Ikota Lekki Lagos, FOR RENT: 5-BEDROOM DETACHED DUPLEX FOR RENT Price: 7.5m per annum Other Charges : .. Read more ,Rent,7500000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,0.0,2023-01-06,2023-02-18
Old Ikoyi Ikoyi Lagos, FOR RENT: *Fully fitted 4 bedroom Terrace with BQ available & Fully fitted 3 bedroom maiso.. Read more ,Rent,20000000.0,4.0,5.0,5.0,Ikoyi,Island,1.0,0.0,1.0,2022-11-22,2023-02-18
Oniru Victoria Island Lagos, FOR RENT: TO LET 4BEDROOM SEMI DETACHED DUPLEX ............................ PRICE: 15m.. Read more ,Rent,15000000.0,4.0,5.0,5.0,Victoria Island,Island,0.0,0.0,1.0,2023-02-13,2023-02-18
Chevron Toll Gate Chevron Lekki Lagos," FOR RENT: 4 Bedroom Semi-Detached Duplex for Rent — 4 Bed, 4 Baths Orchid, Lekki, L.. Read more ",Rent,4500000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-15,2023-02-18
By Chevron Tollgate Lekki Lagos, FOR RENT: FOR RENT/5BEDROOM/7M/BY CHEVRON TOLLGATE GIGANTIC 5 BEDROOM DETACHED DUPLEX .. Read more ,Rent,7000000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,0.0,2023-01-23,2023-02-18
Chevron Lekki Lagos," FOR RENT: 4 Bedroom Semi-Detached Duplex for Rent 4 Bed, 4 Baths 2nd Toll Gate, Lekki,.. Read more ",Rent,5000000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-12,2023-02-18
Chevron Lekki Lagos," FOR RENT: 4 Bedroom Semi-Detached Duplex for Rent — 4 Bed, 4 Baths Chevron, Lekki, L.. Read more ",Rent,5000000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-09,2023-02-18
Eko Atlantic Victoria Island Lagos, FOR RENT: FURNISHED 3-BEDROOM APARTMENT IN EKO ATLANTIC CITY FOR RENT Location: Eko Atl.. Read more ,Rent,26000000.0,3.0,4.0,4.0,Victoria Island,Island,1.0,1.0,0.0,2023-02-09,2023-02-18
Off Nike Art Gallery Lekki Lagos," FOR RENT: 4 BEDROOM TERRACE DUPLEX FOR RENT !!! Location: Ikate, Lagos Price: 10m per .. Read more ",Rent,10000000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-26,2023-02-18
Off Banana Island Road Old Ikoyi Ikoyi Lagos," FOR RENT: Spacious 3 bedroom flat with a bq Off Bourdillon Road, Ikoyi Price: 14M.. Read more ",Rent,14000000.0,3.0,4.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2022-12-15,2023-02-18
Osapa London Lekki Lagos, FOR RENT: FURNISHED 4-BEDROOM TERRACE DUPLEX FOR RENT Price: 7.5m per annum Other C.. Read more ,Rent,7500000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-13,2023-02-18
Chevron Lekki Lagos," FOR RENT: 2 BEDROOM APARTMENT FOR RENT !!! Location: Second Toll Gate, Lagos Price: 3m.. Read more ",Rent,3000000.0,2.0,3.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-01-12,2023-02-18
"Ikate Elegushi, Lekki Lagos Ikate Lekki Lagos"," FOR RENT: FURNISHED 3BEDROOM APARTMENT WITHIN A SERENENEIGHBORHOOD!!! Location: Ikate, .. Read more ",Rent,6000000.0,3.0,3.0,4.0,Lekki,Island,0.0,1.0,1.0,2023-02-13,2023-02-18
Agungi Lekki Lagos," FOR RENT: FOR RENT !!! 2-BEDROOM PENTHOUSE APARTMENT FOR RENT !!! Location: AGUNGI, L.. Read more ",Rent,3000000.0,2.0,3.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-02-03,2023-02-18
Ikoyi Lagos, FOR RENT: FURNISHED 4 BEDROOM APARTMENT IN IKOYI FOR RENT Location: IKOYI Fully furnis.. Read more ,Rent,30000000.0,4.0,5.0,5.0,Ikoyi,Island,1.0,1.0,0.0,2023-02-07,2023-02-18
Chevron Lekki Lagos," FOR RENT: FOR RENT !!! 3 BEDROOM APARTMENT Location: Chevron , Lagos Price: N3,750,0.. Read more ",Rent,3750000.0,3.0,4.0,4.0,Lekki,Island,0.0,0.0,1.0,2023-02-06,2023-02-18
Ikate Lekki Lagos," FOR RENT: Luxury Apartments for Rent Studio Apartment 1 Bed, 1 Bath Ikate, Lekki, L.. Read more ",Rent,3500000.0,1.0,2.0,2.0,Lekki,Island,1.0,0.0,1.0,2023-01-26,2023-02-18
"Millenium Estate, Gbagada Lagos", FOR RENT: DECENT & SPACIOUS 2 BEDROOM FLAT FEATURES: UPSTAIRS BOTH ROOMS EN-SUITE BE.. Read more ,Rent,2500000.0,2.0,3.0,3.0,Gbagada,Mainland,0.0,0.0,0.0,2023-02-16,2023-02-18
Lekki Lagos," FOR RENT: 3 Bedroom Maisonette for Rent 3 Bed, 3 Baths Lekki Phase 1, Lagos 6,500,0.. Read more ",Rent,6500000.0,3.0,4.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-01-12,2023-02-18
Lekki Phase 1 Lekki Lagos," FOR RENT: 3 Bedroom Apartment for Rent — 3 Bed, 3 Baths Lekki Phase 1, Lekki, Lagos .. Read more ",Rent,6000000.0,3.0,4.0,4.0,Lekki,Island,0.0,0.0,1.0,2023-01-11,2023-02-18
Victoria Island Lagos, FOR RENT: 2 BEDROOM Apartment 8m CAUTION: 500k LEGAL: 10% AGENCY: 10% SERVICE CHARG.. Read more ,Rent,8000000.0,2.0,3.0,3.0,Victoria Island,Island,1.0,0.0,1.0,2023-02-07,2023-02-18
Lekki Phase1 Right Hand Side Lekki Phase 1 Lekki Lagos," FOR RENT: FURNISHED 4BEDROOM SEMI DETACHED DUPLEX WITHIN A ESTATE Location: Ikate, Lekki .. Read more ",Rent,14500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-02-14,2023-02-18
Lekki Phase 1 Lekki Phase 1 Lekki Lagos, FOR RENT: A room in a shared apartment in Lekki phase1 available for rent Note you shari.. Read more ,Rent,1600000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,0.0,2023-02-17,2023-02-17
Lekki Phase 1 Lekki Phase 1 Lekki Lagos, FOR RENT: A room in a shared apartment now available for rent Rent 1.2m Sc 250k Caut.. Read more ,Rent,1200000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,1.0,2023-02-17,2023-02-17
Alpha Beach Estate Lekki Phase 2 Lekki Lagos, FOR RENT: Semi Direct 3 bedroom flat upstairs. Rent...3.5 m slightly negotiable Agent..10.. Read more ,Rent,3500000.0,3.0,4.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-02-14,2023-02-17
Elf Lekki Phase 1 Lekki Lagos, FOR RENT: A room in a shared apartment now available for rent Rent 1.8m Sc 250k Lega.. Read more ,Rent,1800000.0,3.0,3.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-02-17,2023-02-17
Ikate Lekki Lagos," FOR RENT: 2 BEDROOM APARTMENT FOR RENT !!! Location: Ikate , Lagos?????? Price: 5m per.. Read more ",Rent,5000000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Banana Island Ikoyi Lagos," FOR RENT: 3 BEDROOM PENTHOUSE FOR RENT!!! Location: Banana Island, Lagos?????? Rent: 1.. Read more ",Rent,14000000.0,3.0,3.0,4.0,Ikoyi,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Agungi/ Bera Estate Chevron Chevron Lekki Lagos," FOR RENT: 3 BEDROOM SEMI DETACHED DUPLEX FOR RENT!!! Location: Agungi , Lagos?????? R.. Read more ",Rent,4500000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Chevron Lekki Lagos," FOR RENT: FOR RENT?? NICELY BUILT 4 BEDROOM TERRACE DUPLEX Location: Chevron,lekki, .. Read more ",Rent,6000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Lekki Phase 1 Lekki Lagos, FOR RENT: FOR RENT?? Beautifully built and Spacious 4 bedroom duplex with lovely featur.. Read more ,Rent,7000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Banana Island Ikoyi Lagos, FOR RENT: FOR RENT?? 2 BEDROOM LUXURY APARTMENT UP FOR GRABS! Location: Banana Islan.. Read more ,Rent,13000000.0,2.0,2.0,3.0,Ikoyi,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Ikate Lekki Lagos, FOR RENT: Beautifully built 4 Bedroom Terrace Duplex in a secured environment Location:.. Read more ,Rent,6500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Chevron Toll Gate Chevron Lekki Lagos," FOR RENT: Luxury 2 Bedroom Apartment For Rent?? Location: Orchid road, Lekki Rent: N.. Read more ",Rent,3200000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Agungi Lekki Lagos," FOR RENT: 2 Bedroom Apartment for Rent?? ?? Agungi, Lekki ?? N3 Million Other ch.. Read more ",Rent,3000000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-02-17,2023-02-17
Ikate Lekki Lagos," FOR RENT: 3 Bedroom Apartment for Rent 3 Bed, 3 Baths Ikate, Lekki, Lagos ikate , La.. Read more ",Rent,7000000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-02-16,2023-02-16
Banana Island Ikoyi Lagos," FOR RENT: 3 BEDROOM APARTMENT FOR RENT Location: Banana Island, Lagos Price: 20 m per.. Read more ",Rent,20000000.0,3.0,3.0,4.0,Ikoyi,Island,1.0,0.0,1.0,2023-02-16,2023-02-16
Banana Island Road Banana Island Ikoyi Lagos," FOR RENT: 3 BEDROOM APARTMENT FOR RENT Location: Ikoyi, Lagos Price: 12 m per annum .. Read more ",Rent,12000000.0,3.0,3.0,4.0,Ikoyi,Island,1.0,0.0,1.0,2023-02-16,2023-02-16
Ojulari Crescent Ikate Ikate Lekki Lagos, FOR RENT: Exquisitely Built and Classy Furnished 2 bedroom Flat 24 hours Power S.. Read more ,Rent,6000000.0,0.0,0.0,0.0,Lekki,Island,1.0,1.0,0.0,2023-02-16,2023-02-16
"Oba Saheed Elegushi Street, Off Freedom Way. Lekki Phase 1 Lekki Phase 1 Lekki Lagos"," FOR RENT: A co-shared 3 bedroom apartment in Prim Water Estate, Gardens 2 Lekki with all e.. Read more ",Rent,2340000.0,3.0,2.0,3.0,Lekki,Island,0.0,1.0,1.0,2023-01-18,2023-02-16
Ikate Lekki Lagos," FOR RENT: Beautifully built and Spacious 4 bedroom duplex with fitted kitchen, all rooms e.. Read more ",Rent,7000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-04,2023-02-16
Ikate Lekki Lagos," FOR RENT: 4 Bedroom Semi-Detached Duplex for Rent 4 Bed, 4 Baths Ikate, Lekki, Lagos .. Read more ",Rent,8500000.0,4.0,4.0,5.0,Lekki,Island,1.0,1.0,1.0,2023-01-24,2023-02-16
Lekki Lagos," FOR RENT: 4 Bedroom Terrace Duplex for Rent 4 Bedroom, 4 Baths Lekki Phase 1, Lagos .. Read more ",Rent,10000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-26,2023-02-16
Chevron Lekki Lagos," FOR RENT: 5 Bedroom, 5 Baths Orchid, Lekki, Lagos 7,000,000 Other charges: Agency:.. Read more ",Rent,7000000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,1.0,2023-01-26,2023-02-16
Ikate Lekki Lagos," FOR RENT: 4 BEDROOM SEMI DETACHED DUPLEX FOR RENT ( Back House ) Location: Ikate, Lagos.. Read more ",Rent,9000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-04,2023-02-16
Chevron Lekki Lagos," FOR RENT: 4 BEDROOM TERRACE DUPLEX FOR RENT Location: Chevron, Lagos Price: 6M / Annum.. Read more ",Rent,6000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-02-04,2023-02-16
Lekki Lagos," FOR RENT: 4 BEDROOM semi detached dupleX Location: Lekki Phase 1, Lagos Rent: 8M / An.. Read more ",Rent,8000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-04,2023-02-16
Lekki County Westend Estate Ikota Lekki Lagos, FOR RENT: Downstairs 700k Agency 70k Agreement 70k Caution fee 150k Service charge 250.. Read more ,Rent,700000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-02-15,2023-02-15
"Bera Estate ,chevron Chevron Lekki Lagos", FOR RENT: VERY SPACIOUS 5 BEDROOM DUPLEX WITH BQ IN A NICE ESTATE THE ESTATE HAS VERY .. Read more ,Rent,5000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2023-02-15,2023-02-15
Lekki Lagos," FOR RENT: 4 BEDROOM SEMI DETACHED DUPLEX FOR RENT!!! Location: Lekki Phase 1, Lagos Re.. Read more ",Rent,12000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-06,2023-02-15
Lekki Lagos," FOR RENT: 4 BEDROOM SEMI-DETACHED DUPLEX FOR RENT !!! Location: Chevron, Lagos Price: .. Read more ",Rent,6500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-07,2023-02-15
Ikota Lekki Lagos," FOR RENT: 4 Bedroom Detached Duplex for Rent 5 Bed, 5 Baths Ikota, Lekki, Lagos Ren.. Read more ",Rent,6500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-02-04,2023-02-15
Chevron Lekki Lagos," FOR RENT: Newly built and Spacious 5 bedroom fully detached duplex with BQ,Bluetooth speak.. Read more ",Rent,7000000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,1.0,2022-12-17,2023-02-15
Ikate Lekki Lagos," FOR RENT: Luxury Apartments for Rent Studio Apartment 1 Bed, 1 Bath • Ikate, Lekki.. Read more ",Rent,7000000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-02-07,2023-02-15
Chevron Lekki Lagos," FOR RENT: 4 BEDROOM SEMI DETACHED DUPLEX FOR RENT!!! Location: Orchid, Lekki, Lagos R.. Read more ",Rent,4000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-10,2023-02-15
Orchid Road Chevron Lekki Lagos, FOR RENT: A beautiful 4bedroom Terrace in orchid going for 4.5M.. Read more ,Rent,4500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2022-12-30,2023-02-15
Banana Island Ikoyi Banana Island Ikoyi Lagos, FOR RENT: We have a newly renovated 4 bedrooms terrace duplex with 2 rooms bq with pool in.. Read more ,Rent,20000000.0,4.0,4.0,5.0,Ikoyi,Island,0.0,0.0,1.0,2022-12-28,2023-02-15
Osapa London Lekki Lagos, FOR RENT: Beautiful Built 4 Bedroom Semi Detached Duplex on two floors with an open terra.. Read more ,Rent,7500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-15,2023-02-15
Ologolo Lekki Lagos," FOR RENT: Well-finished and spacious 4 bedroom semi-detached duplex with fitted kitchen,al.. Read more ",Rent,8000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-17,2023-02-15
Chevron Lekki Lagos, FOR RENT: FULLY FURNISHED 4-BEDROOM SEMI- DETACHED DUPLEX FOR RENT!!! Rent: 6m per annu.. Read more ,Rent,6000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-10,2023-02-15
Chevron Lekki Lagos," FOR RENT: *DIRECT LETTING FOR LEASE: 4 Bedroom Semidetached Duplex AngleView estate, .. Read more ",Rent,5500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-14,2023-02-15
Osapa London Lekki Lagos," FOR RENT: 4 Bedroom Terrace Duplex for Rent 4 Bedroom, 4 Baths Osapa, Lekki, Lagos 6.. Read more ",Rent,6000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-13,2023-02-15
Chevron Lekki Lagos," FOR RENT: 4 BEDROOM TERRACE DUPLEX FOR RENT Location: Chevron, Lagos Rental price : 3... Read more ",Rent,3500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-15,2023-02-15
Chevron Lekki Lagos," FOR RENT: 4 BEDROOM TERRACE DUPLEX FOR RENT!!! Location: Orchid, Lekki, Lagos Rent: 4m.. Read more ",Rent,4000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-12,2023-02-15
Idowu Taylor Victoria Island Lagos, FOR RENT: Double Glazed Curtain Wall Systems to minimize solar heat gains. • Raised floor.. Read more ,Rent,550.0,0.0,0.0,0.0,Victoria Island,Island,0.0,0.0,1.0,2022-03-01,2023-02-15
Ikota Lekki Lagos, FOR RENT: Newly built 4 bedroom semi-detached duplex Ikota Rent 5m Agency 10% Legal .. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-07,2023-02-15
Ikoyi Lagos, FOR RENT: Executive Office Suites and Workstations in Ikoyi's Most revered business locati.. Read more ,Rent,6400000.0,0.0,0.0,0.0,Ikoyi,Island,0.0,0.0,0.0,2023-01-12,2023-02-15
Chevron Lekki Lagos," FOR RENT: 4 BEDROOM DETACHED DUPLEX FOR RENT!!! ( Back House ) Location: Orchid, Lagos.. Read more ",Rent,6500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-09,2023-02-15
Old Ikoyi Ikoyi Lagos," FOR RENT: 3 BEDROOM APARTMENT FOR RENT !!! Location: Ikoyi, Lagos Price: 15m per annum.. Read more ",Rent,15000000.0,3.0,3.0,4.0,Ikoyi,Island,1.0,0.0,1.0,2023-01-13,2023-02-15
Chevron Lekki Lagos, FOR RENT: 3 Bedroom Terrace Duplex with 24/7 Power Supply. Rent: N3.5 Million Agency f.. Read more ,Rent,3500000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-01-10,2023-02-15
Ikota Lekki Lagos, FOR RENT: 4 BEDROOM DETACHED DUPLEX FOR RENT Price: N5m per annum Other Charges : .. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-11,2023-02-15
Banana Island Ikoyi Lagos, FOR RENT: TO LET: 12 BEDROOM ALL ROOMS ENSUITE FULLY DETACHED DUPLEX & 3 ROOMS BQ LO.. Read more ,Rent,55000000.0,10.0,0.0,0.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-04,2023-02-15
Chevron Lekki Lagos, FOR RENT: VERY SPACIOUS MASTER BEDROOM WITH BALCONY PERSONAL TOILET AND BATHROOM IN A.. Read more ,Rent,1100000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,0.0,2023-02-03,2023-02-15
Ajah Lagos," FOR RENT: 4 BEDROOM DETACHED DUPLEX FOR RENT !!! Location: Ajah, Lagos Price: 4m per a.. Read more ",Rent,4000000.0,4.0,4.0,5.0,Ajah,Island,1.0,0.0,1.0,2023-01-26,2023-02-15
Ikota Lekki Lagos," FOR RENT: 5 Bedroom Detached Duplex for Rent • 5 Bed, 5 Baths Other charges: Agenc.. Read more ",Rent,7500000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,1.0,2022-12-21,2023-02-15
Ikota Lekki Lagos," FOR RENT: 4 BEDROOM DETACHED DUPLEX FOR RENT !!! Location: Ikota, Lagos Price: 5m per .. Read more ",Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-15,2023-02-15
Osapa London Lekki Lagos," FOR RENT: FURNISHED 4-BEDROOM TERRACE DUPLEX FOR RENT !!! Location: Osapa, Lagos Price.. Read more ",Rent,7000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-31,2023-02-15
Chevron Toll Gate Lekki Lagos," FOR RENT: 4 Bedroom Terrace Duplex for Rent 4 Bed, 4 Baths 2nd toll gate Lekki, Lago.. Read more ",Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-10,2023-02-15
Ikate Lekki Lagos," FOR RENT: Luxury Apartments for Rent Studio Apartment 1 Bed, 1 Bath • Ikate, Lekki, .. Read more ",Rent,3500000.0,1.0,1.0,2.0,Lekki,Island,1.0,0.0,1.0,2023-02-07,2023-02-15
Banana Island Ikoyi Lagos," FOR RENT: TO LET: Location: Inside Banana Island Estate, Ikoyi, Lagos Furnished 3 B.. Read more ",Rent,9000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,1.0,1.0,2023-02-09,2023-02-15
Osapa London Lekki Lagos, FOR RENT: FURNISHED 4-BEDROOM TERRACE DUPLEX FOR RENT Price: N7.5m per annum Other .. Read more ,Rent,7500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-13,2023-02-15
Osapa London Lekki Lagos, FOR RENT: Beautiful Built 4 Bedroom Semi Detached Duplex on two floors with an open terra.. Read more ,Rent,7500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-05,2023-02-15
Ikate Lekki Lagos," FOR RENT: Luxury Apartments for Rent — Studio Apartment 1 Bed, 1 Bath Ikate, Lekki.. Read more ",Rent,7000000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-01-24,2023-02-15
Akin Adesola Victoria Island Lagos," FOR RENT: Raised Floor for underground cabling, and flexible configuration of office spa.. Read more ",Rent,800.0,,,,Victoria Island,Island,0.0,0.0,1.0,2022-03-01,2023-02-15
Ikate Lekki Lagos, FOR RENT: Fully furnished 4 BEDROOM DUPLEX with diesel generator FOR RENT Location: IKA.. Read more ,Rent,9000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-13,2023-02-15
Chevron Toll Gate Lekki Lagos," FOR RENT: Newly built and Spacious 4 bedroom fully detached duplex with BQ,fitted kitchen.. Read more ",Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-13,2023-02-15
Chevron Toll Gate Lekki Lagos," FOR RENT: 4 Bedroom Terrace Duplex for Rent 4 Bed, 4 Baths 2nd toll gate Lekki, Lago.. Read more ",Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-05,2023-02-15
Orchid Road Oral Estate Lekki Lagos, FOR RENT: Rent 4M Legal 10percent Agency 10percent .. Read more ,Rent,4000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-01,2023-02-15
